形成日,实际执行日,三状态,state_strength,risk_strength,state_phase,fast_engine,slow_engine,direction_score,direction_score_continuous,direction_score_band,risk_high_count,-1转0_score,-1转0_冻结阈值,-1转0_距阈值,+1转0_score,+1转0_冻结阈值,+1转0_距阈值,0转-1_score,0转-1_冻结阈值,0转-1_距阈值,0转-1_释放阈值,0转-1_距释放阈值,0转-1_事件信号,0转+1_score,0转+1_冻结阈值,0转+1_距阈值,0转+1_释放阈值,0转+1_距释放阈值,0转+1_事件信号,大涨_score,大涨_冻结阈值,大涨_距阈值,大涨_预测,大跌_score,大跌_冻结阈值,大跌_距阈值,大跌_预测
2024-05-30,2024-05-31,-1,-0.7342687074829932,0.6547619047619048,entry,0.22321428571428573,0.14186507936507936,0.12604166666666664,0.1639880952380952,0.0375,1.0,0.1652005160138432,0.815842643776842,-0.6506421277629988,0.3484845314247495,0.4920211306764882,-0.14353659925173873,-0.517953808150562,1.2294466376933055,-1.7474004458438674,0.6645986031220402,-1.1825524112726022,0,-4.693236714975845,4.671980676328502,-9.365217391304348,4.606280193236715,-9.29951690821256,0,0.4144798056857177,0.8135114753699175,-0.39903166968419984,0,0.562697700306717,0.6832148298881413,-0.12051712958142435,0
2024-05-31,2024-06-03,-1,-0.0,0.5525793650793651,pending_switch,0.2986111111111111,0.10515873015873016,0.13854166666666667,0.16577380952380955,0.075,0.0,0.2588257754532486,0.815842643776842,-0.5570168683235934,0.3679671993090548,0.4920211306764882,-0.12405393136743342,-0.929185399031846,1.2294466376933055,-2.1586320367251517,0.6645986031220402,-1.5937840021538863,0,-4.64975845410628,4.671980676328502,-9.321739130434782,4.606280193236715,-9.256038647342994,0,0.3621055080882711,0.8135114753699175,-0.45140596728164645,0,0.5162322236798595,0.6832148298881413,-0.16698260620828176,0
2024-06-03,2024-06-04,-1,-0.609548611111111,0.5892857142857143,continuation,0.21825396825396826,0.048611111111111105,0.08222222222222221,0.10138888888888889,0.0375,1.0,0.4145624984361417,0.815842643776842,-0.40128014534070033,0.3829178977454445,0.4920211306764882,-0.10910323293104374,1.7135255081472294,1.2294466376933055,0.48407887045392384,0.6645986031220402,1.0489269050251893,0,4.644927536231884,4.671980676328502,-0.0270531400966183,4.606280193236715,0.038647342995169254,0,0.5365219667151349,0.8135114753699175,-0.27698950865478267,0,0.5071399361824221,0.6832148298881413,-0.17607489370571916,0
2024-06-04,2024-06-05,-1,-0.0,0.5287698412698413,pending_switch,0.20833333333333334,0.23908730158730157,0.16902777777777775,0.22539682539682537,0.0375,0.0,0.5478623827832094,0.815842643776842,-0.2679802609936326,0.4370284595892038,0.4920211306764882,-0.05499267108728445,0.3788137862648475,1.2294466376933055,-0.850632851428458,0.6645986031220402,-0.2857848168571927,0,4.630434782608695,4.671980676328502,-0.04154589371980677,4.606280193236715,0.024154589371980784,0,0.3400725261949927,0.8135114753699175,-0.47343894917492485,0,0.5733636207214838,0.6832148298881413,-0.10985120916665747,0
2024-06-05,2024-06-06,-1,-0.0,0.5992063492063492,pending_switch,0.23214285714285715,0.2251984126984127,0.1676388888888889,0.22341269841269842,0.0375,1.0,0.6779155110314072,0.815842643776842,-0.13792713274543478,0.4738595509156042,0.4920211306764882,-0.018161579760884006,-0.593649193901305,1.2294466376933055,-1.8230958315946104,0.6645986031220402,-1.2582477970233452,0,4.673913043478261,4.671980676328502,0.0019323671497586403,4.606280193236715,0.0676328502415462,0,0.5327295281462977,0.8135114753699175,-0.2807819472236198,0,0.5066880863899478,0.6832148298881413,-0.17652674349819353,0
2024-06-06,2024-06-07,0,-0.5801587301587302,0.6349206349206349,entry,0.07142857142857142,0.18948412698412698,0.10652777777777776,0.15218253968253967,0.0,1.0,0.1525621171421204,0.815842643776842,-0.6632805266347216,0.4640772931092669,0.4920211306764882,-0.027943837567221352,1.2277654392248671,1.2294466376933055,-0.001681198468438394,0.6645986031220402,0.5631668361028269,0,-4.654589371980676,4.671980676328502,-9.32657004830918,4.606280193236715,-9.26086956521739,0,0.775778345736709,0.8135114753699175,-0.03773312963320852,0,0.5174419987677046,0.6832148298881413,-0.16577283112043673,0
2024-06-07,2024-06-11,0,0.08531746031746032,0.6686507936507937,entry,0.10912698412698413,0.20833333333333331,0.11944444444444444,0.17063492063492064,0.0,1.0,0.3577679677696629,0.815842643776842,-0.4580746760071791,0.4576138288418052,0.4920211306764882,-0.034407301834683046,-0.1140013067927812,1.2294466376933055,-1.3434479444860867,0.6645986031220402,-0.7785999099148214,0,-4.64975845410628,4.671980676328502,-9.321739130434782,4.606280193236715,-9.256038647342994,0,0.4966442398133582,0.8135114753699175,-0.3168672355565593,0,0.465219727952083,0.6832148298881413,-0.2179951019360583,0
2024-06-11,2024-06-12,0,-0.44372165532879815,0.5535714285714286,pending_switch,0.10515873015873015,0.1656746031746032,0.10069444444444445,0.14384920634920637,0.0,0.0,0.5198238271040345,0.815842643776842,-0.2960188166728075,0.4603729364411376,0.4920211306764882,-0.031648194235350646,0.0434243535185704,1.2294466376933055,-1.1860222841747352,0.6645986031220402,-0.6211742496034698,0,4.644927536231884,4.671980676328502,-0.0270531400966183,4.606280193236715,0.038647342995169254,0,0.3640737780105801,0.8135114753699175,-0.4494376973593374,0,0.6102545247248087,0.6832148298881413,-0.07296030516333263,0
2024-06-12,2024-06-13,0,0.04251700680272109,0.5128968253968254,continuation,0.11706349206349206,0.17261904761904762,0.11111111111111112,0.15873015873015875,0.0,0.0,0.6134490865434399,0.815842643776842,-0.20239355723340213,0.4877795447350566,0.4920211306764882,-0.004241585941431647,1.2933959700021005,1.2294466376933055,0.06394933230879496,0.6645986031220402,0.6287973668800603,1,4.606280193236715,4.671980676328502,-0.06570048309178755,4.606280193236715,0.0,0,0.36025608715098,0.8135114753699175,-0.4532553882189375,0,0.658574021865904,0.6832148298881413,-0.024640808022237337,0
2024-06-13,2024-06-14,0,-0.4636326058201058,0.6220238095238095,continuation,0.060515873015873016,0.1884920634920635,0.1020138888888889,0.14573412698412702,0.0,1.0,0.717141545100569,0.815842643776842,-0.09870109867627297,0.5028659868370406,0.4920211306764882,0.010844856160552419,0.9047628105306652,1.2294466376933055,-0.3246838271626403,0.6645986031220402,0.24016420740862499,0,-4.669082125603865,4.671980676328502,-9.341062801932367,4.606280193236715,-9.275362318840578,0,0.4658024003726913,0.8135114753699175,-0.3477090749972262,0,0.5797780131929606,0.6832148298881413,-0.10343681669518068,0
2024-06-14,2024-06-17,0,0.016534391534391533,0.4722222222222222,continuation,0.11805555555555555,0.25892857142857145,0.16048611111111113,0.21319444444444446,0.0375,0.0,0.8107668045399744,0.815842643776842,-0.0050758392368676075,0.559150079693653,0.4920211306764882,0.06712894901716482,-1.4203383557073552,1.2294466376933055,-2.6497849934006608,0.6645986031220402,-2.0849369588293953,0,4.640096618357488,4.671980676328502,-0.03188405797101446,4.606280193236715,0.0338164251207731,0,0.425353444613175,0.8135114753699175,-0.38815803075674254,0,0.6660576761727898,0.6832148298881413,-0.017157153715351536,0
2024-06-17,2024-06-18,0,-0.4719753873771732,0.5575396825396826,continuation,0.0873015873015873,0.18948412698412698,0.10944444444444441,0.15634920634920632,0.0,1.0,0.9277264560411526,0.815842643776842,0.11188381226431054,0.5554405342699082,0.4920211306764882,0.06341940359342002,-0.6497592671922485,1.2294466376933055,-1.879205904885554,0.6645986031220402,-1.3143578703142889,0,4.625603864734299,4.671980676328502,-0.04637681159420293,4.606280193236715,0.019323671497584627,0,0.3482670755714048,0.8135114753699175,-0.46524439979851273,0,0.6780725117279288,0.6832148298881413,-0.005142318160212489,0
