label,window_end,rank,return_20,return_60,return_120,vol_20,vol_60,drawdown_60,range_20,gap_20,axis_mean_60,axis_std_60,slow_fast_mean_60,positive_sync_mean_60,negative_sync_mean_60,neutral_share_60,switch_rate_60,distance,forward_return_20,forward_return_60,forward_vol_20,future_switches_20,future_directional_days_20
2026当前窗口,2026-08-21,0,0.04269823229135117,-0.08278288435784764,-0.09287074154597852,0.3363097476479575,0.35274277438880847,-0.13032840566935366,0.023553180209123035,-0.0005411368213106227,0.32550115740740737,0.281075301783389,-0.030274470899470895,1.0166666666666666,1.9833333333333334,0.55,0.13333333333333333,0.0,,,,,
历史相似1,2024-03-13,1,0.12676317343429422,-0.026908379875136945,-0.05141522139832422,0.2853082265804996,0.30603441462867215,-0.027139844508739963,0.023751390565460877,-0.0003124743706308719,0.4253738425925926,0.30827768980628634,0.028538359788359793,1.45,1.8333333333333333,0.5666666666666667,0.13333333333333333,0.7966183114614546,-0.025464585907225668,-0.04072354838937242,0.19204877060715198,1.0,0.0
历史相似2,2022-10-31,2,0.00013574867694554626,-0.07737515860849309,0.021172903670375165,0.23394306898112027,0.20188789862835319,-0.10570538279582675,0.02067912291230119,-0.00041666353619229657,0.3810983796296296,0.26280539487370896,-0.023660714285714292,1.1666666666666667,1.6666666666666667,0.6333333333333333,0.1,0.8143062926787341,0.04273694800455097,0.08300927778780265,0.14895933264491432,4.0,8.0
历史相似3,2020-04-09,3,-0.047780340644316355,-0.03225150479391259,0.037288112999332546,0.3277922612415359,0.36087533381568154,-0.09753944145789573,0.025263653818097358,-0.0001022714356503085,0.45574079627036546,0.2925806040557163,0.04024479297376141,1.6,1.4333333333333333,0.6833333333333333,0.08333333333333333,0.8400615914509082,0.03569825795260817,0.2576409102750845,0.19051232329309548,2.0,4.0
历史相似4,2022-06-02,4,0.06888572310177032,-0.11387292890635048,-0.16422781096290218,0.2045310786635171,0.3158732108908588,-0.10661618610695911,0.01839544600849204,-0.0022194187608574833,0.3614351851851852,0.2660679255724592,-0.13698743386243384,1.3166666666666667,1.6666666666666667,0.6833333333333333,0.08333333333333333,0.8498421043174244,0.05924265142660334,0.03618349190512826,0.17917121080422785,3.0,16.0
历史相似5,2018-11-12,5,0.06728377997735357,-0.10909951005412,-0.24977330512003415,0.30944175162423004,0.2747791941449891,-0.11346309863678439,0.024719813815265577,-0.0009294702896595786,0.4288077724687164,0.2504949852709821,-0.0346439398994774,1.4,1.3666666666666667,0.8333333333333334,0.06666666666666667,0.9437247452379914,-0.027305760077324437,0.006854716194998112,0.26570850960256615,3.0,5.0
历史相似6,2024-07-31,6,-0.004991096890208824,-0.1159148330040971,-0.008421434003602846,0.24199877299265526,0.18595876826387997,-0.1206379704818511,0.01637337206447123,-0.0012726758155511165,0.2839675925925926,0.22768060461200007,0.044510582010582014,0.6666666666666666,2.283333333333333,0.65,0.11666666666666667,0.974538991822818,-0.07907738305247025,0.19347688865306045,0.13350848713046318,1.0,0.0
