老师区间,实际执行日,推定形成日,原始状态,调整后三状态,调整原因,+1反转,-1反转,0转-1,0转+1,原始策略日收益,调整策略日收益,指数日收益,局部原始三状态_NAV,局部加入四反转_NAV,局部普通指数_NAV
红色区间2,2024-08-28,2024-08-27,0,0,基础0,0,0,0,0,-0.0,-0.0,-0.0006414229787236,0.9886643769812637,1.0851610283091242,0.844427858542199
红色区间2,2024-08-29,2024-08-28,0,0,基础0,0,0,0,0,0.0,0.0,0.0164931681197328,0.9886643769812637,1.0851610283091242,0.8609210266619318
红色区间2,2024-08-30,2024-08-29,0,0,基础0,0,0,0,0,0.0,0.0,0.0163244930654327,0.9886643769812637,1.0851610283091242,0.8772455197273645
红色区间2,2024-09-02,2024-08-30,0,0,基础0,0,0,0,0,-0.0,-0.0,-0.0191455977582246,0.9886643769812637,1.0851610283091242,0.85809992196914
红色区间2,2024-09-03,2024-09-02,0,0,基础0,0,0,0,0,0.0,0.0,0.0053851675853324,0.9886643769812637,1.0851610283091242,0.8634850895544723
红色区间2,2024-09-04,2024-09-03,0,0,基础0,0,0,0,0,0.0,0.0,0.0038272991544208,0.9886643769812637,1.0851610283091242,0.8673123887088932
红色区间2,2024-09-05,2024-09-04,0,0,基础0,0,0,0,0,0.0,0.0,0.0052722608161093,0.9886643769812637,1.0851610283091242,0.8725846495250025
红色区间2,2024-09-06,2024-09-05,0,0,基础0,0,0,0,0,-0.0,-0.0,-0.0199108900990833,0.9886643769812637,1.0851610283091242,0.852673759425919
红色区间2,2024-09-09,2024-09-06,0,0,基础0,0,0,0,0,-0.0,-0.0,-0.0018244781293502,0.9886643769812637,1.0851610283091242,0.8508492812965689
红色区间2,2024-09-10,2024-09-09,0,0,基础0,0,0,0,0,-0.0,-0.0,-0.0042438515612407,0.9886643769812637,1.0851610283091242,0.8466054297353283
红色区间2,2024-09-11,2024-09-10,0,0,基础0,0,0,0,0,0.0,0.0,0.0064143212575102,0.9886643769812637,1.0851610283091242,0.8530197509928384
红色区间2,2024-09-12,2024-09-11,0,-1,0转-1持有,0,0,1,0,-0.0,0.0041144829720952,-0.0041144829720952,0.9886643769812637,1.0892755112812194,0.8489052680207432
