date,close,score,predicted,actual_extreme,correct,direction_correct,o2o_bp,signed_o2o_bp,phase
2020-02-28,5451.2897,0.9201597534869791,1,1,1,1,435.7028463980361,435.7028463980361,development
2020-03-02,5656.4193,0.5897042170950306,0,0,0,0,-149.89547823462846,-149.89547823462846,development
2020-03-03,5710.0235,0.8070636811188849,0,1,0,0,219.9987771800771,219.9987771800771,development
2020-03-04,5716.5112,0.5030845087502437,0,0,0,0,-100.34804365644301,-100.34804365644301,development
2020-03-05,5801.1199,0.5275940284473535,0,0,0,0,-119.32727356583462,-119.32727356583462,development
2020-03-06,5763.8602,0.6001873073199786,0,0,0,0,-369.5128384133839,-369.5128384133839,development
2020-03-09,5525.8167,0.8975904919210129,1,1,1,1,427.8012282152921,427.8012282152921,development
2020-03-10,5675.1113,0.4952865015108333,0,0,0,0,-325.6722409173574,-325.6722409173574,development
2020-03-11,5589.5311,0.8116467883300025,0,0,0,0,-511.7097489845013,-511.7097489845013,development
2020-03-12,5493.8838,0.6685908443236084,0,1,0,0,519.3424032423421,519.3424032423421,development
2020-03-13,5457.2006,0.5289831887153091,0,0,0,0,-457.28756756776346,-457.28756756776346,development
2020-03-16,5200.1142,0.8673250993653148,1,0,0,1,23.67866800548457,23.67866800548457,development
2020-03-17,5212.0619,0.546020261087156,0,0,0,0,-262.4602035495327,-262.4602035495327,development
2020-03-18,5119.4716,0.8276479210995371,1,1,1,1,190.51830589465357,190.51830589465357,development
2020-03-19,5157.8235,0.506000818248835,0,0,0,0,-264.75020162959663,-264.75020162959663,development
2020-03-20,5219.2809,0.4653996069422072,0,0,0,0,19.28729177793853,19.28729177793853,development
2020-03-23,4998.9095,0.7658787987763733,0,1,0,0,219.33636246953102,219.33636246953102,development
2020-03-24,5096.0408,0.4871236729870384,0,0,0,0,-39.05090917984744,-39.05090917984744,development
2020-03-25,5217.4237,0.4740718295377132,0,0,0,0,81.81774082588689,81.81774082588689,development
2020-03-26,5166.1091,0.5556650706537642,0,0,0,0,-285.56510064014606,-285.56510064014606,development
2020-03-27,5137.3371,0.5841412271008147,0,0,0,0,-0.3577267711318832,-0.3577267711318832,development
2020-03-30,5027.4856,0.562254859908539,0,0,0,0,-86.6054973395991,-86.6054973395991,development
2020-03-31,5041.4534,0.46102373901322136,0,0,0,0,-61.55141627327998,-61.55141627327998,development
2020-04-01,5019.2187,0.5342325711595155,0,1,0,0,289.86486066100656,289.86486066100656,development
2020-04-02,5147.2019,0.3835508392101164,0,0,0,0,114.76190860400415,114.76190860400415,development
2020-04-03,5107.0393,0.5192903562598763,0,0,0,0,78.06907636481509,78.06907636481509,development
2020-04-07,5267.073,0.39759741932455833,0,0,0,0,110.81861799319137,110.81861799319137,development
2020-04-08,5271.7961,0.4190886958798649,0,0,0,0,38.70811017360198,38.70811017360198,development
2020-04-09,5322.4614,0.40045221750861953,0,0,0,0,-273.1101670463476,-273.1101670463476,development
2020-04-10,5208.5102,0.727462415842571,0,0,0,0,40.04390582405648,40.04390582405648,development
2020-04-13,5169.1757,0.4352498196228168,0,1,0,0,182.3969021919547,182.3969021919547,development
2020-04-14,5288.593,0.3727102155721509,0,0,0,0,-87.00300893822899,-87.00300893822899,development
2020-04-15,5268.7497,0.4272143018860926,0,1,0,0,207.8910892487662,207.8910892487662,development
2020-04-16,5316.9707,0.4039947732117632,0,0,0,0,-46.89837659235696,-46.89837659235696,development
2020-04-17,5318.4547,0.44372885409328366,0,0,0,0,53.90695545826496,53.90695545826496,development
2020-04-20,5381.7857,0.3700857797758123,0,0,0,0,-100.52904671658203,-100.52904671658203,development
2020-04-21,5343.8806,0.4232190203539799,0,1,0,0,184.58391198347357,184.58391198347357,development
2020-04-22,5387.6233,0.37512218849810613,0,0,0,0,-96.44382149064046,-96.44382149064046,development
2020-04-23,5357.7904,0.42985353666195725,0,0,0,0,-133.75073399097937,-133.75073399097937,development
2020-04-24,5273.5474,0.6989599377588981,0,0,0,0,-20.559279771292793,-20.559279771292793,development
2020-04-27,5265.7248,0.4524428622776155,0,0,0,0,-122.27347279407108,-122.27347279407108,development
2020-04-28,5227.846,0.4750813551360447,0,0,0,0,110.18368951092539,110.18368951092539,development
2020-04-29,5226.8116,0.45331748048374265,0,0,0,0,113.84293547517687,113.84293547517687,development
2020-04-30,5353.8595,0.4290857431570269,0,1,0,0,250.54125774769176,250.54125774769176,development
2020-05-06,5451.3159,0.3662045651583462,0,0,0,0,37.80977096490501,37.80977096490501,development
2020-05-07,5445.7519,0.3943673830371261,0,0,0,0,99.05561477863588,99.05561477863588,development
2020-05-08,5507.6965,0.43476334053096805,0,0,0,0,-63.36702992252419,-63.36702992252419,development
2020-05-11,5496.192,0.5067747872527525,0,0,0,0,3.3264960818746303,3.3264960818746303,development
2020-05-12,5512.464,0.38815912230406513,0,0,0,0,31.268417717225105,31.268417717225105,development
2020-05-13,5536.2802,0.40715803592801697,0,0,0,0,-5.326059289125773,-5.326059289125773,development
2020-05-14,5487.107,0.3978376311183992,0,0,0,0,22.826802356248344,22.826802356248344,development
2020-05-15,5507.9336,0.4361443566748072,0,0,0,0,-13.932256935630383,-13.932256935630383,development
2020-05-18,5478.8218,0.567709422205398,0,0,0,0,54.42437482059192,54.42437482059192,development
2020-05-19,5547.8759,0.3729485338150014,0,0,0,0,-66.43770425558971,-66.43770425558971,development
2020-05-20,5489.7024,0.6387067268558209,0,0,0,0,-156.99472719248098,-156.99472719248098,development
2020-05-21,5426.1745,0.7508203078658472,0,0,0,0,-180.31630578603907,-180.31630578603907,development
2020-05-22,5328.2268,0.7480008896931285,0,0,0,0,32.20475353935326,32.20475353935326,development
2020-05-25,5316.6036,0.42031059379284785,0,0,0,0,159.97513476268654,159.97513476268654,development
2020-05-26,5420.2126,0.37952629762339934,0,0,0,0,-109.2578832415203,-109.2578832415203,development
2020-05-27,5369.4992,0.5680656239501687,0,0,0,0,-32.97507274839351,-32.97507274839351,development
2020-05-28,5361.167,0.4343186631333185,0,1,0,0,180.8060082909879,180.8060082909879,development
2020-05-29,5406.3403,0.40176251888664316,0,1,0,0,273.70497559880744,273.70497559880744,development
2020-06-01,5569.48,0.3655224235373242,0,0,0,0,-20.83494590490065,-20.83494590490065,development
2020-06-02,5566.4438,0.3722567012945588,0,0,0,0,10.107095634239727,10.107095634239727,development
2020-06-03,5572.3125,0.3729469628729822,0,0,0,0,-7.487997921760137,-7.487997921760137,development
2020-06-04,5576.7535,0.3231914410154469,0,0,0,0,59.472073777233625,59.472073777233625,development
2020-06-05,5585.4231,0.3314965823172574,0,0,0,0,-64.48714809065837,-64.48714809065837,development
2020-06-08,5575.3036,0.38039354684329896,0,0,0,0,52.87197893855789,52.87197893855789,development
2020-06-09,5610.3774,0.3290624142704139,0,0,0,0,12.444094284507212,12.444094284507212,development
2020-06-10,5615.2417,0.3094264445910145,0,0,0,0,-240.01639827110566,-240.01639827110566,development
2020-06-11,5589.1019,0.6781130468870346,0,1,0,0,222.65408131920682,222.65408131920682,development
2020-06-12,5591.4871,0.41587485846876454,0,0,0,0,48.83369671347948,48.83369671347948,development
2020-06-15,5590.6435,0.46300183070866274,0,0,0,0,133.89816210822804,133.89816210822804,development
2020-06-16,5695.3007,0.3564192872021861,0,0,0,0,51.402887364415676,51.402887364415676,development
2020-06-17,5735.4183,0.3543477904182361,0,0,0,0,-8.020695041855985,-8.020695041855985,development
2020-06-18,5734.403,0.3608484129418932,0,0,0,0,105.27591594356566,105.27591594356566,development
2020-06-19,5787.1482,0.4122589479825515,0,0,0,0,-18.413686257745532,-18.413686257745532,development
2020-06-22,5784.0269,0.36882916664427784,0,0,0,0,43.95378425326779,43.95378425326779,development
2020-06-23,5804.343,0.3831927070246117,0,0,0,0,-58.67275948987505,-58.67275948987505,development
2020-06-24,5789.0893,0.42260321228131636,0,0,0,0,27.0262570940627,27.0262570940627,development
2020-06-29,5762.4378,0.41973875388466325,0,1,0,0,163.16795216468006,163.16795216468006,development
2020-06-30,5864.4164,0.445210158910621,0,0,0,0,-6.2142495420203225,-6.2142495420203225,development
2020-07-01,5881.8875,0.39635773944724345,0,1,0,0,185.53777772699175,185.53777772699175,development
2020-07-02,5975.2794,0.4074552313362829,0,1,0,0,176.8954495761088,176.8954495761088,development
2020-07-03,6051.5099,0.3789862143154399,0,1,0,0,446.7837292988386,446.7837292988386,development
2020-07-06,6299.8551,0.4590498832340629,0,0,0,0,16.696100152733262,16.696100152733262,development
2020-07-07,6380.0276,0.8579205180112579,1,1,1,1,254.49235258470094,254.49235258470094,development
2020-07-08,6535.4151,0.42612714844977895,0,1,0,0,188.0989629347152,188.0989629347152,development
2020-07-09,6693.7452,0.4892342136315738,0,0,0,0,69.48774401997593,69.48774401997593,development
2020-07-10,6676.4373,0.7580835762647279,0,1,0,0,277.7206545216471,277.7206545216471,development
2020-07-13,6899.5175,0.42241422193110906,0,0,0,0,-118.00371158291578,-118.00371158291578,development
2020-07-14,6807.727,0.7812198414120752,0,0,0,0,-254.2505254330496,-254.2505254330496,development
2020-07-15,6638.8384,0.9028386667437844,1,0,0,0,-474.686378066681,-474.686378066681,development
2020-07-16,6319.9981,0.9110412788879273,1,0,0,1,145.49251532295582,145.49251532295582,development
2020-07-17,6344.5912,0.7059250812593977,0,1,0,0,198.60369398730037,198.60369398730037,development
2020-07-20,6526.8325,0.4535193321802436,0,0,0,0,11.613418107965234,11.613418107965234,development
2020-07-21,6563.3239,0.5515140394081948,0,0,0,0,12.023493874073754,12.023493874073754,development
2020-07-22,6620.6893,0.6713119170033793,0,0,0,0,34.68551017262289,34.68551017262289,development
2020-07-23,6620.0859,0.42952546558415067,0,0,0,0,-425.56038790675376,-425.56038790675376,development
2020-07-24,6283.9831,0.8820463600206143,1,0,0,1,65.18445565155906,65.18445565155906,development
2020-07-27,6298.7351,0.5338144673528626,0,0,0,0,-7.365796142951853,-7.365796142951853,development
2020-07-28,6359.6637,0.5274938460658982,0,1,0,0,327.53909674202,327.53909674202,development
2020-07-29,6530.2712,0.4177430463283762,0,0,0,0,-75.29249275356253,-75.29249275356253,development
2020-07-30,6511.436,0.5032208543830339,0,1,0,0,209.17181215928338,209.17181215928338,development
2020-07-31,6579.6696,0.5167882470122622,0,1,0,0,185.59824541999336,185.59824541999336,development
2020-08-03,6739.8085,0.392040721351182,0,0,0,0,-91.45040706333707,-91.45040706333707,development
2020-08-04,6697.7071,0.6200094865854541,0,0,0,0,124.89683331474266,124.89683331474266,development
2020-08-05,6772.8422,0.43679125182396444,0,0,0,0,-54.62244332924193,-54.62244332924193,development
2020-08-06,6770.3016,0.40184875824035593,0,0,0,0,-113.7880649280032,-113.7880649280032,development
2020-08-07,6688.8822,0.5810666424302735,0,0,0,0,91.81511766465533,91.81511766465533,development
2020-08-10,6725.2956,0.4912383317414197,0,0,0,0,-219.63208844916983,-219.63208844916983,development
2020-08-11,6600.8472,0.8167855579696849,1,0,0,0,-42.00041890540574,-42.00041890540574,development
2020-08-12,6528.3999,0.560120733537586,0,0,0,0,-14.904989714026318,-14.904989714026318,development
2020-08-13,6552.6567,0.4643470388226376,0,0,0,0,158.8642881475688,158.8642881475688,development
2020-08-14,6623.5633,0.3799001284381389,0,0,0,0,152.055163483662,152.055163483662,development
2020-08-17,6744.5468,0.3782164400739654,0,0,0,0,51.851279577546094,51.851279577546094,development
2020-08-18,6789.3979,0.4293562068775869,0,0,0,0,-236.7646085093922,-236.7646085093922,development
2020-08-19,6666.274,0.776888227934626,0,0,0,0,10.412857869503966,10.412857869503966,development
2020-08-20,6593.785,0.6361410932827937,0,0,0,0,57.921217616065945,57.921217616065945,development
2020-08-21,6643.9444,0.505863495805194,0,0,0,0,46.230885110982726,46.230885110982726,development
2020-08-24,6688.9647,0.38980291292415875,0,0,0,0,-71.17012362693575,-71.17012362693575,development
2020-08-25,6652.5478,0.5888481613320898,0,0,0,0,-168.88002599523722,-168.88002599523722,development
2020-08-26,6525.8786,0.7974545235766306,0,0,0,0,51.638416464925285,51.638416464925285,development
2020-08-27,6578.7912,0.36839951752037386,0,1,0,0,224.26975853444776,224.26975853444776,development
2020-08-28,6691.2096,0.3476202598959697,0,0,0,0,-77.56464120688756,-77.56464120688756,development
2020-08-31,6668.4331,0.5381821715711865,0,0,0,0,87.77834906815052,87.77834906815052,development
2020-09-01,6710.4599,0.33338032212224933,0,0,0,0,-15.741281494737747,-15.741281494737747,development
2020-09-02,6717.5579,0.3931624949169479,0,0,0,0,-251.993409126845,-251.993409126845,development
2020-09-03,6662.2515,0.5384836210396289,0,0,0,0,113.06365156263043,113.06365156263043,development
2020-09-04,6618.5762,0.36195593256632774,0,0,0,0,-190.52332254897775,-190.52332254897775,development
2020-09-07,6478.8124,0.8421262388838886,1,0,0,0,-59.2388983311809,-59.2388983311809,development
2020-09-08,6525.098,0.3995545463828886,0,0,0,0,-78.44818741570614,-78.44818741570614,development
2020-09-09,6349.2234,0.8241460534284888,1,0,0,0,-304.27276394770166,-304.27276394770166,development
2020-09-10,6235.5687,0.8398775237559151,1,1,1,1,226.36360168231784,226.36360168231784,development
2020-09-11,6311.967,0.39451483215954875,0,0,0,0,1.073168333531882,1.073168333531882,development
2020-09-14,6351.2422,0.47448917193231216,0,0,0,0,44.844962789223345,44.844962789223345,development
2020-09-15,6387.8805,0.36872487680078975,0,0,0,0,-53.05463682537148,-53.05463682537148,development
2020-09-16,6353.836,0.41213426645715895,0,0,0,0,34.859667727835664,34.859667727835664,development
2020-09-17,6367.0206,0.4604284480915992,0,1,0,0,195.40932577213565,195.40932577213565,development
2020-09-18,6469.4692,0.3578976259054598,0,0,0,0,-154.33830704170592,-154.33830704170592,development
2020-09-21,6445.9649,0.4600477587447822,0,0,0,0,-15.243526112617145,-15.243526112617145,development
2020-09-22,6358.652,0.5785442663422813,0,0,0,0,-44.79166407159063,-44.79166407159063,development
2020-09-23,6392.0329,0.3660998948633347,0,0,0,0,-129.04807817310848,-129.04807817310848,development
2020-09-24,6244.6389,0.5259169078865235,0,0,0,0,-26.595337583705803,-26.595337583705803,development
2020-09-25,6236.8904,0.3866094502933786,0,0,0,0,-76.7866326907618,-76.7866326907618,development
2020-09-28,6178.4693,0.38906694828833643,0,0,0,0,61.42267844186256,61.42267844186256,development
2020-09-29,6228.7708,0.3926839196639442,0,0,0,0,87.99596638384256,87.99596638384256,development
2020-09-30,6192.5045,0.39785649135109247,0,1,0,0,171.44634084479858,171.44634084479858,development
2020-10-09,6357.9711,0.396047556186129,0,1,0,0,204.043402873062,204.043402873062,development
2020-10-12,6541.176,0.3334229088020202,0,0,0,0,13.767283391168395,13.767283391168395,development
2020-10-13,6551.3987,0.36665311412419216,0,0,0,0,-56.151209370249866,-56.151209370249866,development
2020-10-14,6508.3743,0.3734093359112648,0,0,0,0,-83.44741211303352,-83.44741211303352,development
2020-10-15,6460.0408,0.40563938321163495,0,0,0,0,15.222083908474904,15.222083908474904,development
2020-10-16,6428.6822,0.45042788977053017,0,0,0,0,-180.8104950912126,-180.8104950912126,development
2020-10-19,6358.3213,0.549008061420724,0,0,0,0,120.55841810462597,120.55841810462597,development
2020-10-20,6423.1128,0.36214257478345746,0,0,0,0,-146.88367640317114,-146.88367640317114,development
2020-10-21,6350.0127,0.4734868990638956,0,0,0,0,-31.264551047279767,-31.264551047279767,development
2020-10-22,6317.1438,0.44176777112577015,0,0,0,0,-184.81235668981077,-184.81235668981077,development
2020-10-23,6213.2626,0.49898435258605306,0,0,0,0,-12.720500115417366,-12.720500115417366,development
2020-10-26,6214.3779,0.40036556709518156,0,0,0,0,55.38141248646377,55.38141248646377,development
2020-10-27,6221.3414,0.4161701578852197,0,0,0,0,-84.91611398367405,-84.91611398367405,development
2020-10-28,6245.9986,0.4159600641583885,0,1,0,0,168.6193192454377,168.6193192454377,development
2020-10-29,6255.1933,0.45698276562243956,0,0,0,0,-244.66392269523075,-244.66392269523075,development
2020-10-30,6111.4803,0.7237162213464743,0,0,0,0,91.03414074013384,91.03414074013384,development
2020-11-02,6143.1157,0.474114108958617,0,0,0,0,115.75005036712271,115.75005036712271,development
2020-11-03,6241.7676,0.4041579104070033,0,0,0,0,76.80420926665654,76.80420926665654,development
2020-11-04,6234.158,0.46455512351294026,0,0,0,0,113.70324621673421,113.70324621673421,development
2020-11-05,6351.9789,0.42486955092715206,0,0,0,0,-45.150899940803455,-45.150899940803455,development
2020-11-06,6301.2477,0.6314765572808214,0,0,0,0,153.0401503508938,153.0401503508938,development
2020-11-09,6421.6506,0.589420082625953,0,0,0,0,-121.32108427074573,-121.32108427074573,development
2020-11-10,6373.0853,0.7080503486530867,0,0,0,0,-80.70821465835598,-80.70821465835598,development
2020-11-11,6294.6055,0.659004562384485,0,0,0,0,-0.9614491713039186,-0.9614491713039186,development
2020-11-12,6315.4938,0.45113034272318653,0,0,0,0,24.18113794469212,24.18113794469212,development
2020-11-13,6306.97,0.46990875845921354,0,0,0,0,96.62525027674506,96.62525027674506,development
2020-11-16,6387.371,0.4029580333376957,0,0,0,0,-74.15705490647406,-74.15705490647406,development
2020-11-17,6336.9406,0.5768297752773777,0,0,0,0,-8.473895730709557,-8.473895730709557,development
2020-11-18,6341.0136,0.46706149174757416,0,0,0,0,42.19855688697649,42.19855688697649,development
2020-11-19,6360.5998,0.44094209677270013,0,0,0,0,127.66973333631526,127.66973333631526,development
2020-11-20,6422.9854,0.42633122626896225,0,0,0,0,57.22275516003572,57.22275516003572,development
2020-11-23,6472.9301,0.6579886056473231,0,0,0,0,25.504628112442695,25.504628112442695,development
2020-11-24,6475.1881,0.39815064769478414,0,0,0,0,-214.80692861629237,-214.80692861629237,development
2020-11-25,6350.3667,0.9308492926059004,1,0,0,0,-19.650349544626522,-19.650349544626522,development
2020-11-26,6334.3042,0.5489591528139831,0,0,0,0,36.41581504948866,36.41581504948866,development
2020-11-27,6351.6119,0.4491420596019059,0,0,0,0,-82.71034399702448,-82.71034399702448,development
2020-11-30,6320.9441,0.7148603261209617,0,1,0,0,206.25349247122892,206.25349247122892,development
2020-12-01,6426.6155,0.48492474001541735,0,0,0,0,-0.8881700824281413,-0.8881700824281413,development
2020-12-02,6434.9791,0.45250279105707775,0,0,0,0,-17.64381225461298,-17.64381225461298,development
2020-12-03,6440.8808,0.48843168808507476,0,0,0,0,62.18710931824134,62.18710931824134,development
2020-12-04,6464.7345,0.46335405684625874,0,0,0,0,-64.6908108194877,-64.6908108194877,development
2020-12-07,6424.6823,0.45142028378582183,0,0,0,0,9.83443918238125,9.83443918238125,development
2020-12-08,6423.6513,0.40572650857392617,0,0,0,0,-210.1301447838233,-210.1301447838233,development
2020-12-09,6307.2207,0.8111060373897161,0,0,0,0,53.17446059021513,53.17446059021513,development
2020-12-10,6320.0956,0.5218322616601029,0,0,0,0,-191.19210725296654,-191.19210725296654,development
2020-12-11,6209.427,0.8559814018981914,1,0,0,1,68.09259795619305,68.09259795619305,development
2020-12-14,6259.0175,0.4497627294128539,0,0,0,0,28.98259158134353,28.98259158134353,development
2020-12-15,6265.5819,0.4527831480407054,0,0,0,0,-68.81086056594432,-68.81086056594432,development
2020-12-16,6235.4352,0.43659813562943045,0,0,0,0,136.67473135682283,136.67473135682283,development
2020-12-17,6308.9013,0.41908846756214124,0,0,0,0,-12.523454040413995,-12.523454040413995,development
2020-12-18,6291.918,0.4767330024444512,0,0,0,0,112.05682865137234,112.05682865137234,development
2020-12-21,6398.5987,0.4145018999335358,0,0,0,0,-184.4163454735148,-184.4163454735148,development
2020-12-22,6250.0606,0.9271430007292405,1,0,0,1,84.93158594869988,84.93158594869988,development
2020-12-23,6307.604,0.5398415658834507,0,0,0,0,-186.23804488184126,-186.23804488184126,development
2020-12-24,6205.2247,0.7801636579096306,0,0,0,0,149.87888371108093,149.87888371108093,development
2020-12-25,6278.4981,0.43420772847926337,0,0,0,0,-68.50428502287009,-68.50428502287009,development
2020-12-28,6244.4818,0.5130703748956508,0,0,0,0,-70.96118718699086,-70.96118718699086,development
2020-12-29,6199.8523,0.664902764420301,0,0,0,0,139.60750594231186,139.60750594231186,development
2020-12-30,6269.2484,0.4865321466158285,0,1,0,0,179.30122590672948,179.30122590672948,development
2020-12-31,6367.1149,0.39968555656689375,0,0,0,0,116.70267416793445,116.70267416793445,development
2021-01-04,6482.7868,0.47790710852030094,0,0,0,0,122.8402245891469,122.8402245891469,development
2021-01-05,6539.7315,0.37458341823796004,0,0,0,0,-39.78087038994494,-39.78087038994494,development
2021-01-06,6528.1425,0.5307677588524748,0,0,0,0,27.410927667832485,27.410927667832485,development
2021-01-07,6538.1162,0.4784678701616386,0,0,0,0,24.29880002891016,24.29880002891016,development
2021-01-08,6557.5964,0.5355416926481257,0,0,0,0,-200.74563098647081,-200.74563098647081,development
2021-01-11,6455.3987,0.9170088091596975,1,1,1,1,193.31369463060133,193.31369463060133,development
2021-01-12,6543.2286,0.38166178853053223,0,0,0,0,-119.45768958228187,-119.45768958228187,development
2021-01-13,6496.9131,0.6678612165940614,0,0,0,0,-69.0056447139642,-69.0056447139642,development
2021-01-14,6439.8854,0.7717117629845496,0,0,0,0,-19.138556765551094,-19.138556765551094,development
2021-01-15,6417.5011,0.5051604214424248,0,0,0,0,149.10559279374792,149.10559279374792,development
2021-01-18,6514.4644,0.44685970721095286,0,0,0,0,-50.3959885590588,-50.3959885590588,development
2021-01-19,6476.3736,0.515499789269036,0,0,0,0,114.8039642597931,114.8039642597931,development
2021-01-20,6535.4185,0.3827137229950637,0,0,0,0,103.51868568457601,103.51868568457601,development
2021-01-21,6622.4959,0.5363827016302074,0,0,0,0,24.712455034738845,24.712455034738845,development
2021-01-22,6637.8052,0.39220724306006716,0,0,0,0,-22.710972373488623,-22.710972373488623,development
2021-01-25,6645.3137,0.5530329272725292,0,0,0,0,-141.16539698001972,-141.16539698001972,development
2021-01-26,6532.961,0.8177973374552809,1,0,0,0,-79.38424804008525,-79.38424804008525,development
2021-01-27,6557.1608,0.40915731379888115,0,0,0,0,-41.98854858046608,-41.98854858046608,development
2021-01-28,6414.3811,0.8785274272812617,1,0,0,0,-170.6168948302622,-170.6168948302622,development
2021-01-29,6346.1371,0.8012174927309469,0,0,0,0,104.45214272546633,104.45214272546633,development
2021-02-01,6393.278,0.42550142441480693,0,0,0,0,85.57745197274701,85.57745197274701,development
2021-02-02,6454.7853,0.29974356356283804,0,0,0,0,-130.025027152727,-130.025027152727,development
2021-02-03,6399.3315,0.467745967502019,0,0,0,0,-49.942968367431284,-49.942968367431284,development
2021-02-04,6328.7881,0.5892523394421774,0,0,0,0,-151.18831283995715,-151.18831283995715,development
2021-02-05,6239.8709,0.6553968876898796,0,0,0,0,138.4417755735945,138.4417755735945,development
2021-02-08,6323.1622,0.3591662640750296,0,1,0,0,221.54085452198657,221.54085452198657,development
2021-02-09,6457.8814,0.3054634730286055,0,1,0,0,281.95222069981264,281.95222069981264,development
2021-02-10,6525.1658,0.31819638017235186,0,0,0,0,-85.71124072475844,-85.71124072475844,development
2021-02-18,6614.5443,0.5669412126459756,0,1,0,0,198.87062086580752,198.87062086580752,development
2021-02-19,6703.4821,0.2740646534812109,0,0,0,0,-175.15250006335913,-175.15250006335913,development
2021-02-22,6657.056,0.7465138712066404,0,0,0,0,29.758219175410883,29.758219175410883,development
2021-02-23,6631.2286,0.5583853528149351,0,0,0,0,-49.86505700202204,-49.86505700202204,development
2021-02-24,6536.1861,0.8073356332897752,0,0,0,0,-355.24182323174335,-355.24182323174335,development
2021-02-25,6499.1528,0.6953974318354402,0,0,0,0,65.07603163403486,65.07603163403486,development
2021-02-26,6364.3529,0.6631437692555147,0,1,0,0,166.77752694397975,166.77752694397975,development
2021-03-01,6488.4388,0.38936387752464535,0,0,0,0,-135.0692543790122,-135.0692543790122,development
2021-03-02,6433.3282,0.6586068491820222,0,0,0,0,88.31259590183826,88.31259590183826,development
2021-03-03,6524.7513,0.37333020919373483,0,0,0,0,-242.23409225436754,-242.23409225436754,development
2021-03-04,6401.9917,0.7337607569820713,0,1,0,0,202.39207302430228,202.39207302430228,development
2021-03-05,6403.4964,0.410512795851816,0,0,0,0,-338.5086002080739,-338.5086002080739,development
2021-03-08,6256.4092,0.8628991695368176,1,0,0,0,-113.13897123928274,-113.13897123928274,development
2021-03-09,6108.0027,0.7817838170508383,0,0,0,0,-146.69440450332027,-146.69440450332027,development
2021-03-10,6062.2552,0.5680441406062064,0,1,0,0,258.71212722974104,258.71212722974104,development
2021-03-11,6213.8319,0.3685516481935129,0,0,0,0,-62.88372776126039,-62.88372776126039,development
2021-03-12,6222.3802,0.37330226433301505,0,0,0,0,-26.21078213438932,-26.21078213438932,development
2021-03-15,6173.8721,0.5148196275705759,0,0,0,0,7.811279942895322,7.811279942895322,development
2021-03-16,6195.2438,0.3996567810415327,0,0,0,0,81.38047629624,81.38047629624,development
2021-03-17,6225.3588,0.34418480119616385,0,0,0,0,-57.67723587835505,-57.67723587835505,development
2021-03-18,6273.8556,0.3789027502275565,0,0,0,0,22.07867720148471,22.07867720148471,development
2021-03-19,6206.6023,0.4599995754206652,0,0,0,0,159.52599381951592,159.52599381951592,development
2021-03-22,6305.6919,0.3299412439931098,0,0,0,0,-202.3910886341862,-202.3910886341862,development
2021-03-23,6219.1666,0.5970046598501804,0,0,0,0,-99.41681912389977,-99.41681912389977,development
2021-03-24,6142.5439,0.5399291949303298,0,0,0,0,75.1021058676904,75.1021058676904,development
2021-03-25,6157.4072,0.3878997541763308,0,1,0,0,170.60520319502447,170.60520319502447,development
2021-03-26,6251.7941,0.34175946393181783,0,0,0,0,-48.69107789940874,-48.69107789940874,development
2021-03-29,6254.9426,0.33484427634999275,0,0,0,0,61.265625226631926,61.265625226631926,development
2021-03-30,6280.359,0.3356195860613209,0,0,0,0,-29.122945743151885,-29.122945743151885,development
2021-03-31,6254.0695,0.365186253004665,0,0,0,0,91.29066165703969,91.29066165703969,development
2021-04-01,6311.6644,0.34567038235855957,0,0,0,0,46.4417627827296,46.4417627827296,development
2021-04-02,6326.6059,0.33102574220419073,0,0,0,0,7.070716764405738,7.070716764405738,development
2021-04-06,6343.0962,0.33245681413591727,0,0,0,0,-27.48182734247484,-27.48182734247484,development
2021-04-07,6348.0761,0.33943943584096103,0,0,0,0,19.52225466448354,19.52225466448354,development
2021-04-08,6356.7526,0.39081796198309215,0,0,0,0,-31.559316063367593,-31.559316063367593,development
2021-04-09,6335.2393,0.35066013595005047,0,0,0,0,-181.8760363894989,-181.8760363894989,development
2021-04-12,6226.4182,0.7473856499501642,0,0,0,0,-5.773705803698848,-5.773705803698848,development
2021-04-13,6209.7801,0.3786775767458164,0,0,0,0,91.82234637748144,91.82234637748144,development
2021-04-14,6277.2111,0.3805104999794947,0,0,0,0,32.30316308211245,32.30316308211245,development
2021-04-15,6276.4609,0.37006293383802674,0,0,0,0,76.14442049455717,76.14442049455717,development
2021-04-16,6339.5906,0.3744506926731458,0,0,0,0,139.01695461495888,139.01695461495888,development
2021-04-19,6425.2606,0.3691541658785741,0,0,0,0,-36.542184196123316,-36.542184196123316,development
2021-04-20,6428.5411,0.37086362991021715,0,0,0,0,75.06247271750644,75.06247271750644,development
2021-04-21,6420.2587,0.39781339220163714,0,0,0,0,1.9119268810641188,1.9119268810641188,development
2021-04-22,6445.4657,0.36549279415587826,0,0,0,0,53.965887169751255,53.965887169751255,development
2021-04-23,6462.7558,0.37747161579779476,0,0,0,0,-70.50090273598487,-70.50090273598487,development
2021-04-26,6442.6451,0.6170811935708979,0,0,0,0,-2.3535213841052727,-2.3535213841052727,development
2021-04-27,6446.2822,0.4157658517728824,0,0,0,0,97.22654815706333,97.22654815706333,development
2021-04-28,6489.7441,0.37799055201848264,0,0,0,0,-38.93823827244791,-38.93823827244791,development
2021-04-29,6491.9281,0.38523769875096486,0,0,0,0,51.385296950114956,51.385296950114956,development
