signal_key,signal_label,run_id,start_date,end_date,run_length_trading_days,phase,raw_h1_mean_bp,directional_h1_mean_bp
plus_entry,零段向上（0→+1）,70,2024-12-27,2024-12-27,1,Validation,-3.786044017249912,-3.786044017249912
plus_entry,零段向上（0→+1）,71,2025-01-14,2025-01-14,1,Test,307.420811778345,307.420811778345
plus_entry,零段向上（0→+1）,72,2025-02-06,2025-02-06,1,Test,255.7897402556475,255.7897402556475
plus_entry,零段向上（0→+1）,73,2025-05-30,2025-05-30,1,Test,-89.56766187459664,-89.56766187459664
plus_entry,零段向上（0→+1）,74,2025-06-27,2025-06-27,1,Test,46.5771274197313,46.5771274197313
plus_entry,零段向上（0→+1）,75,2025-08-12,2025-08-12,1,Test,47.53580817451919,47.53580817451919
plus_entry,零段向上（0→+1）,76,2025-09-08,2025-09-08,1,Test,46.95869541144759,46.95869541144759
plus_entry,零段向上（0→+1）,77,2025-09-23,2025-09-23,1,Test,-138.84260439932515,-138.84260439932515
plus_entry,零段向上（0→+1）,78,2025-10-22,2025-10-22,1,Test,-36.935010896107514,-36.935010896107514
plus_entry,零段向上（0→+1）,79,2025-11-06,2025-11-06,1,Test,88.49684708928108,88.49684708928108
plus_entry,零段向上（0→+1）,80,2025-12-15,2025-12-15,1,Test,-27.678481721346017,-27.678481721346017
plus_entry,零段向上（0→+1）,81,2026-01-29,2026-01-29,1,Test,-168.93837611151042,-168.93837611151042
plus_entry,零段向上（0→+1）,82,2026-03-26,2026-03-26,1,Test,-280.8071168065418,-280.8071168065418
plus_entry,零段向上（0→+1）,83,2026-04-15,2026-04-15,1,Test,-94.11601570585626,-94.11601570585626
plus_entry,零段向上（0→+1）,84,2026-05-25,2026-05-25,1,Test,39.655747831721655,39.655747831721655
plus_entry,零段向上（0→+1）,85,2026-06-18,2026-06-18,1,Test,138.7175578060451,138.7175578060451
