month,days,raw_return_pct,adjusted_return_pct,index_return_pct,raw_active_days,adjusted_active_days,adjusted_winning_days,adjusted_excess_pct
2026-01,20,13.170461104712139,9.83190600101374,9.81182354289011,17,14,10,0.020082458123630076
2026-02,14,0.0,1.73615536066925,3.7410862930888205,0,3,2,-2.0049309324195708
2026-03,22,4.015301850036839,7.4513179648345504,-9.65064898201567,9,10,6,17.10196694685022
2026-04,21,5.2756329809413,3.6546178648129097,8.533479934829808,10,12,7,-4.878862070016899
2026-05,18,1.13312792876296,-0.9820009967485794,-0.7056348498379411,9,11,5,-0.2763661469106383
2026-06,21,-0.08873592923403992,3.8409112221546997,8.2835737337619,9,16,10,-4.4426625116072
2026-07,23,-0.4882855355597288,10.63259644899621,-18.836582807620246,17,10,6,29.469179256616457
2026-08,15,-0.13358646777945,-0.6871655229434402,5.426043323986589,1,6,3,-6.1132088469300285
