date,target_date,open,close,target_return,target_bp,phase,up_score,up_predicted,up_actual_extreme,up_score_excess,down_score,down_predicted,down_actual_extreme,down_score_excess,conflict,marker
2021-08-05,2021-08-06,6920.9393,6911.8292,0.0011679484026105857,11.679484026105857,Development,0.49504716078332156,0,0,-0.31846431458659596,0.5356795689588856,0,0,-0.14753526092925573,0,none
2021-08-06,2021-08-09,6929.0226,6938.8679,-0.002121626793366249,-21.216267933662493,Development,0.5201718992472381,0,0,-0.29333957612267947,0.5215551020873713,0,0,-0.16165972780076998,0,none
2021-08-09,2021-08-10,6914.3218,6979.5256,0.008172009003110103,81.72009003110104,Development,0.5021993999750447,0,0,-0.3113120753948728,0.5089520197878168,0,0,-0.17426281010032452,0,none
2021-08-10,2021-08-11,6970.8257,7019.2284,0.0077383659155327855,77.38365915532785,Development,0.5017891609441586,0,0,-0.31172231442575893,0.49141009922882095,0,0,-0.19180473065932035,0,none
2021-08-11,2021-08-12,7024.7685,7073.5219,0.004939493735629963,49.39493735629963,Development,0.45842171033375834,0,0,-0.3550897650361592,0.2615633616703911,0,0,-0.4216514682177502,0,none
2021-08-12,2021-08-13,7059.4673,7095.2024,0.0015587295092365228,15.587295092365228,Development,0.4649610139044726,0,0,-0.34855046146544494,0.22183505347041216,0,0,-0.46137977641772915,0,none
2021-08-13,2021-08-16,7070.4711,7088.8876,0.0024197963272913903,24.197963272913903,Development,0.4896357431559328,0,0,-0.32387573221398475,0.2609340970483672,0,0,-0.42228073283977413,0,none
2021-08-16,2021-08-17,7087.5802,7052.4876,-0.005901238338015591,-59.01238338015591,Development,0.5039562580078032,0,0,-0.30955521736211433,0.2744858210458798,0,0,-0.4087290088422615,0,none
2021-08-17,2021-08-18,7045.7547,6894.4042,-0.02306188718151092,-230.6188718151092,Development,0.5073304603255826,0,0,-0.3061810150443349,0.28782460431434864,0,1,-0.39539022557379266,0,none
2021-08-18,2021-08-19,6883.2663,6941.008,0.004974818423050031,49.748184230500314,Development,0.9064411630150389,1,0,0.09292968764512133,0.3105535765882427,0,0,-0.37266125329989863,0,up
2021-08-19,2021-08-20,6917.5093,6947.0564,-0.00036017298885304694,-3.6017298885304694,Development,0.5324069860033311,0,0,-0.2811044893665864,0.38200112714599455,0,0,-0.30121370274214676,0,none
2021-08-20,2021-08-23,6915.0178,6920.0248,0.004962315498305836,49.623154983058356,Development,0.5611904208040649,0,0,-0.25232105456585263,0.41248834723578337,0,0,-0.27072648265235794,0,none
2021-08-23,2021-08-24,6949.3323,7024.5647,0.011845137985414755,118.45137985414755,Development,0.5879962800174688,0,0,-0.22551519535244868,0.4044806049742096,0,0,-0.2787342249139317,0,none
2021-08-24,2021-08-25,7031.6481,7090.7817,0.008603786642849665,86.03786642849664,Development,0.5031754718488181,0,0,-0.31033600352109947,0.374840168176506,0,0,-0.3083746617116353,0,none
2021-08-25,2021-08-26,7092.1469,7153.0043,0.008373134515868408,83.73134515868408,Development,0.49511029648405763,0,0,-0.3184011788858599,0.39204234035298313,0,0,-0.2911724895351582,0,none
2021-08-26,2021-08-27,7151.5304,7118.8442,-0.0076732946559242565,-76.73294655924256,Development,0.46003758519177224,0,0,-0.3534738901781453,0.3925800229379047,0,0,-0.2906348069502366,0,none
2021-08-27,2021-08-30,7096.6546,7180.1088,0.01493262755101532,149.3262755101532,Development,0.4885621815750042,0,0,-0.32494929379491333,0.39905371149594515,0,0,-0.28416111839219615,0,none
2021-08-30,2021-08-31,7202.6263,7226.8823,-1.4217036360730795e-05,-0.14217036360730795,Development,0.46589049227622925,0,0,-0.3476209830936883,0.4597758685965377,0,0,-0.22343896129160362,0,none
2021-08-31,2021-09-01,7202.5239,7255.3418,0.009511929561247356,95.11929561247356,Development,0.5191198863390858,0,0,-0.29439158903083174,0.43086327516159445,0,0,-0.25235155472654686,0,none
2021-09-01,2021-09-02,7271.0338,7193.1,-0.013565457500692713,-135.65457500692713,Development,0.4382414132019283,0,0,-0.37527006216798925,0.4105678270294668,0,0,-0.2726470028586745,0,none
2021-09-02,2021-09-03,7172.3989,7307.0084,0.022767361698190047,227.67361698190047,Development,0.7814816936215563,0,1,-0.03202978174836124,0.34853793038262165,0,0,-0.33467689950551965,0,none
2021-09-03,2021-09-06,7335.6955,7278.6809,-0.005225762165291692,-52.25762165291692,Development,0.448265936511531,0,0,-0.3652455388583865,0.4104532477819252,0,0,-0.2727615821062161,0,none
2021-09-06,2021-09-07,7297.3609,7355.4013,0.008636272875033546,86.36272875033546,Development,0.7628177432343556,0,0,-0.05069373213556194,0.42250507720598984,0,0,-0.26070975268215146,0,none
2021-09-07,2021-09-08,7360.3829,7498.9255,0.018470710266988988,184.70710266988988,Development,0.44160962780620944,0,1,-0.3719018475637081,0.4389426471583955,0,0,-0.24427218272974582,0,none
2021-09-08,2021-09-09,7496.3344,7544.0411,0.005155479723530032,51.55479723530032,Development,0.4205642415990845,0,0,-0.392947233770833,0.44725194673997987,0,0,-0.23596288314816144,0,none
2021-09-09,2021-09-10,7534.9816,7617.4505,0.010434318777898577,104.34318777898577,Development,0.42011419507075354,0,0,-0.393397280299164,0.4416031741548214,0,0,-0.24161165573331989,0,none
2021-09-10,2021-09-13,7613.604,7607.6749,-8.353468344379777e-06,-0.08353468344379777,Development,0.39770381332001714,0,0,-0.4158076620499004,0.4532620291497046,0,0,-0.2299528007384367,0,none
2021-09-13,2021-09-14,7613.5404,7648.7481,0.002255836194157368,22.55836194157368,Development,0.5142975237367065,0,0,-0.2992139516332111,0.4153853218495338,0,0,-0.2678295080386075,0,none
2021-09-14,2021-09-15,7630.7153,7556.6157,-0.0125105178540732,-125.105178540732,Development,0.3921533319870553,0,0,-0.4213581433828622,0.4466025214281207,0,0,-0.23661230846002063,0,none
2021-09-15,2021-09-16,7535.2511,7592.3059,0.010833109463332935,108.33109463332934,Development,0.8781726710356916,1,0,0.06466119566577411,0.4508032863049291,0,0,-0.2324115435832122,0,up
2021-09-16,2021-09-17,7616.8813,7446.9353,-0.025611046347801092,-256.1104634780109,Development,0.5735797590301267,0,0,-0.23993171633979082,0.553286375002894,0,1,-0.1299284548852473,0,none
2021-09-17,2021-09-22,7421.805,7395.5645,-0.015727508335236617,-157.27508335236618,Development,0.9039200318353697,1,0,0.0904085564654522,0.5090754002348589,0,0,-0.17413942965328244,0,up
2021-09-22,2021-09-23,7305.0785,7453.6247,0.028371029825347005,283.71029825347006,Development,0.659209234975375,0,1,-0.15430224039454254,0.603067693198701,0,0,-0.08014713668944029,0,none
2021-09-23,2021-09-24,7512.3311,7502.8391,-0.0028974495013938117,-28.974495013938117,Development,0.45733070627152406,0,0,-0.35618076909839347,0.7438588412872539,1,0,0.060644011399112574,0,down
2021-09-24,2021-09-27,7490.5645,7380.3843,-0.012089849837085054,-120.89849837085053,Development,0.5186427689167619,0,0,-0.29486870645315566,0.47831919984821936,0,0,-0.20489563003992195,0,none
2021-09-27,2021-09-28,7400.0047,7170.5899,-0.03261949279572762,-326.1949279572762,Development,0.7860133949516148,0,0,-0.027498080418302706,0.48427066674856534,0,1,-0.19894416313957597,0,none
2021-09-28,2021-09-29,7158.6203,7198.8966,-0.002215398964518278,-22.153989645182783,Development,0.8545386051078536,1,0,0.0410271297379361,0.5164033637377082,0,0,-0.16681146615043307,0,up
2021-09-29,2021-09-30,7142.7611,7010.2192,-0.015129639433131836,-151.29639433131837,Development,0.4993217520426,0,0,-0.31418972332731754,0.543077682199215,0,0,-0.14013714768892627,0,none
2021-09-30,2021-10-08,7034.6937,7103.6076,0.02225138814501615,222.51388145016148,Development,0.837230671160484,1,1,0.023719195790566472,0.5357885210742387,0,0,-0.14742630881390262,0,up
2021-10-08,2021-10-11,7191.2254,7091.3356,-0.012284888191656518,-122.84888191656518,Development,0.4837833084144045,0,0,-0.32972816695551305,0.5389728052647077,0,0,-0.1442420246234336,0,none
2021-10-11,2021-10-12,7102.882,7090.4673,-0.004720675354032311,-47.206753540323106,Development,0.616514539604891,0,0,-0.19699693576502653,0.49807217749756766,0,0,-0.18514265239057365,0,none
2021-10-12,2021-10-13,7069.3516,6952.1903,-0.01578962347834001,-157.8962347834001,Development,0.4657475030334785,0,0,-0.347763972336439,0.505048668670802,0,0,-0.1781661612173393,0,none
2021-10-13,2021-10-14,6957.7292,6981.5947,0.0018565971207962217,18.565971207962217,Development,0.7409675706218916,0,0,-0.07254390474802597,0.4815963115875558,0,0,-0.20161851830058553,0,none
2021-10-14,2021-10-15,6970.6469,7008.3326,0.0036543236754682518,36.54323675468252,Development,0.4327972150347138,0,0,-0.3807142603352037,0.4792743117334735,0,0,-0.2039405181546678,0,none
2021-10-15,2021-10-18,6996.1199,7024.1596,0.0044339148618650626,44.339148618650626,Development,0.4712104303809284,0,0,-0.3423010449889891,0.48713184513444824,0,0,-0.19608298475369307,0,none
2021-10-18,2021-10-19,7027.1401,7068.1048,0.004786399519770557,47.86399519770556,Development,0.4089057683382218,0,0,-0.40460570703169574,0.4834311783879711,0,0,-0.1997836515001702,0,none
2021-10-19,2021-10-20,7060.7748,7120.3794,0.003003962114752623,30.03962114752623,Development,0.3957497571038853,0,0,-0.4177617182660322,0.4611890213260883,0,0,-0.222025808562053,0,none
2021-10-20,2021-10-21,7081.9851,7118.7959,0.006445932793617493,64.45932793617493,Development,0.4017213182584767,0,0,-0.41179015711144085,0.40761947337253757,0,0,-0.27559535651560374,0,none
2021-10-21,2021-10-22,7127.6351,7098.2542,-0.005401539144449297,-54.01539144449296,Development,0.45811859287267387,0,0,-0.35539288249724366,0.40635988742267726,0,0,-0.27685494246546405,0,none
2021-10-22,2021-10-25,7089.1349,7026.0676,-0.00989013483154344,-98.9013483154344,Development,0.44029179487897385,0,0,-0.3732196804909437,0.47350450038875813,0,0,-0.20971032949938317,0,none
2021-10-25,2021-10-26,7019.0224,7103.9856,0.014395708439397525,143.95708439397526,Development,0.5663329629287333,0,0,-0.24717851244118427,0.4855857428888573,0,0,-0.197629086999284,0,none
2021-10-26,2021-10-27,7120.0662,7102.4335,-0.0037840097610328804,-37.840097610328804,Development,0.3715622040247656,0,0,-0.44194927134515194,0.4869057785349402,0,0,-0.1963090513532011,0,none
2021-10-27,2021-10-28,7093.1238,7048.604,-0.009421814969590714,-94.21814969590714,Development,0.40160206680378885,0,0,-0.4119094085661287,0.49093425924252515,0,0,-0.19228057064561616,0,none
2021-10-28,2021-10-29,7026.2937,6950.2768,-0.010026110921039333,-100.26110921039333,Development,0.48496111603819575,0,0,-0.3285503593317218,0.46972418986834424,0,0,-0.21349064001979706,0,none
2021-10-29,2021-11-01,6955.8473,7022.4992,0.007076348556415146,70.76348556415147,Development,0.7162876071321242,0,0,-0.09722386823779328,0.483425233624433,0,0,-0.1997895962637083,0,none
2021-11-01,2021-11-02,7005.0693,7060.756,0.007984631929337294,79.84631929337294,Development,0.364320076394427,0,0,-0.44919139897549054,0.5920868257869787,0,0,-0.09112800410116262,0,none
2021-11-02,2021-11-03,7061.0022,6985.0998,-0.01217089268149496,-121.7089268149496,Development,0.45026430392786937,0,0,-0.36324717144204816,0.5952704135964779,0,0,-0.08794441629166339,0,none
2021-11-03,2021-11-04,6975.0635,7017.8541,0.008155223246354648,81.55223246354649,Development,0.7364780650516759,0,0,-0.07703341031824162,0.5944310123597594,0,0,-0.08878381752838194,0,none
2021-11-04,2021-11-05,7031.9467,7073.8522,0.0055655143119897055,55.655143119897055,Development,0.4125250323968219,0,0,-0.4009864429730956,0.6143905192420775,0,0,-0.06882431064606376,0,none
2021-11-05,2021-11-08,7071.0831,6991.9077,-0.011962382396552451,-119.62382396552451,Development,0.35638175868759914,0,0,-0.4571297166823184,0.6002987392235056,0,0,-0.08291609066463568,0,none
2021-11-08,2021-11-09,6986.4961,7026.9715,0.007310846419852579,73.1084641985258,Development,0.5556415605609523,0,0,-0.25786991480896526,0.5782312671650907,0,0,-0.10498356272305065,0,none
2021-11-09,2021-11-10,7037.5733,7081.7539,0.003419133126471241,34.19133126471241,Development,0.3642024399401025,0,0,-0.44930903542981504,0.578985554102285,0,0,-0.10422927578585628,0,none
2021-11-10,2021-11-11,7061.6357,7062.3313,-0.0018088160509327489,-18.088160509327487,Development,0.3743598957250476,0,0,-0.43915157964486995,0.5754893023640847,0,0,-0.10772552752405662,0,none
2021-11-11,2021-11-12,7048.8625,7119.8589,0.009949122996795623,99.49122996795623,Development,0.3746006715305871,0,0,-0.4389108038393304,0.5471031095498011,0,0,-0.13611172033834018,0,none
