date,target_date,open,high,low,close,volume,amount,prev_close,phase,target_return,target_bp,score,score_threshold,score_excess,predicted,actual_extreme,correct,direction_correct,signed_return_bp,indicator_1,indicator_2,indicator_3,indicator_4,prediction_label
2020-08-04,2020-08-05,6758.4937,6764.9049,6672.894,6697.7071,20947893600.0,245084781553.8,6739.8085,Development,-0.009145040706333707,-91.45040706333707,0.392040721351182,0.8135114753699175,-0.4214707540187355,0,0,0,0,-91.45040706333707,0.3905359577478232,0.44332599568263736,0.4265875063494799,0.2579872845556125,
2020-08-05,2020-08-06,6696.687,6790.008,6653.2772,6772.8422,18484381600.0,217994170977.7,6697.7071,Development,0.012489683331474266,124.89683331474266,0.6200094865854541,0.8135114753699175,-0.19350198878446345,0,0,0,0,124.89683331474266,0.608914820457305,0.5806153185939549,0.6267516255263917,0.7032550050491049,
2020-08-06,2020-08-07,6780.3265,6792.2759,6656.2782,6770.3016,20522984200.0,240928921871.6,6772.8422,Development,-0.005462244332924193,-54.62244332924193,0.43679125182396444,0.8135114753699175,-0.3767202235459531,0,0,0,0,-54.62244332924193,0.42515268699898584,0.4580063585550439,0.48573712849192646,0.3570961848792073,
2020-08-07,2020-08-10,6743.2907,6755.528,6578.6672,6688.8822,19812821400.0,227976663621.9,6770.3016,Development,-0.01137880649280032,-113.7880649280032,0.40184875824035593,0.8135114753699175,-0.4116627171295616,0,0,0,0,-113.7880649280032,0.38059738363202666,0.4011067684761503,0.4449240942888568,0.38907782430372667,
2020-08-10,2020-08-11,6666.5601,6768.866,6651.7421,6725.2956,17535322700.0,210390907232.4,6688.8822,Development,0.009181511766465533,91.81511766465533,0.5810666424302735,0.8135114753699175,-0.23244483293964402,0,0,0,0,91.81511766465533,0.6093085323847198,0.5671936801866186,0.5462483019169415,0.5932055284093023,
2020-08-11,2020-08-12,6727.7692,6756.8451,6594.9793,6600.8472,18084577100.0,203427777772.4,6725.2956,Development,-0.02196320884491698,-219.63208844916983,0.4912383317414197,0.8135114753699175,-0.32227314362849785,0,0,0,0,-219.63208844916983,0.48082223092440773,0.47910058001296363,0.4450472236969857,0.5981263850634649,
2020-08-12,2020-08-13,6580.0058,6599.6573,6395.006,6528.3999,17788904500.0,197969436424.9,6600.8472,Development,-0.004200041890540573,-42.00041890540574,0.8167855579696849,0.8135114753699175,0.0032740825997673584,1,0,0,0,-42.00041890540574,0.8817090505670989,0.8483863920185429,0.6341683372131691,0.8746203551548878,预测大涨
2020-08-13,2020-08-14,6552.3695,6592.1163,6518.4229,6552.6567,16206051500.0,166812245236.6,6528.3999,Development,-0.0014904989714026318,-14.904989714026318,0.560120733537586,0.8135114753699175,-0.25339074183233157,0,0,0,0,-14.904989714026318,0.5505768889473612,0.6163212786762131,0.5158917382979593,0.5428653177537025,
2020-08-14,2020-08-17,6542.6032,6629.5058,6506.0266,6623.5633,15687598800.0,161300612455.5,6552.6567,Development,0.01588642881475688,158.8642881475688,0.4643470388226376,0.8135114753699175,-0.3491644365472799,0,0,0,0,158.8642881475688,0.39816509870909067,0.4786501714571988,0.5068181965386427,0.5215553375939355,
2020-08-17,2020-08-18,6646.5418,6752.3176,6614.1849,6744.5468,20140735700.0,207540650739.4,6623.5633,Development,0.0152055163483662,152.055163483662,0.3799001284381389,0.8135114753699175,-0.4336113469317786,0,0,0,0,152.055163483662,0.3701306159203857,0.4226544162207704,0.4070948048815368,0.2884476588090873,
