Year,Split,Short_N,Short_Mean,Short_Med,Short_Max,Short_Min,Long_N,Long_Mean,Long_Med,Long_Max,Long_Min
2018,[Train],14,1.034870402547495,0.6938703134804349,7.41501128709858,-4.324391288160189,14,-0.6771724374690378,-0.569311536172215,5.83575412470565,-5.55308119809274
2019,[Train],14,1.8567913983622304,1.2816933212102501,14.74425659562325,-2.96887009805031,8,6.260291429493391,3.4424289882903496,22.79621393637675,-0.02568093892421
2020,[Train],18,-0.10124373504953219,0.20570250895286998,5.05550797217158,-3.18908731849041,14,1.661864241918337,-0.602750360092935,17.72666473438371,-4.67140165860079
2021,[Train],18,0.08778003136922728,0.050972606131995016,4.1338554683037705,-3.10644753683266,20,0.3826534332987924,0.589602276239345,3.10831251742281,-2.90165791597708
2022,[Train],14,1.727978426283334,1.37769674976371,12.33087197864238,-2.8563298962674,17,0.306348243637507,-0.43466552502756,5.73560907535709,-4.21906066553489
2023,[Val],16,0.1182534593663831,-0.222393113913685,3.1665782789936396,-2.0573547957449803,11,0.23553718963265727,0.39384864759684995,3.57850855642238,-1.9174571050076399
2024,[Val],14,1.4808671136631157,1.2161563503124149,8.21298636322683,-3.84186872329765,16,2.2174553356405657,0.6603549057864999,30.72316079714077,-5.8495684226719895
2025,[Test],13,0.8798364332818623,0.5166898373625101,10.44439163891781,-2.85134661735301,14,3.04824056396074,2.335070344761665,10.7604643134164,-1.87146426458847
2026,[Test],10,2.027277883003852,1.0716919634645201,9.92767202436011,-2.46192731464978,10,0.691497176432813,0.6275888142848949,5.3625355356226905,-3.66279852182058
