series,run_id,state,start_date,end_date,year,phase,holding_days,segment_return,return_available,source_detail,zero_transfer_days,aligned_segment_return,is_directional
仅零段反转（0→-1/0→+1）,193,0,2021-08-23,2021-08-26,2021,Train,4,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,194,-1,2021-08-27,2021-08-30,2021,Train,2,-0.01491841051465459,True,0转-1持有,2,-0.01491841051465459,True
仅零段反转（0→-1/0→+1）,195,0,2021-08-31,2021-08-31,2021,Train,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,196,1,2021-09-01,2021-09-15,2021,Train,11,0.04724299801072951,True,基础+1,0,0.04724299801072951,True
仅零段反转（0→-1/0→+1）,197,-1,2021-09-16,2021-09-17,2021,Train,2,0.04133855468303771,True,0转-1持有,2,0.04133855468303771,True
仅零段反转（0→-1/0→+1）,198,0,2021-09-22,2021-09-27,2021,Train,4,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,199,-1,2021-09-28,2021-11-01,2021,Train,20,0.012774627892898294,True,基础-1；0转-1持有,8,0.012774627892898294,True
仅零段反转（0→-1/0→+1）,200,0,2021-11-02,2021-11-03,2021,Train,2,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,201,1,2021-11-04,2021-11-11,2021,Train,6,0.012473418407623948,True,0转+1持有,6,0.012473418407623948,True
仅零段反转（0→-1/0→+1）,202,0,2021-11-12,2021-11-17,2021,Train,4,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,203,-1,2021-11-18,2021-11-18,2021,Train,1,0.0036255308347789006,True,0转-1持有,1,0.0036255308347789006,True
仅零段反转（0→-1/0→+1）,204,0,2021-11-19,2021-11-19,2021,Train,1,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,205,1,2021-11-22,2021-11-24,2021,Train,3,0.011874564433141943,True,0转+1持有,3,0.011874564433141943,True
仅零段反转（0→-1/0→+1）,206,0,2021-11-25,2021-12-06,2021,Train,8,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,207,-1,2021-12-07,2021-12-09,2021,Train,3,-0.0017036432099046817,True,0转-1持有,3,-0.0017036432099046817,True
仅零段反转（0→-1/0→+1）,208,1,2021-12-10,2021-12-16,2021,Train,5,0.012973660386610297,True,0转+1持有,5,0.012973660386610297,True
仅零段反转（0→-1/0→+1）,209,0,2021-12-17,2021-12-17,2021,Train,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,210,-1,2021-12-20,2021-12-24,2021,Train,5,0.002723095332544556,True,0转-1持有,5,0.002723095332544556,True
仅零段反转（0→-1/0→+1）,211,0,2021-12-27,2021-12-28,2021,Train,2,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,212,1,2021-12-29,2022-01-04,2021,Train,4,0.009454148650552274,True,0转+1持有,4,0.009454148650552274,True
仅零段反转（0→-1/0→+1）,213,-1,2022-01-05,2022-01-18,2022,Train,10,0.026938197225933602,True,0转-1持有；基础-1,2,0.026938197225933602,True
仅零段反转（0→-1/0→+1）,214,0,2022-01-19,2022-01-20,2022,Train,2,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,215,-1,2022-01-21,2022-01-27,2022,Train,5,0.05007350031420521,True,基础-1,0,0.05007350031420521,True
仅零段反转（0→-1/0→+1）,216,0,2022-01-28,2022-02-15,2022,Train,8,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,217,-1,2022-02-16,2022-02-17,2022,Train,2,0.006601694443018724,True,0转-1持有,2,0.006601694443018724,True
仅零段反转（0→-1/0→+1）,218,0,2022-02-18,2022-02-24,2022,Train,5,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,219,-1,2022-02-25,2022-03-07,2022,Train,7,0.022682296066382612,True,0转-1持有,7,0.022682296066382612,True
仅零段反转（0→-1/0→+1）,220,0,2022-03-08,2022-03-09,2022,Train,2,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,221,-1,2022-03-10,2022-03-17,2022,Train,6,0.026363580179647017,True,基础-1,0,0.026363580179647017,True
仅零段反转（0→-1/0→+1）,222,1,2022-03-18,2022-03-18,2022,Train,1,0.01457448592489996,True,0转+1持有,1,0.01457448592489996,True
仅零段反转（0→-1/0→+1）,223,0,2022-03-21,2022-03-22,2022,Train,2,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,224,1,2022-03-23,2022-03-23,2022,Train,1,0.0004174418196742913,True,0转+1持有,1,0.0004174418196742913,True
仅零段反转（0→-1/0→+1）,225,0,2022-03-24,2022-03-31,2022,Train,6,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,226,-1,2022-04-01,2022-04-07,2022,Train,3,0.009735929992412018,True,0转-1持有,3,0.009735929992412018,True
仅零段反转（0→-1/0→+1）,227,0,2022-04-08,2022-04-08,2022,Train,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,228,1,2022-04-11,2022-04-12,2022,Train,2,-0.016940578780488047,True,0转+1持有,2,-0.016940578780488047,True
仅零段反转（0→-1/0→+1）,229,0,2022-04-13,2022-04-14,2022,Train,2,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,230,-1,2022-04-15,2022-04-28,2022,Train,10,0.106064665868697,True,0转-1持有；基础-1,2,0.106064665868697,True
仅零段反转（0→-1/0→+1）,231,1,2022-04-29,2022-05-09,2022,Train,4,0.013846385629216251,True,0转+1持有,4,0.013846385629216251,True
仅零段反转（0→-1/0→+1）,232,0,2022-05-10,2022-05-11,2022,Train,2,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,233,1,2022-05-12,2022-05-13,2022,Train,2,0.02311610067164338,True,0转+1持有,2,0.02311610067164338,True
仅零段反转（0→-1/0→+1）,234,0,2022-05-16,2022-05-20,2022,Train,5,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,235,1,2022-05-23,2022-05-25,2022,Train,3,-0.014916243915824134,True,0转+1持有,3,-0.014916243915824134,True
仅零段反转（0→-1/0→+1）,236,0,2022-05-26,2022-05-27,2022,Train,2,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,237,1,2022-05-30,2022-06-22,2022,Train,17,0.04555468658448447,True,基础+1,0,0.04555468658448447,True
仅零段反转（0→-1/0→+1）,238,0,2022-06-23,2022-06-23,2022,Train,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,239,1,2022-06-24,2022-07-07,2022,Train,10,0.027381765274179015,True,0转+1持有；基础+1,3,0.027381765274179015,True
仅零段反转（0→-1/0→+1）,240,0,2022-07-08,2022-07-15,2022,Train,6,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,241,-1,2022-07-18,2022-07-22,2022,Train,5,-0.013189772687074108,True,基础-1,0,-0.013189772687074108,True
仅零段反转（0→-1/0→+1）,242,0,2022-07-25,2022-07-25,2022,Train,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,243,1,2022-07-26,2022-07-26,2022,Train,1,0.010001187971141468,True,0转+1持有,1,0.010001187971141468,True
仅零段反转（0→-1/0→+1）,244,0,2022-07-27,2022-07-28,2022,Train,2,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,245,1,2022-07-29,2022-07-29,2022,Train,1,-0.009932682667076809,True,0转+1持有,1,-0.009932682667076809,True
仅零段反转（0→-1/0→+1）,246,0,2022-08-01,2022-08-02,2022,Train,2,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,247,-1,2022-08-03,2022-08-10,2022,Train,6,-0.028563298962674066,True,0转-1持有；基础-1,1,-0.028563298962674066,True
仅零段反转（0→-1/0→+1）,248,0,2022-08-11,2022-08-11,2022,Train,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,249,1,2022-08-12,2022-08-31,2022,Train,14,-0.042190606655348906,True,0转+1持有；基础+1,5,-0.042190606655348906,True
仅零段反转（0→-1/0→+1）,250,-1,2022-09-01,2022-09-05,2022,Train,3,-0.007359040911949499,True,0转-1持有,3,-0.007359040911949499,True
仅零段反转（0→-1/0→+1）,251,0,2022-09-06,2022-09-13,2022,Train,5,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,252,1,2022-09-14,2022-09-15,2022,Train,2,-0.01955296764206138,True,0转+1持有,2,-0.01955296764206138,True
仅零段反转（0→-1/0→+1）,253,0,2022-09-16,2022-09-16,2022,Train,1,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,254,-1,2022-09-19,2022-09-28,2022,Train,8,0.020733676418492886,True,基础-1,0,0.020733676418492886,True
仅零段反转（0→-1/0→+1）,255,0,2022-09-29,2022-09-29,2022,Train,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,256,1,2022-09-30,2022-10-17,2022,Train,7,0.04588275295787925,True,0转+1持有,7,0.04588275295787925,True
仅零段反转（0→-1/0→+1）,257,0,2022-10-18,2022-10-24,2022,Train,5,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,258,-1,2022-10-25,2022-10-26,2022,Train,2,-0.01946291553774726,True,0转-1持有,2,-0.01946291553774726,True
仅零段反转（0→-1/0→+1）,259,0,2022-10-27,2022-11-14,2022,Train,13,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,260,1,2022-11-15,2022-11-24,2022,Train,8,-0.004547719490155644,True,基础+1；0转+1持有,1,-0.004547719490155644,True
仅零段反转（0→-1/0→+1）,261,0,2022-11-25,2022-11-28,2022,Train,2,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,262,-1,2022-11-29,2022-12-05,2022,Train,5,-0.021517834652819312,True,基础-1,0,-0.021517834652819312,True
仅零段反转（0→-1/0→+1）,263,0,2022-12-06,2022-12-09,2022,Train,4,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,264,1,2022-12-12,2022-12-14,2022,Train,3,-0.014815244436398589,True,0转+1持有,3,-0.014815244436398589,True
仅零段反转（0→-1/0→+1）,265,-1,2022-12-15,2022-12-27,2022,Train,9,0.03628292750536832,True,基础-1,0,0.03628292750536832,True
仅零段反转（0→-1/0→+1）,266,1,2022-12-28,2022-12-28,2022,Train,1,-0.004346655250275666,True,0转+1持有,1,-0.004346655250275666,True
仅零段反转（0→-1/0→+1）,267,0,2022-12-29,2023-01-03,2022,Train,3,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,268,1,2023-01-04,2023-01-06,2023,Val,3,0.012705958907068604,True,0转+1持有,3,0.012705958907068604,True
仅零段反转（0→-1/0→+1）,269,0,2023-01-09,2023-01-13,2023,Val,5,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,270,1,2023-01-16,2023-02-16,2023,Val,19,0.035785085564223884,True,基础+1,0,0.035785085564223884,True
仅零段反转（0→-1/0→+1）,271,-1,2023-02-17,2023-02-20,2023,Val,2,-0.01043467568257872,True,0转-1持有,2,-0.01043467568257872,True
仅零段反转（0→-1/0→+1）,272,0,2023-02-21,2023-03-07,2023,Val,11,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,273,-1,2023-03-08,2023-03-09,2023,Val,2,0.001984567342074639,True,0转-1持有,2,0.001984567342074639,True
仅零段反转（0→-1/0→+1）,274,0,2023-03-10,2023-03-14,2023,Val,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,275,-1,2023-03-15,2023-03-22,2023,Val,6,-0.006934743739638094,True,基础-1,0,-0.006934743739638094,True
仅零段反转（0→-1/0→+1）,276,0,2023-03-23,2023-03-30,2023,Val,6,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,277,-1,2023-03-31,2023-04-03,2023,Val,2,-0.02057354795744981,True,0转-1持有,2,-0.02057354795744981,True
仅零段反转（0→-1/0→+1）,278,0,2023-04-04,2023-04-04,2023,Val,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,279,1,2023-04-06,2023-04-20,2023,Val,11,0.003938486475968506,True,基础+1,0,0.003938486475968506,True
仅零段反转（0→-1/0→+1）,280,0,2023-04-21,2023-04-21,2023,Val,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,281,-1,2023-04-24,2023-05-04,2023,Val,6,-0.0010475541067896943,True,0转-1持有；基础-1,1,-0.0010475541067896943,True
仅零段反转（0→-1/0→+1）,282,1,2023-05-05,2023-05-09,2023,Val,3,-0.01412883146154753,True,0转+1持有,3,-0.01412883146154753,True
仅零段反转（0→-1/0→+1）,283,0,2023-05-10,2023-05-10,2023,Val,1,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,284,-1,2023-05-11,2023-05-26,2023,Val,12,0.022404589497307947,True,基础-1,0,0.022404589497307947,True
仅零段反转（0→-1/0→+1）,285,0,2023-05-29,2023-05-29,2023,Val,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,286,-1,2023-05-30,2023-05-31,2023,Val,2,-0.0034003081714841787,True,0转-1持有,2,-0.0034003081714841787,True
仅零段反转（0→-1/0→+1）,287,0,2023-06-01,2023-06-07,2023,Val,5,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,288,-1,2023-06-08,2023-06-09,2023,Val,2,-0.0046734182406166225,True,0转-1持有,2,-0.0046734182406166225,True
仅零段反转（0→-1/0→+1）,289,0,2023-06-12,2023-06-13,2023,Val,2,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,290,1,2023-06-14,2023-06-28,2023,Val,9,-0.019174571050076472,True,0转+1持有；基础+1,4,-0.019174571050076472,True
仅零段反转（0→-1/0→+1）,291,0,2023-06-29,2023-07-10,2023,Val,8,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,292,-1,2023-07-11,2023-07-13,2023,Val,3,-0.010394491736468225,True,0转-1持有,3,-0.010394491736468225,True
仅零段反转（0→-1/0→+1）,293,0,2023-07-14,2023-08-14,2023,Val,22,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,294,-1,2023-08-15,2023-08-22,2023,Val,6,0.031815872055112604,True,基础-1,0,0.031815872055112604,True
仅零段反转（0→-1/0→+1）,295,0,2023-08-23,2023-09-01,2023,Val,8,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,296,-1,2023-09-04,2023-09-04,2023,Val,1,-0.00830559235468531,True,0转-1持有,1,-0.00830559235468531,True
仅零段反转（0→-1/0→+1）,297,0,2023-09-05,2023-09-05,2023,Val,1,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,298,1,2023-09-06,2023-09-08,2023,Val,3,-0.008328401361093363,True,0转+1持有,3,-0.008328401361093363,True
仅零段反转（0→-1/0→+1）,299,-1,2023-09-11,2023-09-12,2023,Val,2,-0.0073198975305280856,True,0转-1持有,2,-0.0073198975305280856,True
仅零段反转（0→-1/0→+1）,300,0,2023-09-13,2023-09-27,2023,Val,11,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,301,1,2023-09-28,2023-10-09,2023,Val,2,-0.003867787953439339,True,0转+1持有,2,-0.003867787953439339,True
仅零段反转（0→-1/0→+1）,302,0,2023-10-10,2023-10-11,2023,Val,2,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,303,-1,2023-10-12,2023-10-12,2023,Val,1,0.001799327531769368,True,0转-1持有,1,0.001799327531769368,True
仅零段反转（0→-1/0→+1）,304,0,2023-10-13,2023-10-18,2023,Val,4,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,305,-1,2023-10-19,2023-10-20,2023,Val,2,0.017580181073602485,True,0转-1持有,2,0.017580181073602485,True
仅零段反转（0→-1/0→+1）,306,0,2023-10-23,2023-10-26,2023,Val,4,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,307,1,2023-10-27,2023-11-02,2023,Val,5,0.014082716903809578,True,0转+1持有,5,0.014082716903809578,True
仅零段反转（0→-1/0→+1）,308,0,2023-11-03,2023-11-07,2023,Val,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,309,1,2023-11-08,2023-11-17,2023,Val,8,0.00597979466063947,True,基础+1,0,0.00597979466063947,True
仅零段反转（0→-1/0→+1）,310,0,2023-11-20,2023-11-21,2023,Val,2,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,311,1,2023-11-22,2023-11-28,2023,Val,5,-0.005923322915869722,True,基础+1,0,-0.005923322915869722,True
仅零段反转（0→-1/0→+1）,312,-1,2023-11-29,2023-11-30,2023,Val,2,0.008517224302964865,True,0转-1持有,2,0.008517224302964865,True
仅零段反转（0→-1/0→+1）,313,0,2023-12-01,2023-12-08,2023,Val,6,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,314,1,2023-12-11,2023-12-14,2023,Val,4,0.00483996308990875,True,0转+1持有,4,0.00483996308990875,True
仅零段反转（0→-1/0→+1）,315,0,2023-12-15,2023-12-19,2023,Val,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,316,-1,2023-12-20,2023-12-27,2023,Val,6,0.01944807930431669,True,基础-1,0,0.01944807930431669,True
仅零段反转（0→-1/0→+1）,317,0,2023-12-28,2024-01-03,2023,Val,4,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,318,1,2024-01-04,2024-01-10,2024,Val,5,-0.04573425745596038,True,0转+1持有,5,-0.04573425745596038,True
仅零段反转（0→-1/0→+1）,319,0,2024-01-11,2024-01-15,2024,Val,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,320,-1,2024-01-16,2024-01-24,2024,Val,7,0.04879343498194555,True,基础-1,0,0.04879343498194555,True
仅零段反转（0→-1/0→+1）,321,1,2024-01-25,2024-01-30,2024,Val,4,-0.02886153314380213,True,0转+1持有,4,-0.02886153314380213,True
仅零段反转（0→-1/0→+1）,322,-1,2024-01-31,2024-02-06,2024,Val,5,-0.010824634704631908,True,基础-1,0,-0.010824634704631908,True
仅零段反转（0→-1/0→+1）,323,0,2024-02-07,2024-02-07,2024,Val,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,324,1,2024-02-08,2024-03-07,2024,Val,15,0.031082147150973904,True,0转+1持有；基础+1,7,0.031082147150973904,True
仅零段反转（0→-1/0→+1）,325,0,2024-03-08,2024-03-12,2024,Val,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,326,1,2024-03-13,2024-03-19,2024,Val,5,0.00749282164112508,True,0转+1持有,5,0.00749282164112508,True
仅零段反转（0→-1/0→+1）,327,0,2024-03-20,2024-03-20,2024,Val,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,328,-1,2024-03-21,2024-03-22,2024,Val,2,0.02483212552181502,True,0转-1持有,2,0.02483212552181502,True
仅零段反转（0→-1/0→+1）,329,0,2024-03-25,2024-03-28,2024,Val,4,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,330,1,2024-03-29,2024-04-08,2024,Val,5,0.014418735996107879,True,0转+1持有,5,0.014418735996107879,True
仅零段反转（0→-1/0→+1）,331,0,2024-04-09,2024-04-18,2024,Val,8,0.0,True,零段同日冲突置0；基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,332,1,2024-04-19,2024-04-24,2024,Val,4,-0.015407914795081523,True,0转+1持有,4,-0.015407914795081523,True
仅零段反转（0→-1/0→+1）,333,0,2024-04-25,2024-04-26,2024,Val,2,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,334,1,2024-04-29,2024-05-15,2024,Val,10,0.017102780619705937,True,0转+1持有；基础+1,2,0.017102780619705937,True
仅零段反转（0→-1/0→+1）,335,0,2024-05-16,2024-05-16,2024,Val,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,336,1,2024-05-17,2024-05-22,2024,Val,4,0.005714276474605096,True,0转+1持有,4,0.005714276474605096,True
仅零段反转（0→-1/0→+1）,337,0,2024-05-23,2024-05-30,2024,Val,6,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,338,-1,2024-05-31,2024-06-06,2024,Val,5,0.011879266013087864,True,基础-1,0,0.011879266013087864,True
仅零段反转（0→-1/0→+1）,339,0,2024-06-07,2024-06-12,2024,Val,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,340,-1,2024-06-13,2024-06-14,2024,Val,2,0.00813010282343063,True,0转-1持有,2,0.00813010282343063,True
仅零段反转（0→-1/0→+1）,341,0,2024-06-17,2024-06-21,2024,Val,5,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,342,-1,2024-06-24,2024-07-02,2024,Val,7,0.02489976002377592,True,0转-1持有；基础-1,2,0.02489976002377592,True
仅零段反转（0→-1/0→+1）,343,0,2024-07-03,2024-07-04,2024,Val,2,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,344,-1,2024-07-05,2024-07-12,2024,Val,6,-0.01571471105065403,True,基础-1,0,-0.01571471105065403,True
仅零段反转（0→-1/0→+1）,345,0,2024-07-15,2024-07-23,2024,Val,7,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,346,-1,2024-07-24,2024-07-25,2024,Val,2,0.008798365397669206,True,0转-1持有,2,0.008798365397669206,True
仅零段反转（0→-1/0→+1）,347,0,2024-07-26,2024-07-26,2024,Val,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,348,1,2024-07-29,2024-08-01,2024,Val,4,0.017043030637233225,True,0转+1持有,4,0.017043030637233225,True
仅零段反转（0→-1/0→+1）,349,0,2024-08-02,2024-08-13,2024,Val,8,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,350,-1,2024-08-14,2024-08-15,2024,Val,2,0.005385798838210221,True,0转-1持有,2,0.005385798838210221,True
仅零段反转（0→-1/0→+1）,351,0,2024-08-16,2024-08-23,2024,Val,6,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,352,-1,2024-08-26,2024-08-27,2024,Val,2,0.012443860993160527,True,0转-1持有,2,0.012443860993160527,True
仅零段反转（0→-1/0→+1）,353,0,2024-08-28,2024-09-11,2024,Val,11,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,354,-1,2024-09-12,2024-09-13,2024,Val,2,0.015292590919911198,True,0转-1持有,2,0.015292590919911198,True
仅零段反转（0→-1/0→+1）,355,0,2024-09-18,2024-09-23,2024,Val,4,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,356,1,2024-09-24,2024-10-16,2024,Val,12,0.220148223472851,True,0转+1持有；基础+1,2,0.220148223472851,True
仅零段反转（0→-1/0→+1）,357,0,2024-10-17,2024-10-22,2024,Val,4,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,358,1,2024-10-23,2024-11-13,2024,Val,16,0.08535877843346962,True,0转+1持有；基础+1,3,0.08535877843346962,True
仅零段反转（0→-1/0→+1）,359,0,2024-11-14,2024-11-18,2024,Val,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,360,-1,2024-11-19,2024-11-21,2024,Val,3,-0.022583435420686637,True,0转-1持有,3,-0.022583435420686637,True
仅零段反转（0→-1/0→+1）,361,1,2024-11-22,2024-12-02,2024,Val,7,-0.0024174513296235656,True,0转+1持有,7,-0.0024174513296235656,True
仅零段反转（0→-1/0→+1）,362,0,2024-12-03,2024-12-05,2024,Val,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,363,-1,2024-12-06,2024-12-09,2024,Val,2,-0.03841868723297659,True,0转-1持有,2,-0.03841868723297659,True
仅零段反转（0→-1/0→+1）,364,0,2024-12-10,2024-12-10,2024,Val,1,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,365,1,2024-12-11,2024-12-13,2024,Val,3,0.0018220775958878166,True,0转+1持有,3,0.0018220775958878166,True
仅零段反转（0→-1/0→+1）,366,0,2024-12-16,2024-12-20,2024,Val,5,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,367,-1,2024-12-23,2024-12-25,2024,Val,3,0.014555238897926648,True,0转-1持有,3,0.014555238897926648,True
仅零段反转（0→-1/0→+1）,368,0,2024-12-26,2024-12-26,2024,Val,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,369,1,2024-12-27,2025-01-02,2024,Val,4,-0.05849568422671991,True,0转+1持有,4,-0.05849568422671991,True
仅零段反转（0→-1/0→+1）,370,0,2025-01-03,2025-01-13,2025,Test,7,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,371,1,2025-01-14,2025-01-17,2025,Test,4,0.04205943280417557,True,0转+1持有,4,0.04205943280417557,True
仅零段反转（0→-1/0→+1）,372,0,2025-01-20,2025-01-20,2025,Test,1,0.0,True,零段同日冲突置0,0,0.0,False
仅零段反转（0→-1/0→+1）,373,-1,2025-01-21,2025-01-22,2025,Test,2,-0.003559051782234257,True,0转-1持有,2,-0.003559051782234257,True
仅零段反转（0→-1/0→+1）,374,0,2025-01-23,2025-02-05,2025,Test,4,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,375,1,2025-02-06,2025-03-24,2025,Test,33,0.06520422228579958,True,0转+1持有；基础+1,2,0.06520422228579958,True
仅零段反转（0→-1/0→+1）,376,0,2025-03-25,2025-03-26,2025,Test,2,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,377,-1,2025-03-27,2025-03-28,2025,Test,2,0.007637177355242053,True,0转-1持有,2,0.007637177355242053,True
仅零段反转（0→-1/0→+1）,378,0,2025-03-31,2025-04-02,2025,Test,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,379,-1,2025-04-03,2025-04-08,2025,Test,3,0.10444391638917816,True,0转-1持有,3,0.10444391638917816,True
仅零段反转（0→-1/0→+1）,380,0,2025-04-09,2025-04-11,2025,Test,3,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,381,-1,2025-04-14,2025-04-15,2025,Test,2,0.00782019855879601,True,0转-1持有,2,0.00782019855879601,True
仅零段反转（0→-1/0→+1）,382,0,2025-04-16,2025-05-16,2025,Test,20,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,383,-1,2025-05-19,2025-05-20,2025,Test,2,-0.0038880529680398457,True,0转-1持有,2,-0.0038880529680398457,True
仅零段反转（0→-1/0→+1）,384,0,2025-05-21,2025-05-26,2025,Test,4,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,385,-1,2025-05-27,2025-05-28,2025,Test,2,0.005166898373625162,True,0转-1持有,2,0.005166898373625162,True
仅零段反转（0→-1/0→+1）,386,0,2025-05-29,2025-05-29,2025,Test,1,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,387,1,2025-05-30,2025-06-06,2025,Test,5,0.011961691230530036,True,0转+1持有,5,0.011961691230530036,True
仅零段反转（0→-1/0→+1）,388,0,2025-06-09,2025-06-13,2025,Test,5,0.0,True,基础0,0,0.0,False
仅零段反转（0→-1/0→+1）,389,-1,2025-06-16,2025-06-17,2025,Test,2,-0.0026927549813449136,True,0转-1持有,2,-0.0026927549813449136,True
