date,three_state,minus_exit_signal,plus_exit_signal,nonzero_final_three_state,close,o2o_h1,phase
2018-05-22,0,0,0,0,6092.9069,0.0023862186370313676,Development
2018-05-23,0,0,0,0,6013.8472,-0.010969890946737282,Development
2018-05-24,0,0,0,0,5992.6209,-0.005001778344305707,Development
2018-05-25,0,0,0,0,5917.7978,-0.012275941527624123,Development
2018-05-28,0,0,0,0,5891.2627,-0.004380675097936715,Development
2018-05-29,0,0,0,0,5835.4456,-0.021265849320542318,Development
2018-05-30,0,0,0,0,5682.5881,-0.006337672232187397,Development
2018-05-31,0,0,0,0,5754.4746,0.0012179388330926244,Development
2018-06-01,0,0,0,0,5685.1155,-0.0064482252511235405,Development
2018-06-04,0,0,0,0,5683.1486,-0.0020646868341953617,Development
2018-06-05,0,0,0,0,5779.0778,0.015753441644541066,Development
2018-06-06,0,0,0,0,5774.2575,0.0027285529847049794,Development
2018-06-07,0,0,0,0,5738.0176,-0.009439484426756906,Development
2018-06-08,0,0,0,0,5669.3031,-0.012943507536473109,Development
2018-06-11,0,0,0,0,5632.3566,-0.003411470149932261,Development
2018-06-12,0,0,0,0,5693.3461,0.0071760914220990735,Development
2018-06-13,0,0,0,0,5607.0173,-0.015538644968033033,Development
2018-06-14,0,0,0,0,5586.9314,-0.0013824355098644991,Development
2018-06-15,0,0,0,0,5483.9446,-0.033344124735376734,Development
2018-06-19,0,0,0,0,5141.7095,-0.05236981882599134,Development
2018-06-20,0,0,0,0,5198.3935,0.01604755891369547,Development
2018-06-21,0,0,0,0,5089.2522,-0.027653948963358266,Development
2018-06-22,0,0,0,0,5160.1228,0.028543122565035883,Development
2018-06-25,0,0,0,0,5125.0333,-0.026414121579095506,Development
2018-06-26,0,0,0,0,5160.2829,0.01981239453013206,Development
2018-06-27,0,0,0,0,5109.4975,-0.012038343352252179,Development
2018-06-28,0,0,0,0,5055.1093,-0.007144686327748451,Development
2018-06-29,0,0,0,0,5217.7643,0.030776916862844672,Development
2018-07-02,0,0,0,0,5138.7826,-0.015010102258579794,Development
2018-07-03,0,0,0,0,5197.1313,0.006352378513485357,Development
2018-07-04,0,0,0,0,5121.3436,-0.011998631572150642,Development
2018-07-05,0,0,0,0,4982.7627,-0.02488861878485471,Development
2018-07-06,0,0,0,0,4996.6299,0.005064248513092062,Development
2018-07-09,0,0,0,0,5107.5507,0.021350899192824624,Development
2018-07-10,0,0,0,0,5136.5326,-0.010568638230437188,Development
2018-07-11,0,0,0,0,5036.1565,-0.006082482380389664,Development
2018-07-12,0,0,0,0,5172.5032,0.028873772034502476,Development
2018-07-13,0,0,0,0,5204.1855,0.005221538792926195,Development
2018-07-16,0,0,0,0,5195.2002,-0.002379916055436082,Development
2018-07-17,0,0,0,0,5196.1969,0.0018772057567515432,Development
2018-07-18,0,0,0,0,5156.6363,-0.008754368889404618,Development
2018-07-19,0,0,0,0,5111.3271,-0.009260820802763359,Development
2018-07-20,0,0,0,0,5175.2516,0.008023715049618296,Development
2018-07-23,0,0,0,0,5214.0038,0.01297463517163222,Development
2018-07-24,0,0,0,0,5304.641,0.018149634646848822,Development
2018-07-25,0,0,0,0,5308.6569,-0.00013396720740499468,Development
2018-07-26,0,0,0,0,5273.4789,-0.006985203392238071,Development
2018-07-27,1,0,0,1,5249.2904,-0.004830888175182069,Development
2018-07-30,1,0,0,1,5185.151,-0.011810866585272639,Development
2018-07-31,1,0,0,1,5188.7166,0.003015613198705358,Development
2018-08-01,1,0,0,1,5105.3741,-0.020027870198918052,Development
2018-08-02,1,0,0,1,4996.012,-0.021876800220260062,Development
2018-08-03,0,0,0,0,4929.75,-0.012722024590529069,Development
2018-08-06,0,0,0,0,4825.2508,-0.016909884060407387,Development
2018-08-07,0,0,0,0,4956.8718,0.021600337595995,Development
2018-08-08,0,0,0,0,4880.5694,-0.015913481502806692,Development
2018-08-09,0,0,0,0,5004.7733,0.028360802946957087,Development
2018-08-10,0,0,0,0,5030.5148,-0.003741063412399881,Development
2018-08-13,0,0,0,0,5055.2753,0.012556171092320323,Development
2018-08-14,0,0,0,0,5037.8831,-0.0016503928515492206,Development
2018-08-15,0,0,0,0,4932.8063,-0.03154978261031893,Development
2018-08-16,0,0,0,0,4888.3712,0.00958450422546453,Development
2018-08-17,0,0,0,0,4803.0285,-0.026241555362776836,Development
2018-08-20,0,0,0,0,4832.6512,0.007711863705018862,Development
2018-08-21,0,0,0,0,4891.9801,0.009480690672637238,Development
2018-08-22,0,0,0,0,4837.0183,-0.009228088081137398,Development
2018-08-23,0,0,0,0,4863.6651,0.004523586255640311,Development
2018-08-24,-1,0,0,-1,4852.2887,0.0010836519162287228,Development
2018-08-27,-1,0,0,-1,4960.0655,0.02173424317070438,Development
2018-08-28,-1,0,0,-1,4974.2072,0.0014805827872919064,Development
2018-08-29,-1,0,0,-1,4941.9607,-0.006925525346520134,Development
2018-08-30,-1,0,0,-1,4867.1214,-0.016745960113095038,Development
2018-08-31,0,0,0,0,4814.8237,-0.009595496766619194,Development
2018-09-03,0,0,0,0,4838.873,0.005303117634797072,Development
2018-09-04,0,0,0,0,4890.2806,0.00894428769775657,Development
2018-09-05,0,0,0,0,4815.0343,-0.015619708384513542,Development
2018-09-06,0,0,0,0,4793.3454,-0.0008538753388662723,Development
2018-09-07,0,0,0,0,4791.7779,-0.0008831864073056694,Development
2018-09-10,0,0,0,0,4704.8782,-0.018729795279559314,Development
2018-09-11,0,0,0,0,4702.9032,-0.00041147523216167325,Development
2018-09-12,0,0,0,0,4693.9743,0.005643728277030302,Development
2018-09-13,0,0,0,0,4721.2121,-0.0014072550452463028,Development
2018-09-14,0,0,0,0,4670.0799,-0.015003418398770174,Development
2018-09-17,0,0,0,0,4602.3901,-0.013272251095533316,Development
2018-09-18,0,0,0,0,4683.5056,0.01868115107632673,Development
2018-09-19,0,0,0,0,4736.8934,0.012951428063629145,Development
2018-09-20,0,0,0,0,4733.4806,0.001969148812091648,Development
2018-09-21,0,0,0,0,4805.2151,0.006532140201122694,Development
2018-09-25,0,0,0,0,4792.5507,0.0040373274456357855,Development
2018-09-26,0,0,0,0,4815.6306,0.0038745369096324644,Development
2018-09-27,0,0,0,0,4755.3803,-0.010453712091138323,Development
2018-09-28,0,0,0,0,4800.7287,-0.008381792585128167,Development
2018-10-08,0,0,0,0,4646.4929,-0.014808093210562201,Development
2018-10-09,0,0,0,0,4634.8939,-0.003836313287541193,Development
2018-10-10,0,0,0,0,4629.8877,-0.032661226358245865,Development
2018-10-11,0,0,0,0,4307.4208,-0.048159241581505974,Development
2018-10-12,0,0,0,0,4278.0353,0.0037494415452381524,Development
2018-10-15,-1,0,0,-1,4199.1532,-0.021006100427288787,Development
2018-10-16,-1,0,0,-1,4099.6831,-0.010977686229227346,Development
2018-10-17,-1,0,0,-1,4133.3832,-0.010370971022308328,Development
2018-10-18,-1,0,0,-1,4018.4614,-0.03554479673739952,Development
2018-10-19,-1,1,0,0,4127.9854,0.052371893029329764,Development
2018-10-22,0,0,0,0,4333.1445,0.04097430452678097,Development
2018-10-23,0,0,0,0,4253.5561,-0.023661864493138784,Development
2018-10-24,0,0,0,0,4245.4884,-0.025899032454645088,Development
2018-10-25,0,0,0,0,4234.4208,0.03315195286807415,Development
2018-10-26,0,0,0,0,4233.9585,-0.009452252713516462,Development
2018-10-29,0,0,0,0,4162.5255,-0.017826322342491152,Development
2018-10-30,0,0,0,0,4204.5424,0.015043723440116619,Development
2018-10-31,0,0,0,0,4272.5518,0.02179324062016108,Development
2018-11-01,0,0,0,0,4298.9837,0.015647199374712262,Development
2018-11-02,0,0,0,0,4437.9456,0.013945983428347075,Development
2018-11-05,0,0,0,0,4440.8274,-6.215511477425384e-05,Development
2018-11-06,0,0,0,0,4438.0965,0.0023410354149875356,Development
2018-11-07,0,0,0,0,4415.136,0.001111764148892691,Development
2018-11-08,0,0,0,0,4382.3286,-0.01788164758667421,Development
2018-11-09,0,0,0,0,4368.6143,-0.0005916281658002731,Development
2018-11-12,0,0,0,0,4481.6881,0.016125575005513593,Development
2018-11-13,0,0,0,0,4563.5351,0.027273497885261566,Development
2018-11-14,0,0,0,0,4545.5089,-0.0023982834209248516,Development
2018-11-15,0,0,0,0,4619.8141,0.018525701004968198,Development
2018-11-16,0,0,0,0,4659.0965,0.007669442347268962,Development
2018-11-19,0,0,0,0,4670.737,-0.006726503199781186,Development
2018-11-20,1,0,0,1,4537.4493,-0.031485055830081876,Development
2018-11-21,1,0,0,1,4554.6747,0.017679615682639316,Development
2018-11-22,1,0,0,1,4551.3264,-0.004500067767747806,Development
2018-11-23,1,0,0,1,4374.7644,-0.037578656722155324,Development
2018-11-26,1,0,0,1,4367.4619,0.005002031603524637,Development
2018-11-27,0,0,0,0,4387.6515,-0.0007870184206831832,Development
2018-11-28,0,0,0,0,4441.8569,0.01662029359573247,Development
2018-11-29,0,0,0,0,4345.703,-0.028850097780705575,Development
2018-11-30,0,0,0,0,4376.6511,0.0345227276948612,Development
2018-12-03,0,0,0,0,4515.1735,0.0050367741699790525,Development
2018-12-04,0,0,0,0,4536.2104,-0.011106516008245193,Development
2018-12-05,0,0,0,0,4502.7021,0.004625535145106552,Development
2018-12-06,0,0,0,0,4411.0884,-0.012777311845831751,Development
2018-12-07,0,0,0,0,4410.9593,-0.008649702600361464,Development
2018-12-10,0,0,0,0,4359.3122,-0.0019064768242099683,Development
2018-12-11,0,0,0,0,4395.5702,0.008206420298359607,Development
2018-12-12,0,0,0,0,4393.324,-0.0008682636645548358,Development
2018-12-13,0,0,0,0,4443.1572,0.007018296418769054,Development
2018-12-14,0,0,0,0,4337.1025,-0.025565541298299133,Development
2018-12-17,0,0,0,0,4330.6465,-0.0033650399927728225,Development
2018-12-18,0,0,0,0,4307.2675,0.0007500845278456403,Development
2018-12-19,0,0,0,0,4247.8991,-0.016446696377260706,Development
2018-12-20,0,0,0,0,4259.7614,0.0014281291157201004,Development
2018-12-21,0,0,0,0,4231.144,-0.004491939308906789,Development
2018-12-24,0,0,0,0,4274.7218,0.0014640836797674694,Development
2018-12-25,0,0,0,0,4225.5124,-0.003515117077345531,Development
2018-12-26,0,0,0,0,4208.4053,0.010589305831531615,Development
2018-12-27,-1,0,0,-1,4161.2702,-0.022141025997373553,Development
2018-12-28,-1,0,0,-1,4168.0363,0.0017198376978282415,Development
2019-01-02,-1,0,0,-1,4131.9567,-0.010635472276135927,Development
2019-01-03,-1,0,0,-1,4112.807,-0.01357147644178669,Development
2019-01-04,-1,0,0,-1,4210.8786,0.03911376269294076,Development
2019-01-07,0,0,0,0,4288.3234,0.010211392369734229,Development
2019-01-08,0,0,0,0,4277.2967,0.001858410302345126,Development
2019-01-09,0,0,0,0,4288.7717,0.0007764630511049031,Development
2019-01-10,0,0,0,0,4281.8606,-0.0016704747114919538,Development
2019-01-11,0,0,0,0,4314.8757,0.008203449776392535,Development
2019-01-14,0,0,0,0,4286.5474,-0.007999399841191468,Development
2019-01-15,1,0,0,1,4347.3555,0.014963741537067365,Development
2019-01-16,1,0,0,1,4336.8779,-0.0028628210255730036,Development
2019-01-17,1,0,0,1,4303.7308,-0.006342477741299701,Development
2019-01-18,1,0,0,1,4347.8112,0.011042389023654842,Development
2019-01-21,1,0,0,1,4373.6333,0.0037102673233699868,Development
2019-01-22,1,0,0,1,4308.2518,-0.016454165233690476,Development
2019-01-23,1,0,0,1,4315.6846,0.004599066094928439,Development
2019-01-24,1,0,0,1,4338.17,0.005257172797306531,Development
2019-01-25,1,0,0,1,4318.4417,1.8173805290455647e-05,Development
2019-01-28,0,0,0,0,4307.2196,-0.009218719775656914,Development
2019-01-29,0,0,0,0,4254.2875,-0.015388835051986405,Development
2019-01-30,0,0,0,0,4211.6235,-0.007389697943080087,Development
2019-01-31,0,0,0,0,4176.4739,-0.0035365082379609225,Development
2019-02-01,0,0,0,0,4294.2696,0.027951236799761192,Development
2019-02-11,0,0,0,0,4402.8668,0.021420762423375983,Development
2019-02-12,0,0,0,0,4439.485,0.010068381702460272,Development
2019-02-13,1,0,0,1,4512.4088,0.014656017983905922,Development
2019-02-14,1,0,0,1,4532.1699,0.003572508752860415,Development
2019-02-15,1,0,0,1,4502.7348,0.0008894007528694736,Development
2019-02-18,1,0,0,1,4660.999,0.034310463953095116,Development
2019-02-19,1,0,0,1,4667.2836,-0.0034103546770573034,Development
2019-02-20,1,0,0,1,4667.6243,-0.00022968048659011142,Development
2019-02-21,1,0,0,1,4659.1431,-0.0031595608443160117,Development
2019-02-22,1,0,0,1,4777.2977,0.040632883145316656,Development
2019-02-25,1,0,0,1,5044.3466,0.045189265320914274,Development
2019-02-26,1,0,0,1,5038.5435,-0.0063045482325166935,Development
2019-02-27,1,0,0,1,5017.8842,-0.001978602206414326,Development
2019-02-28,1,0,0,1,5025.2913,0.005936772182421501,Development
2019-03-01,1,0,0,1,5067.225,0.013021762422170902,Development
2019-03-04,1,0,0,1,5158.2467,0.0065850223691736876,Development
2019-03-05,1,0,0,1,5295.2878,0.035267318335737485,Development
2019-03-06,1,0,0,1,5390.0294,0.00996573299225778,Development
2019-03-07,1,0,0,1,5458.6153,-0.007641547746753519,Development
2019-03-08,1,0,0,1,5245.6999,-0.011302210740884888,Development
2019-03-11,1,0,0,1,5456.381,0.04189311438511689,Development
2019-03-12,0,0,0,0,5551.0029,0.01022002455982074,Development
2019-03-13,0,0,0,0,5424.8642,-0.03167908417032639,Development
2019-03-14,0,0,0,0,5298.5024,-0.009719463084753799,Development
2019-03-15,0,0,0,0,5359.0087,0.01099065579106484,Development
2019-03-18,0,0,0,0,5501.183,0.021962994375220424,Development
2019-03-19,0,0,0,0,5522.1801,0.002290390583501667,Development
2019-03-20,0,0,0,0,5515.7856,0.0013923650193763404,Development
2019-03-21,0,0,0,0,5589.478,0.01177173214251015,Development
2019-03-22,0,0,0,0,5622.1402,-0.012482769984926034,Development
2019-03-25,0,0,0,0,5549.6711,0.009105563213844148,Development
2019-03-26,0,0,0,0,5394.8787,-0.025046499386676024,Development
2019-03-27,0,0,0,0,5447.8795,0.00017781736556776728,Development
2019-03-28,0,0,0,0,5370.1234,-0.011508107262217626,Development
2019-03-29,0,0,0,0,5547.6561,0.04119680824272076,Development
2019-04-01,0,0,0,0,5757.8379,0.036325977390884834,Development
2019-04-02,0,0,0,0,5775.5497,-0.008726169403476813,Development
2019-04-03,0,0,0,0,5836.0369,0.021616575892834167,Development
2019-04-04,0,0,0,0,5871.5575,0.009000523635785296,Development
2019-04-08,0,0,0,0,5847.6296,-0.014679515278168243,Development
2019-04-09,0,0,0,0,5858.0464,-0.0014164876960177653,Development
2019-04-10,0,0,0,0,5850.7609,0.0045674703328639765,Development
2019-04-11,0,0,0,0,5727.1749,-0.022654390261072188,Development
2019-04-12,0,0,0,0,5714.3676,0.01319097299199301,Development
2019-04-15,0,0,0,0,5655.9825,-0.029398493255397895,Development
2019-04-16,0,0,0,0,5777.0111,0.026935077551472286,Development
2019-04-17,0,0,0,0,5807.7288,0.004789327877239069,Development
2019-04-18,0,0,0,0,5775.171,-0.007201641872009001,Development
2019-04-19,0,0,0,0,5810.1798,0.010155660019072643,Development
2019-04-22,0,0,0,0,5723.0417,-0.01894675590436168,Development
2019-04-23,0,0,0,0,5628.0624,-0.013016156558805503,Development
2019-04-24,0,0,0,0,5679.7256,0.0027684329661676887,Development
2019-04-25,0,0,0,0,5458.4194,-0.03969967757993731,Development
2019-04-26,0,0,0,0,5408.0306,-0.004137852026120936,Development
2019-04-29,-1,0,0,-1,5265.6011,-0.029808419692567645,Development
2019-04-30,-1,0,0,-1,5307.56,-0.02318345989689985,Development
2019-05-06,-1,0,0,-1,4908.7984,-0.03697964356879746,Development
2019-05-07,-1,0,0,-1,4973.4043,-0.013633513191909308,Development
2019-05-08,-1,1,0,0,4947.7419,0.006615639917548544,Development
2019-05-09,-1,1,0,0,4888.4128,0.00867772356924168,Development
2019-05-10,-1,1,0,0,5064.323,0.013964914431213282,Development
2019-05-13,-1,1,0,0,5005.9044,-0.013390844884577535,Development
2019-05-14,0,0,0,0,4965.6124,0.012182639355500902,Development
2019-05-15,0,0,0,0,5076.555,0.013693545388981487,Development
2019-05-16,0,0,0,0,5108.3588,0.008111165438483559,Development
2019-05-17,0,0,0,0,4942.5792,-0.034244159572208055,Development
2019-05-20,0,0,0,0,4923.5589,-0.004017336466811017,Development
2019-05-21,0,0,0,0,5009.8725,0.017248707350539627,Development
2019-05-22,0,0,0,0,4976.3929,-0.009377548523935797,Development
2019-05-23,0,0,0,0,4872.9202,-0.021527965821800055,Development
2019-05-24,0,0,0,0,4841.7573,1.3612244931904272e-05,Development
2019-05-27,0,0,0,0,4962.947,0.02411997157884449,Development
2019-05-28,0,0,0,0,4955.4855,-0.004435121798598507,Development
2019-05-29,0,0,0,0,4956.8638,-0.0020364239770311876,Development
2019-05-30,0,0,0,0,4926.403,-0.0019419679405735524,Development
2019-05-31,0,0,0,0,4912.0005,-0.00044913403241986227,Development
2019-06-03,0,0,0,0,4853.8153,-0.015044572734134398,Development
2019-06-04,0,0,0,0,4795.4129,-0.002015073901376896,Development
2019-06-05,0,0,0,0,4783.8245,-0.01269258634178716,Development
2019-06-06,0,0,0,0,4678.7844,-0.017319476629866437,Development
2019-06-10,0,0,0,0,4725.2643,0.007892600804987326,Development
2019-06-11,0,0,0,0,4901.4723,0.03351462507693981,Development
2019-06-12,0,0,0,0,4863.4922,-0.006917223491349822,Development
2019-06-13,0,0,0,0,4877.6505,0.005084213293854667,Development
2019-06-14,0,0,0,0,4795.5267,-0.017234057010142023,Development
2019-06-17,0,0,0,0,4802.8185,0.0017058579619031455,Development
2019-06-18,0,0,0,0,4797.1468,0.020535346051740344,Development
2019-06-19,0,0,0,0,4858.9164,-0.010147136021796288,Development
2019-06-20,0,0,0,0,4954.7338,0.024803486715840428,Development
2019-06-21,0,0,0,0,5021.3051,0.011820305967206401,Development
2019-06-24,0,0,0,0,5024.2046,-0.002419076672074527,Development
2019-06-25,0,0,0,0,4974.9882,-0.015223653698799189,Development
2019-06-26,0,0,0,0,4962.5936,0.006313151259651706,Development
2019-06-27,0,0,0,0,5007.4833,0.006071615197944746,Development
2019-06-28,0,0,0,0,4950.4798,0.007886150863220642,Development
2019-07-01,0,0,0,0,5100.2619,0.009550289555470437,Development
2019-07-02,0,0,0,0,5084.41,-0.0035603108661258487,Development
2019-07-03,0,0,0,0,5040.7227,-0.0054834072577590875,Development
2019-07-04,0,0,0,0,5025.0207,-0.004072097569925659,Development
2019-07-05,0,0,0,0,5042.6599,0.0004582467261013967,Development
2019-07-08,0,0,0,0,4870.7807,-0.03184957810319444,Development
2019-07-09,0,0,0,0,4881.6235,0.004813848278978572,Development
2019-07-10,0,0,0,0,4843.8649,-0.004952788287587717,Development
2019-07-11,0,0,0,0,4844.5474,-0.0039978983838818705,Development
2019-07-12,0,0,0,0,4861.5679,0.0005503873378736035,Development
2019-07-15,0,0,0,0,4925.3243,0.013791839122978322,Development
2019-07-16,0,0,0,0,4932.0458,0.0026136723808083406,Development
2019-07-17,0,0,0,0,4929.085,-0.004244757675392896,Development
2019-07-18,0,0,0,0,4844.1087,-0.009879326654496645,Development
2019-07-19,0,0,0,0,4878.6903,0.00498163781155414,Development
2019-07-22,0,0,0,0,4776.5749,-0.021978907769681588,Development
2019-07-23,0,0,0,0,4823.9182,0.012497559413793935,Development
2019-07-24,0,0,0,0,4873.0271,0.0073189346927815535,Development
2019-07-25,0,0,0,0,4891.6432,0.0015483132123614851,Development
2019-07-26,0,0,0,0,4898.1099,0.003469263158213831,Development
2019-07-29,0,0,0,0,4897.0183,0.0010595281383718458,Development
2019-07-30,0,0,0,0,4922.9175,0.0022849812530127966,Development
2019-07-31,0,0,0,0,4903.203,-0.00742498439167405,Development
2019-08-01,0,0,0,0,4870.469,-0.021348206406514247,Development
2019-08-02,0,0,0,0,4809.9198,0.004709464485308734,Development
2019-08-05,0,0,0,0,4751.9846,-0.027121044064521205,Development
2019-08-06,0,0,0,0,4650.5627,0.0026978848226355545,Development
2019-08-07,0,0,0,0,4626.3641,-0.007814974956439902,Development
2019-08-08,0,0,0,0,4656.1009,0.007622192495195579,Development
2019-08-09,0,0,0,0,4600.3526,-0.014780294830226692,Development
2019-08-12,0,0,0,0,4685.045,0.008947777059286954,Development
2019-08-13,0,0,0,0,4658.3884,0.013798404894964866,Development
2019-08-14,0,0,0,0,4683.8403,-0.02724262844365455,Development
2019-08-15,0,0,0,0,4706.5504,0.02552774049755646,Development
2019-08-16,0,0,0,0,4722.6625,0.013380414009233954,Development
2019-08-19,0,0,0,0,4875.0363,0.023843654708008755,Development
2019-08-20,0,0,0,0,4872.6061,-0.002655864825579113,Development
2019-08-21,1,0,0,1,4882.7213,0.005887127764551137,Development
2019-08-22,1,0,0,1,4887.9142,-0.001191084640747353,Development
2019-08-23,1,0,0,1,4887.9024,-0.018216058237022326,Development
2019-08-26,1,0,0,1,4855.4584,0.016419684861480155,Development
2019-08-27,1,0,0,1,4936.1238,0.01057846284673869,Development
2019-08-28,1,0,0,1,4928.1935,0.0015612912075044783,Development
2019-08-29,1,0,0,1,4934.1838,0.005202456120858567,Development
2019-08-30,1,0,0,1,4886.494,-0.013948219911495974,Development
2019-09-02,1,0,0,1,5008.2958,0.025613818870981575,Development
2019-09-03,1,0,0,1,5044.1805,0.0034105437479250433,Development
2019-09-04,1,0,0,1,5093.2662,0.016489567665698424,Development
2019-09-05,1,0,0,1,5138.4051,0.006369885587548696,Development
2019-09-06,1,0,0,1,5154.6378,0.009805703793632992,Development
2019-09-09,1,0,0,1,5263.4594,0.011844183078735693,Development
2019-09-10,1,0,0,1,5245.305,-0.00034819261628016296,Development
2019-09-11,1,0,0,1,5217.2913,-0.006118809129039393,Development
2019-09-12,1,0,0,1,5242.6115,0.006310600795244037,Development
2019-09-16,0,0,0,0,5250.3398,-0.004890752299217871,Development
2019-09-17,0,0,0,0,5140.4502,-0.0170873677189175,Development
2019-09-18,0,0,0,0,5141.0381,0.00047303227499284617,Development
2019-09-19,0,0,0,0,5191.6687,0.009364064832328767,Development
2019-09-20,0,0,0,0,5204.4848,-0.0011241403882669143,Development
2019-09-23,0,0,0,0,5171.484,-0.004768371670477167,Development
2019-09-24,0,0,0,0,5180.7418,-0.0011553325886913823,Development
2019-09-25,0,0,0,0,5087.0091,-0.012133236001819703,Development
2019-09-26,0,0,0,0,4970.2403,-0.024607287861752147,Development
2019-09-27,0,0,0,0,5005.6299,0.0070578752160923575,Development
2019-09-30,0,0,0,0,4940.903,-0.01079237477662065,Development
2019-10-08,0,0,0,0,4941.7607,-0.005826245318439116,Development
2019-10-09,0,0,0,0,4982.9535,0.012572001367786356,Development
2019-10-10,0,0,0,0,5046.3594,0.013967127792383183,Development
2019-10-11,0,0,0,0,5055.5165,0.007395610765037031,Development
2019-10-14,0,0,0,0,5131.1312,0.003931413001418305,Development
2019-10-15,0,0,0,0,5061.0029,-0.009953633135817874,Development
2019-10-16,0,0,0,0,5038.356,-0.004948588979890256,Development
2019-10-17,0,0,0,0,5029.854,-0.0010823985817631776,Development
2019-10-18,0,0,0,0,4961.8072,-0.015301272293049561,Development
2019-10-21,0,0,0,0,4951.0354,-0.0005417615894341976,Development
2019-10-22,0,0,0,0,5005.5525,0.01115230139838519,Development
2019-10-23,0,0,0,0,4967.1949,-0.0095165703096598,Development
2019-10-24,0,0,0,0,4958.2465,-0.0016845485948090433,Development
2019-10-25,0,0,0,0,4994.5684,0.014684453203181347,Development
2019-10-28,0,0,0,0,5084.4677,0.010916196053213811,Development
2019-10-29,0,0,0,0,5007.7126,-0.02071595364588308,Development
2019-10-30,0,0,0,0,4947.8954,-0.00515453868634308,Development
2019-10-31,0,0,0,0,4917.4174,-0.008359188585255528,Development
2019-11-01,0,0,0,0,4962.3495,0.013387699426870459,Development
2019-11-04,0,0,0,0,4987.8364,0.004241427324808145,Development
2019-11-05,0,0,0,0,5025.3029,0.005333481094119685,Development
2019-11-06,0,0,0,0,4974.7343,-0.01026975781150552,Development
2019-11-07,0,0,0,0,5007.0666,0.013303936059924304,Development
2019-11-08,0,0,0,0,4988.2938,-0.01498261763567521,Development
2019-11-11,0,0,0,0,4876.1594,-0.01657304572812235,Development
2019-11-12,0,0,0,0,4881.6144,-9.018292828066876e-07,Development
2019-11-13,0,0,0,0,4875.543,-0.0007621489119071789,Development
2019-11-14,0,0,0,0,4912.1075,0.007170074359069245,Development
2019-11-15,0,0,0,0,4868.4367,-0.00976026419425402,Development
2019-11-18,0,0,0,0,4892.4609,0.006182161073683856,Development
2019-11-19,0,0,0,0,4975.1128,0.017050410461072252,Development
2019-11-20,0,0,0,0,4946.2757,-0.009225693357437503,Development
2019-11-21,0,0,0,0,4945.7188,0.00496138696921733,Development
2019-11-22,0,0,0,0,4904.0828,-0.009954019431403394,Development
2019-11-25,0,0,0,0,4901.5021,0.0002923550440390166,Development
2019-11-26,0,0,0,0,4882.1624,-0.005100838208416669,Development
2019-11-27,0,0,0,0,4904.2568,0.0033290640680689876,Development
2019-11-28,0,0,0,0,4889.2595,-0.0018997060326351178,Development
2019-11-29,0,0,0,0,4894.9416,0.001898841743767754,Development
2019-12-02,0,0,0,0,4905.4209,-0.0016791180617011792,Development
2019-12-03,0,0,0,0,4926.4548,0.0026748438547834485,Development
2019-12-04,0,0,0,0,4920.6682,0.005158689614020773,Development
2019-12-05,0,0,0,0,4967.6021,0.00817109025477758,Development
2019-12-06,0,0,0,0,5010.5104,0.010503254703413178,Development
2019-12-09,1,0,0,1,5024.604,-0.001543756554491571,Development
2019-12-10,1,0,0,1,5049.0514,0.006476864627023682,Development
2019-12-11,1,0,0,1,5027.2784,-0.0038545577786932572,Development
2019-12-12,1,0,0,1,5012.0011,0.004458589486594722,Development
2019-12-13,1,0,0,1,5073.6858,0.009400112003071115,Development
2019-12-16,1,0,0,1,5166.0391,0.014107181411216807,Development
2019-12-17,1,0,0,1,5236.0624,0.013207659013996453,Development
2019-12-18,1,0,0,1,5235.1248,0.0002748556143730152,Development
2019-12-19,1,0,0,1,5241.7376,0.0013936258008075963,Development
2019-12-20,1,0,0,1,5184.6752,-0.01581383015420379,Development
2019-12-23,1,0,0,1,5084.3505,-0.012104995690702558,Development
2019-12-24,1,0,0,1,5162.0702,0.011485377456090129,Development
2019-12-25,1,0,0,1,5183.0986,0.004656387919827587,Development
2019-12-26,1,0,0,1,5219.1404,0.008123065404912921,Development
2019-12-27,1,0,0,1,5179.1929,-0.012091559593688461,Development
2019-12-30,1,0,0,1,5241.9383,0.015426010630136266,Development
2019-12-31,1,0,0,1,5267.6622,0.012739619427283744,Development
2020-01-02,1,0,0,1,5366.1375,0.013071310268777614,Development
2020-01-03,1,0,0,1,5380.6372,-0.0020118366837345025,Development
2020-01-06,1,0,0,1,5434.8503,0.01429319607588675,Development
2020-01-07,1,0,0,1,5499.8395,0.007365290878382558,Development
2020-01-08,1,0,0,1,5423.7966,-0.0029418179300182423,Development
2020-01-09,1,0,0,1,5497.5429,0.0083823079614187,Development
2020-01-10,1,0,0,1,5480.2279,-0.006052244854326427,Development
2020-01-13,1,0,1,0,5559.6272,0.017945880046822404,Development
2020-01-14,0,0,0,0,5542.3316,-0.007830501045873794,Development
2020-01-15,0,0,0,0,5530.0266,0.0011675122325542908,Development
2020-01-16,0,0,0,0,5527.6676,5.450027982178973e-05,Development
2020-01-17,0,0,0,0,5510.0453,-0.0030169739533908446,Development
2020-01-20,0,0,0,0,5587.5359,0.010501592809051274,Development
2020-01-21,0,0,0,0,5523.9419,-0.014051792989018264,Development
2020-01-22,0,0,0,0,5575.5126,0.003490194702964189,Development
2020-01-23,0,0,0,0,5377.7411,-0.11316934587232996,Development
2020-02-03,0,0,0,0,4910.9011,-0.03283137915264467,Development
