date,three_state,minus_exit_signal,plus_exit_signal,nonzero_final_three_state,close,o2o_h1,phase
2018-03-02,0,0,0,0,6056.3354,0.0021816389309514683,Development
2018-03-05,0,0,0,0,6064.0983,0.0017613578952451192,Development
2018-03-06,0,0,0,0,6145.5768,0.009309637727091369,Development
2018-03-07,0,0,0,0,6086.4874,-0.00982654446606146,Development
2018-03-08,1,0,0,1,6131.5142,0.009459451805688746,Development
2018-03-09,1,0,0,1,6206.9754,0.01625931672439629,Development
2018-03-12,1,0,0,1,6295.7776,0.008825381639220087,Development
2018-03-13,1,0,0,1,6254.1457,-0.008202644626731814,Development
2018-03-14,1,0,1,0,6189.317,-0.009847035448641073,Development
2018-03-15,1,0,0,1,6180.1108,0.0013815329799689025,Development
2018-03-16,1,0,0,1,6146.3058,-0.006286782840274618,Development
2018-03-19,0,0,0,0,6153.8339,-0.00535854991111151,Development
2018-03-20,0,0,0,0,6173.6984,0.011867215638327044,Development
2018-03-21,0,0,0,0,6129.2042,-0.008421203831896262,Development
2018-03-22,0,0,0,0,6101.2276,-0.035347177204903546,Development
2018-03-23,0,0,0,0,5787.1523,-0.03348616050179054,Development
2018-03-26,0,0,0,0,5902.9588,0.04214676320128152,Development
2018-03-27,0,0,0,0,6034.775,0.0010624663136662438,Development
2018-03-28,0,0,0,0,5973.3414,0.005267532381454387,Development
2018-03-29,0,0,0,0,6034.8572,0.009710338663232232,Development
2018-03-30,0,0,0,0,6114.7382,0.01240177148194821,Development
2018-04-02,0,0,0,0,6121.9642,-0.01438918582732629,Development
2018-04-03,0,0,0,0,6059.7089,0.00638825447802982,Development
2018-04-04,0,0,0,0,6017.6863,-0.013705880825647276,Development
2018-04-09,0,0,0,0,6025.6493,0.006362944848488983,Development
2018-04-10,0,0,0,0,6063.7423,0.008212663403535991,Development
2018-04-11,0,0,0,0,6086.6126,-0.0013590360168467264,Development
2018-04-12,0,0,0,0,6051.3346,1.1426189474805781e-05,Development
2018-04-13,0,0,0,0,6027.1867,-0.00916496698552216,Development
2018-04-16,0,0,0,0,6012.4053,0.0010610370383761225,Development
2018-04-17,0,0,0,0,5890.8571,-0.016385328288932466,Development
2018-04-18,0,0,0,0,5970.6577,0.00664832327568754,Development
2018-04-19,0,0,0,0,6004.7334,0.00315605236063643,Development
2018-04-20,0,0,0,0,5880.8359,-0.01645221512104611,Development
2018-04-23,0,0,0,0,5823.9205,-0.010221536165038625,Development
2018-04-24,0,0,0,0,5957.1927,0.017844554012663494,Development
2018-04-25,0,0,0,0,5959.422,0.003674382168193935,Development
2018-04-26,0,0,0,0,5847.9766,-0.014408878329062125,Development
2018-04-27,0,0,0,0,5860.9836,-0.0006138667915199791,Development
2018-05-02,0,0,0,0,5855.3233,-0.003198824232924946,Development
2018-05-03,0,0,0,0,5910.6058,0.008219931155265536,Development
2018-05-04,0,0,0,0,5909.2944,0.005125120433378871,Development
2018-05-07,0,0,0,0,6019.1409,0.01727152465243864,Development
2018-05-08,0,0,0,0,6041.8143,0.0018051382674586502,Development
2018-05-09,0,0,0,0,6029.2329,0.0002568748405717969,Development
2018-05-10,0,0,0,0,6040.5716,0.0014871422270195112,Development
2018-05-11,0,0,0,0,5991.3424,-0.010341121235282857,Development
2018-05-14,0,0,0,0,5967.5541,-0.0017232177426889095,Development
2018-05-15,0,0,0,0,6020.5697,0.005122382987011509,Development
2018-05-16,0,0,0,0,6004.0696,-0.0003352461499542825,Development
2018-05-17,0,0,0,0,5973.7785,-0.00536288759400072,Development
2018-05-18,0,0,0,0,5995.1497,0.011035543281312066,Development
2018-05-21,0,0,0,0,6072.1991,0.005273807230815386,Development
