series,run_id,state,start_date,end_date,year,phase,holding_days,segment_return,return_available,aligned_segment_return,is_directional
Adj 1545,124,-1,2020-08-11,2020-08-12,2020,Train,2,0.026163250735457555,True,0.026163250735457555,True
Adj 1545,125,0,2020-08-13,2020-08-17,2020,Train,3,0.0,True,0.0,False
Adj 1545,126,1,2020-08-18,2020-08-21,2020,Train,4,-0.011657925344627618,True,-0.011657925344627618,True
Adj 1545,127,0,2020-08-24,2020-08-25,2020,Train,2,0.0,True,0.0,False
Adj 1545,128,1,2020-08-26,2020-08-26,2020,Train,1,-0.01688800259952372,True,-0.01688800259952372,True
Adj 1545,129,0,2020-08-27,2020-09-02,2020,Train,5,0.0,True,0.0,False
Adj 1545,130,1,2020-09-03,2020-09-09,2020,Train,5,-0.046714016586007934,True,-0.046714016586007934,True
Adj 1545,131,-1,2020-09-10,2020-09-17,2020,Train,6,0.00501860002401644,True,0.00501860002401644,True
Adj 1545,132,0,2020-09-18,2020-09-18,2020,Train,1,0.0,True,0.0,False
Adj 1545,133,1,2020-09-21,2020-09-23,2020,Train,3,-0.02143734972259137,True,-0.02143734972259137,True
Adj 1545,134,0,2020-09-24,2020-09-24,2020,Train,1,0.0,True,0.0,False
Adj 1545,135,-1,2020-09-25,2020-09-25,2020,Train,1,0.0026595337583705803,True,0.0026595337583705803,True
Adj 1545,136,0,2020-09-28,2020-10-15,2020,Train,8,0.0,True,0.0,False
Adj 1545,137,1,2020-10-16,2020-10-20,2020,Train,3,-0.004502999307811173,True,-0.004502999307811173,True
Adj 1545,138,0,2020-10-21,2020-10-21,2020,Train,1,0.0,True,0.0,False
Adj 1545,139,-1,2020-10-22,2020-10-22,2020,Train,1,0.0031264551047279765,True,0.0031264551047279765,True
Adj 1545,140,0,2020-10-23,2020-10-26,2020,Train,2,0.0,True,0.0,False
Adj 1545,141,-1,2020-10-27,2020-11-02,2020,Train,5,0.0014545164206869465,True,0.0014545164206869465,True
Adj 1545,142,0,2020-11-03,2020-11-12,2020,Train,8,0.0,True,0.0,False
Adj 1545,143,-1,2020-11-13,2020-11-16,2020,Train,2,-0.012080638822143719,True,-0.012080638822143719,True
Adj 1545,144,0,2020-11-17,2020-11-19,2020,Train,3,0.0,True,0.0,False
Adj 1545,145,-1,2020-11-20,2020-11-23,2020,Train,2,-0.018489248849635098,True,-0.018489248849635098,True
Adj 1545,146,0,2020-11-24,2020-12-04,2020,Train,9,0.0,True,0.0,False
Adj 1545,147,-1,2020-12-07,2020-12-08,2020,Train,2,0.005485637163710644,True,0.005485637163710644,True
Adj 1545,148,0,2020-12-09,2020-12-11,2020,Train,3,0.0,True,0.0,False
Adj 1545,149,-1,2020-12-14,2020-12-16,2020,Train,3,-0.0028264328971592256,True,-0.0028264328971592256,True
Adj 1545,150,0,2020-12-17,2020-12-22,2020,Train,4,0.0,True,0.0,False
Adj 1545,151,-1,2020-12-23,2020-12-24,2020,Train,2,0.010130645893314139,True,0.010130645893314139,True
Adj 1545,152,0,2020-12-25,2020-12-29,2020,Train,3,0.0,True,0.0,False
Adj 1545,153,-1,2020-12-30,2020-12-31,2020,Train,2,-0.031890873184904134,True,-0.031890873184904134,True
Adj 1545,154,0,2021-01-04,2021-01-05,2021,Train,2,0.0,True,0.0,False
Adj 1545,155,1,2021-01-06,2021-01-11,2021,Train,4,-0.01888167736796731,True,-0.01888167736796731,True
Adj 1545,156,0,2021-01-12,2021-01-12,2021,Train,1,0.0,True,0.0,False
Adj 1545,157,-1,2021-01-13,2021-01-14,2021,Train,2,0.018846333429624607,True,0.018846333429624607,True
Adj 1545,158,0,2021-01-15,2021-01-18,2021,Train,2,0.0,True,0.0,False
Adj 1545,159,1,2021-01-19,2021-01-20,2021,Train,2,0.006440797570073431,True,0.006440797570073431,True
Adj 1545,160,0,2021-01-21,2021-01-22,2021,Train,2,0.0,True,0.0,False
Adj 1545,161,1,2021-01-25,2021-01-25,2021,Train,1,-0.0022710972373488625,True,-0.0022710972373488625,True
Adj 1545,162,0,2021-01-26,2021-02-01,2021,Train,5,0.0,True,0.0,False
Adj 1545,163,-1,2021-02-02,2021-02-18,2021,Train,8,-0.031064475368326683,True,-0.031064475368326683,True
Adj 1545,164,0,2021-02-19,2021-02-19,2021,Train,1,0.0,True,0.0,False
Adj 1545,165,1,2021-02-22,2021-02-22,2021,Train,1,-0.017515250006335914,True,-0.017515250006335914,True
Adj 1545,166,0,2021-02-23,2021-02-24,2021,Train,2,0.0,True,0.0,False
Adj 1545,167,1,2021-02-25,2021-02-26,2021,Train,2,-0.02901657915977085,True,-0.02901657915977085,True
Adj 1545,168,0,2021-03-01,2021-03-04,2021,Train,4,0.0,True,0.0,False
Adj 1545,169,-1,2021-03-05,2021-03-12,2021,Train,6,0.020012150345789403,True,0.020012150345789403,True
Adj 1545,170,0,2021-03-15,2021-03-15,2021,Train,1,0.0,True,0.0,False
Adj 1545,171,1,2021-03-16,2021-03-16,2021,Train,1,0.0007811279942895322,True,0.0007811279942895322,True
Adj 1545,172,-1,2021-03-17,2021-03-29,2021,Train,9,-0.010051623484410577,True,-0.010051623484410577,True
Adj 1545,173,0,2021-03-30,2021-04-01,2021,Train,3,0.0,True,0.0,False
Adj 1545,174,1,2021-04-02,2021-04-06,2021,Train,2,0.005351247954713534,True,0.005351247954713534,True
Adj 1545,175,0,2021-04-07,2021-04-09,2021,Train,3,0.0,True,0.0,False
Adj 1545,176,1,2021-04-12,2021-05-07,2021,Train,17,0.02180148103124191,True,0.02180148103124191,True
Adj 1545,177,-1,2021-05-10,2021-05-10,2021,Train,1,0.0038887127321765025,True,0.0038887127321765025,True
Adj 1545,178,0,2021-05-11,2021-05-13,2021,Train,3,0.0,True,0.0,False
Adj 1545,179,1,2021-05-14,2021-05-18,2021,Train,3,0.019641201811740894,True,0.019641201811740894,True
Adj 1545,180,0,2021-05-19,2021-05-19,2021,Train,1,0.0,True,0.0,False
Adj 1545,181,-1,2021-05-20,2021-05-21,2021,Train,2,0.0038458325820558414,True,0.0038458325820558414,True
Adj 1545,182,0,2021-05-24,2021-05-28,2021,Train,5,0.0,True,0.0,False
Adj 1545,183,1,2021-05-31,2021-06-09,2021,Train,8,0.0012431177041090091,True,0.0012431177041090091,True
Adj 1545,184,-1,2021-06-10,2021-06-10,2021,Train,1,-0.012681311523564665,True,-0.012681311523564665,True
Adj 1545,185,0,2021-06-11,2021-06-15,2021,Train,2,0.0,True,0.0,False
Adj 1545,186,1,2021-06-16,2021-06-24,2021,Train,7,0.013621311196348018,True,0.013621311196348018,True
Adj 1545,187,0,2021-06-25,2021-06-30,2021,Train,4,0.0,True,0.0,False
Adj 1545,188,-1,2021-07-01,2021-07-02,2021,Train,2,0.023163777182204526,True,0.023163777182204526,True
Adj 1545,189,0,2021-07-05,2021-07-07,2021,Train,3,0.0,True,0.0,False
Adj 1545,190,1,2021-07-08,2021-07-08,2021,Train,1,-0.007857877423258386,True,-0.007857877423258386,True
Adj 1545,191,0,2021-07-09,2021-07-12,2021,Train,2,0.0,True,0.0,False
Adj 1545,192,1,2021-07-13,2021-07-16,2021,Train,4,0.0016196220510991122,True,0.0016196220510991122,True
Adj 1545,193,-1,2021-07-19,2021-07-21,2021,Train,3,-0.012316748974631864,True,-0.012316748974631864,True
Adj 1545,194,0,2021-07-22,2021-07-23,2021,Train,2,0.0,True,0.0,False
Adj 1545,195,1,2021-07-26,2021-08-04,2021,Train,8,-0.0067199752892304065,True,-0.0067199752892304065,True
Adj 1545,196,0,2021-08-05,2021-08-06,2021,Train,2,0.0,True,0.0,False
Adj 1545,197,-1,2021-08-09,2021-08-09,2021,Train,1,-0.008172009003110103,True,-0.008172009003110103,True
Adj 1545,198,0,2021-08-10,2021-08-17,2021,Train,6,0.0,True,0.0,False
Adj 1545,199,-1,2021-08-18,2021-08-20,2021,Train,3,-0.00957696093250282,True,-0.00957696093250282,True
Adj 1545,200,0,2021-08-23,2021-08-26,2021,Train,4,0.0,True,0.0,False
Adj 1545,201,-1,2021-08-27,2021-08-30,2021,Train,2,-0.01491841051465459,True,-0.01491841051465459,True
Adj 1545,202,0,2021-08-31,2021-08-31,2021,Train,1,0.0,True,0.0,False
Adj 1545,203,1,2021-09-01,2021-09-07,2021,Train,5,0.031083125174228177,True,0.031083125174228177,True
Adj 1545,204,0,2021-09-08,2021-09-08,2021,Train,1,0.0,True,0.0,False
Adj 1545,205,1,2021-09-09,2021-09-09,2021,Train,1,0.010434318777898577,True,0.010434318777898577,True
Adj 1545,206,0,2021-09-10,2021-09-15,2021,Train,4,0.0,True,0.0,False
Adj 1545,207,-1,2021-09-16,2021-09-17,2021,Train,2,0.04133855468303771,True,0.04133855468303771,True
Adj 1545,208,0,2021-09-22,2021-09-27,2021,Train,4,0.0,True,0.0,False
Adj 1545,209,-1,2021-09-28,2021-10-11,2021,Train,5,0.012099213798322794,True,0.012099213798322794,True
Adj 1545,210,0,2021-10-12,2021-10-13,2021,Train,2,0.0,True,0.0,False
Adj 1545,211,-1,2021-10-14,2021-11-01,2021,Train,13,-0.013257612262968288,True,-0.013257612262968288,True
Adj 1545,212,0,2021-11-02,2021-11-03,2021,Train,2,0.0,True,0.0,False
Adj 1545,213,1,2021-11-04,2021-11-11,2021,Train,6,0.012473418407623948,True,0.012473418407623948,True
Adj 1545,214,0,2021-11-12,2021-11-17,2021,Train,4,0.0,True,0.0,False
Adj 1545,215,-1,2021-11-18,2021-11-18,2021,Train,1,0.0036255308347789006,True,0.0036255308347789006,True
Adj 1545,216,0,2021-11-19,2021-11-19,2021,Train,1,0.0,True,0.0,False
Adj 1545,217,1,2021-11-22,2021-11-24,2021,Train,3,0.011874564433141943,True,0.011874564433141943,True
Adj 1545,218,0,2021-11-25,2021-12-06,2021,Train,8,0.0,True,0.0,False
Adj 1545,219,-1,2021-12-07,2021-12-09,2021,Train,3,-0.0017036432099046817,True,-0.0017036432099046817,True
Adj 1545,220,1,2021-12-10,2021-12-16,2021,Train,5,0.012973660386610297,True,0.012973660386610297,True
Adj 1545,221,0,2021-12-17,2021-12-17,2021,Train,1,0.0,True,0.0,False
Adj 1545,222,-1,2021-12-20,2021-12-24,2021,Train,5,0.002723095332544556,True,0.002723095332544556,True
Adj 1545,223,0,2021-12-27,2021-12-28,2021,Train,2,0.0,True,0.0,False
Adj 1545,224,1,2021-12-29,2022-01-04,2021,Train,4,0.009454148650552274,True,0.009454148650552274,True
Adj 1545,225,-1,2022-01-05,2022-01-14,2022,Train,8,0.03598768559247345,True,0.03598768559247345,True
Adj 1545,226,0,2022-01-17,2022-01-20,2022,Train,4,0.0,True,0.0,False
Adj 1545,227,-1,2022-01-21,2022-01-27,2022,Train,5,0.05007350031420521,True,0.05007350031420521,True
Adj 1545,228,0,2022-01-28,2022-02-15,2022,Train,8,0.0,True,0.0,False
Adj 1545,229,-1,2022-02-16,2022-02-17,2022,Train,2,0.006601694443018724,True,0.006601694443018724,True
Adj 1545,230,0,2022-02-18,2022-02-24,2022,Train,5,0.0,True,0.0,False
Adj 1545,231,-1,2022-02-25,2022-03-07,2022,Train,7,0.022682296066382612,True,0.022682296066382612,True
Adj 1545,232,0,2022-03-08,2022-03-09,2022,Train,2,0.0,True,0.0,False
Adj 1545,233,-1,2022-03-10,2022-03-16,2022,Train,5,0.028903394895075762,True,0.028903394895075762,True
Adj 1545,234,0,2022-03-17,2022-03-17,2022,Train,1,0.0,True,0.0,False
Adj 1545,235,1,2022-03-18,2022-03-18,2022,Train,1,0.01457448592489996,True,0.01457448592489996,True
Adj 1545,236,0,2022-03-21,2022-03-22,2022,Train,2,0.0,True,0.0,False
Adj 1545,237,1,2022-03-23,2022-03-23,2022,Train,1,0.0004174418196742913,True,0.0004174418196742913,True
Adj 1545,238,0,2022-03-24,2022-03-31,2022,Train,6,0.0,True,0.0,False
Adj 1545,239,-1,2022-04-01,2022-04-07,2022,Train,3,0.009735929992412018,True,0.009735929992412018,True
Adj 1545,240,0,2022-04-08,2022-04-08,2022,Train,1,0.0,True,0.0,False
Adj 1545,241,1,2022-04-11,2022-04-12,2022,Train,2,-0.016940578780488047,True,-0.016940578780488047,True
Adj 1545,242,0,2022-04-13,2022-04-14,2022,Train,2,0.0,True,0.0,False
Adj 1545,243,-1,2022-04-15,2022-04-25,2022,Train,7,0.12330871978642388,True,0.12330871978642388,True
Adj 1545,244,0,2022-04-26,2022-04-28,2022,Train,3,0.0,True,0.0,False
Adj 1545,245,1,2022-04-29,2022-05-09,2022,Train,4,0.013846385629216251,True,0.013846385629216251,True
Adj 1545,246,0,2022-05-10,2022-05-11,2022,Train,2,0.0,True,0.0,False
Adj 1545,247,1,2022-05-12,2022-05-13,2022,Train,2,0.02311610067164338,True,0.02311610067164338,True
Adj 1545,248,0,2022-05-16,2022-05-20,2022,Train,5,0.0,True,0.0,False
Adj 1545,249,1,2022-05-23,2022-05-25,2022,Train,3,-0.014916243915824134,True,-0.014916243915824134,True
Adj 1545,250,0,2022-05-26,2022-05-27,2022,Train,2,0.0,True,0.0,False
Adj 1545,251,1,2022-05-30,2022-06-15,2022,Train,12,0.057356090753570954,True,0.057356090753570954,True
Adj 1545,252,0,2022-06-16,2022-06-20,2022,Train,3,0.0,True,0.0,False
Adj 1545,253,1,2022-06-21,2022-06-22,2022,Train,2,-0.021898174406515314,True,-0.021898174406515314,True
Adj 1545,254,0,2022-06-23,2022-06-23,2022,Train,1,0.0,True,0.0,False
Adj 1545,255,1,2022-06-24,2022-07-04,2022,Train,7,0.036025628934495235,True,0.036025628934495235,True
Adj 1545,256,0,2022-07-05,2022-07-15,2022,Train,9,0.0,True,0.0,False
Adj 1545,257,-1,2022-07-18,2022-07-22,2022,Train,5,-0.013189772687074108,True,-0.013189772687074108,True
Adj 1545,258,0,2022-07-25,2022-07-25,2022,Train,1,0.0,True,0.0,False
Adj 1545,259,1,2022-07-26,2022-07-26,2022,Train,1,0.010001187971141468,True,0.010001187971141468,True
Adj 1545,260,0,2022-07-27,2022-07-28,2022,Train,2,0.0,True,0.0,False
Adj 1545,261,1,2022-07-29,2022-07-29,2022,Train,1,-0.009932682667076809,True,-0.009932682667076809,True
Adj 1545,262,0,2022-08-01,2022-08-02,2022,Train,2,0.0,True,0.0,False
Adj 1545,263,-1,2022-08-03,2022-08-10,2022,Train,6,-0.028563298962674066,True,-0.028563298962674066,True
Adj 1545,264,0,2022-08-11,2022-08-11,2022,Train,1,0.0,True,0.0,False
Adj 1545,265,1,2022-08-12,2022-08-31,2022,Train,14,-0.042190606655348906,True,-0.042190606655348906,True
Adj 1545,266,-1,2022-09-01,2022-09-05,2022,Train,3,-0.007359040911949499,True,-0.007359040911949499,True
Adj 1545,267,0,2022-09-06,2022-09-13,2022,Train,5,0.0,True,0.0,False
Adj 1545,268,1,2022-09-14,2022-09-15,2022,Train,2,-0.01955296764206138,True,-0.01955296764206138,True
Adj 1545,269,0,2022-09-16,2022-09-16,2022,Train,1,0.0,True,0.0,False
Adj 1545,270,-1,2022-09-19,2022-09-23,2022,Train,5,0.017818005002862236,True,0.017818005002862236,True
Adj 1545,271,0,2022-09-26,2022-09-29,2022,Train,4,0.0,True,0.0,False
Adj 1545,272,1,2022-09-30,2022-10-17,2022,Train,7,0.04588275295787925,True,0.04588275295787925,True
Adj 1545,273,0,2022-10-18,2022-10-24,2022,Train,5,0.0,True,0.0,False
Adj 1545,274,-1,2022-10-25,2022-10-26,2022,Train,2,-0.01946291553774726,True,-0.01946291553774726,True
Adj 1545,275,0,2022-10-27,2022-11-14,2022,Train,13,0.0,True,0.0,False
Adj 1545,276,1,2022-11-15,2022-11-24,2022,Train,8,-0.004547719490155644,True,-0.004547719490155644,True
Adj 1545,277,0,2022-11-25,2022-11-28,2022,Train,2,0.0,True,0.0,False
Adj 1545,278,-1,2022-11-29,2022-12-05,2022,Train,5,-0.021517834652819312,True,-0.021517834652819312,True
Adj 1545,279,0,2022-12-06,2022-12-09,2022,Train,4,0.0,True,0.0,False
Adj 1545,280,1,2022-12-12,2022-12-14,2022,Train,3,-0.014815244436398589,True,-0.014815244436398589,True
Adj 1545,281,-1,2022-12-15,2022-12-21,2022,Train,5,0.036898616339077206,True,0.036898616339077206,True
Adj 1545,282,0,2022-12-22,2022-12-27,2022,Train,4,0.0,True,0.0,False
Adj 1545,283,1,2022-12-28,2022-12-28,2022,Train,1,-0.004346655250275666,True,-0.004346655250275666,True
Adj 1545,284,0,2022-12-29,2023-01-03,2022,Train,3,0.0,True,0.0,False
Adj 1545,285,1,2023-01-04,2023-01-06,2023,Val,3,0.012705958907068604,True,0.012705958907068604,True
Adj 1545,286,0,2023-01-09,2023-01-13,2023,Val,5,0.0,True,0.0,False
Adj 1545,287,1,2023-01-16,2023-02-16,2023,Val,19,0.035785085564223884,True,0.035785085564223884,True
Adj 1545,288,-1,2023-02-17,2023-02-20,2023,Val,2,-0.01043467568257872,True,-0.01043467568257872,True
Adj 1545,289,0,2023-02-21,2023-03-07,2023,Val,11,0.0,True,0.0,False
Adj 1545,290,-1,2023-03-08,2023-03-09,2023,Val,2,0.001984567342074639,True,0.001984567342074639,True
Adj 1545,291,0,2023-03-10,2023-03-14,2023,Val,3,0.0,True,0.0,False
Adj 1545,292,-1,2023-03-15,2023-03-22,2023,Val,6,-0.006934743739638094,True,-0.006934743739638094,True
Adj 1545,293,0,2023-03-23,2023-03-30,2023,Val,6,0.0,True,0.0,False
Adj 1545,294,-1,2023-03-31,2023-04-03,2023,Val,2,-0.02057354795744981,True,-0.02057354795744981,True
Adj 1545,295,0,2023-04-04,2023-04-04,2023,Val,1,0.0,True,0.0,False
Adj 1545,296,1,2023-04-06,2023-04-20,2023,Val,11,0.003938486475968506,True,0.003938486475968506,True
Adj 1545,297,0,2023-04-21,2023-04-21,2023,Val,1,0.0,True,0.0,False
Adj 1545,298,-1,2023-04-24,2023-05-04,2023,Val,6,-0.0010475541067896943,True,-0.0010475541067896943,True
Adj 1545,299,1,2023-05-05,2023-05-09,2023,Val,3,-0.01412883146154753,True,-0.01412883146154753,True
Adj 1545,300,0,2023-05-10,2023-05-10,2023,Val,1,0.0,True,0.0,False
Adj 1545,301,-1,2023-05-11,2023-05-18,2023,Val,6,0.01100962067419553,True,0.01100962067419553,True
Adj 1545,302,0,2023-05-19,2023-05-29,2023,Val,7,0.0,True,0.0,False
Adj 1545,303,-1,2023-05-30,2023-05-31,2023,Val,2,-0.0034003081714841787,True,-0.0034003081714841787,True
Adj 1545,304,0,2023-06-01,2023-06-07,2023,Val,5,0.0,True,0.0,False
Adj 1545,305,-1,2023-06-08,2023-06-09,2023,Val,2,-0.0046734182406166225,True,-0.0046734182406166225,True
Adj 1545,306,0,2023-06-12,2023-06-13,2023,Val,2,0.0,True,0.0,False
Adj 1545,307,1,2023-06-14,2023-06-28,2023,Val,9,-0.019174571050076472,True,-0.019174571050076472,True
Adj 1545,308,0,2023-06-29,2023-07-10,2023,Val,8,0.0,True,0.0,False
Adj 1545,309,-1,2023-07-11,2023-07-13,2023,Val,3,-0.010394491736468225,True,-0.010394491736468225,True
Adj 1545,310,0,2023-07-14,2023-08-14,2023,Val,22,0.0,True,0.0,False
Adj 1545,311,-1,2023-08-15,2023-08-21,2023,Val,5,0.03166578278993648,True,0.03166578278993648,True
Adj 1545,312,0,2023-08-22,2023-09-01,2023,Val,9,0.0,True,0.0,False
Adj 1545,313,-1,2023-09-04,2023-09-04,2023,Val,1,-0.00830559235468531,True,-0.00830559235468531,True
Adj 1545,314,0,2023-09-05,2023-09-05,2023,Val,1,0.0,True,0.0,False
Adj 1545,315,1,2023-09-06,2023-09-08,2023,Val,3,-0.008328401361093363,True,-0.008328401361093363,True
Adj 1545,316,-1,2023-09-11,2023-09-12,2023,Val,2,-0.0073198975305280856,True,-0.0073198975305280856,True
Adj 1545,317,0,2023-09-13,2023-09-27,2023,Val,11,0.0,True,0.0,False
Adj 1545,318,1,2023-09-28,2023-10-09,2023,Val,2,-0.003867787953439339,True,-0.003867787953439339,True
Adj 1545,319,0,2023-10-10,2023-10-11,2023,Val,2,0.0,True,0.0,False
Adj 1545,320,-1,2023-10-12,2023-10-12,2023,Val,1,0.001799327531769368,True,0.001799327531769368,True
Adj 1545,321,0,2023-10-13,2023-10-18,2023,Val,4,0.0,True,0.0,False
Adj 1545,322,-1,2023-10-19,2023-10-20,2023,Val,2,0.017580181073602485,True,0.017580181073602485,True
Adj 1545,323,0,2023-10-23,2023-10-26,2023,Val,4,0.0,True,0.0,False
Adj 1545,324,1,2023-10-27,2023-11-02,2023,Val,5,0.014082716903809578,True,0.014082716903809578,True
Adj 1545,325,0,2023-11-03,2023-11-07,2023,Val,3,0.0,True,0.0,False
Adj 1545,326,1,2023-11-08,2023-11-17,2023,Val,8,0.00597979466063947,True,0.00597979466063947,True
Adj 1545,327,0,2023-11-20,2023-11-21,2023,Val,2,0.0,True,0.0,False
Adj 1545,328,1,2023-11-22,2023-11-28,2023,Val,5,-0.005923322915869722,True,-0.005923322915869722,True
Adj 1545,329,-1,2023-11-29,2023-11-30,2023,Val,2,0.008517224302964865,True,0.008517224302964865,True
Adj 1545,330,0,2023-12-01,2023-12-08,2023,Val,6,0.0,True,0.0,False
Adj 1545,331,1,2023-12-11,2023-12-14,2023,Val,4,0.00483996308990875,True,0.00483996308990875,True
Adj 1545,332,0,2023-12-15,2023-12-19,2023,Val,3,0.0,True,0.0,False
Adj 1545,333,-1,2023-12-20,2023-12-27,2023,Val,6,0.01944807930431669,True,0.01944807930431669,True
Adj 1545,334,0,2023-12-28,2024-01-03,2023,Val,4,0.0,True,0.0,False
Adj 1545,335,1,2024-01-04,2024-01-10,2024,Val,5,-0.04573425745596038,True,-0.04573425745596038,True
Adj 1545,336,0,2024-01-11,2024-01-15,2024,Val,3,0.0,True,0.0,False
Adj 1545,337,-1,2024-01-16,2024-01-22,2024,Val,5,0.08212986363226837,True,0.08212986363226837,True
Adj 1545,338,0,2024-01-23,2024-01-24,2024,Val,2,0.0,True,0.0,False
Adj 1545,339,1,2024-01-25,2024-01-30,2024,Val,4,-0.02886153314380213,True,-0.02886153314380213,True
Adj 1545,340,-1,2024-01-31,2024-02-05,2024,Val,4,0.08045382800634338,True,0.08045382800634338,True
Adj 1545,341,0,2024-02-06,2024-02-07,2024,Val,2,0.0,True,0.0,False
Adj 1545,342,1,2024-02-08,2024-03-07,2024,Val,15,0.031082147150973904,True,0.031082147150973904,True
Adj 1545,343,0,2024-03-08,2024-03-12,2024,Val,3,0.0,True,0.0,False
Adj 1545,344,1,2024-03-13,2024-03-19,2024,Val,5,0.00749282164112508,True,0.00749282164112508,True
Adj 1545,345,0,2024-03-20,2024-03-20,2024,Val,1,0.0,True,0.0,False
Adj 1545,346,-1,2024-03-21,2024-03-22,2024,Val,2,0.02483212552181502,True,0.02483212552181502,True
Adj 1545,347,0,2024-03-25,2024-03-28,2024,Val,4,0.0,True,0.0,False
Adj 1545,348,1,2024-03-29,2024-04-08,2024,Val,5,0.014418735996107879,True,0.014418735996107879,True
Adj 1545,349,0,2024-04-09,2024-04-18,2024,Val,8,0.0,True,0.0,False
Adj 1545,350,1,2024-04-19,2024-04-24,2024,Val,4,-0.015407914795081523,True,-0.015407914795081523,True
Adj 1545,351,0,2024-04-25,2024-04-26,2024,Val,2,0.0,True,0.0,False
Adj 1545,352,1,2024-04-29,2024-05-09,2024,Val,6,0.03536387527344331,True,0.03536387527344331,True
Adj 1545,353,0,2024-05-10,2024-05-13,2024,Val,2,0.0,True,0.0,False
Adj 1545,354,1,2024-05-14,2024-05-15,2024,Val,2,-0.008612110869310574,True,-0.008612110869310574,True
Adj 1545,355,0,2024-05-16,2024-05-16,2024,Val,1,0.0,True,0.0,False
Adj 1545,356,1,2024-05-17,2024-05-22,2024,Val,4,0.005714276474605096,True,0.005714276474605096,True
Adj 1545,357,0,2024-05-23,2024-05-30,2024,Val,6,0.0,True,0.0,False
Adj 1545,358,-1,2024-05-31,2024-06-06,2024,Val,5,0.011879266013087864,True,0.011879266013087864,True
Adj 1545,359,0,2024-06-07,2024-06-12,2024,Val,3,0.0,True,0.0,False
Adj 1545,360,-1,2024-06-13,2024-06-14,2024,Val,2,0.00813010282343063,True,0.00813010282343063,True
Adj 1545,361,0,2024-06-17,2024-06-21,2024,Val,5,0.0,True,0.0,False
Adj 1545,362,-1,2024-06-24,2024-07-02,2024,Val,7,0.02489976002377592,True,0.02489976002377592,True
Adj 1545,363,0,2024-07-03,2024-07-04,2024,Val,2,0.0,True,0.0,False
Adj 1545,364,-1,2024-07-05,2024-07-11,2024,Val,5,-0.02047728250109926,True,-0.02047728250109926,True
Adj 1545,365,0,2024-07-12,2024-07-23,2024,Val,8,0.0,True,0.0,False
Adj 1545,366,-1,2024-07-24,2024-07-25,2024,Val,2,0.008798365397669206,True,0.008798365397669206,True
Adj 1545,367,0,2024-07-26,2024-07-26,2024,Val,1,0.0,True,0.0,False
Adj 1545,368,1,2024-07-29,2024-08-01,2024,Val,4,0.017043030637233225,True,0.017043030637233225,True
Adj 1545,369,0,2024-08-02,2024-08-13,2024,Val,8,0.0,True,0.0,False
Adj 1545,370,-1,2024-08-14,2024-08-15,2024,Val,2,0.005385798838210221,True,0.005385798838210221,True
Adj 1545,371,0,2024-08-16,2024-08-23,2024,Val,6,0.0,True,0.0,False
Adj 1545,372,-1,2024-08-26,2024-08-27,2024,Val,2,0.012443860993160527,True,0.012443860993160527,True
Adj 1545,373,0,2024-08-28,2024-09-11,2024,Val,11,0.0,True,0.0,False
Adj 1545,374,-1,2024-09-12,2024-09-13,2024,Val,2,0.015292590919911198,True,0.015292590919911198,True
Adj 1545,375,0,2024-09-18,2024-09-23,2024,Val,4,0.0,True,0.0,False
Adj 1545,376,1,2024-09-24,2024-10-08,2024,Val,6,0.3072316079714077,True,0.3072316079714077,True
Adj 1545,377,0,2024-10-09,2024-10-22,2024,Val,10,0.0,True,0.0,False
Adj 1545,378,1,2024-10-23,2024-10-31,2024,Val,7,0.025929958571173528,True,0.025929958571173528,True
Adj 1545,379,0,2024-11-01,2024-11-01,2024,Val,1,0.0,True,0.0,False
Adj 1545,380,1,2024-11-04,2024-11-12,2024,Val,7,0.06822327421103114,True,0.06822327421103114,True
Adj 1545,381,0,2024-11-13,2024-11-18,2024,Val,4,0.0,True,0.0,False
Adj 1545,382,-1,2024-11-19,2024-11-21,2024,Val,3,-0.022583435420686637,True,-0.022583435420686637,True
Adj 1545,383,1,2024-11-22,2024-12-02,2024,Val,7,-0.0024174513296235656,True,-0.0024174513296235656,True
Adj 1545,384,0,2024-12-03,2024-12-05,2024,Val,3,0.0,True,0.0,False
Adj 1545,385,-1,2024-12-06,2024-12-09,2024,Val,2,-0.03841868723297659,True,-0.03841868723297659,True
Adj 1545,386,0,2024-12-10,2024-12-10,2024,Val,1,0.0,True,0.0,False
Adj 1545,387,1,2024-12-11,2024-12-13,2024,Val,3,0.0018220775958878166,True,0.0018220775958878166,True
Adj 1545,388,0,2024-12-16,2024-12-20,2024,Val,5,0.0,True,0.0,False
Adj 1545,389,-1,2024-12-23,2024-12-25,2024,Val,3,0.014555238897926648,True,0.014555238897926648,True
Adj 1545,390,0,2024-12-26,2024-12-26,2024,Val,1,0.0,True,0.0,False
Adj 1545,391,1,2024-12-27,2025-01-02,2024,Val,4,-0.05849568422671991,True,-0.05849568422671991,True
Adj 1545,392,0,2025-01-03,2025-01-13,2025,Test,7,0.0,True,0.0,False
Adj 1545,393,1,2025-01-14,2025-01-17,2025,Test,4,0.04205943280417557,True,0.04205943280417557,True
Adj 1545,394,0,2025-01-20,2025-01-20,2025,Test,1,0.0,True,0.0,False
Adj 1545,395,-1,2025-01-21,2025-01-22,2025,Test,2,-0.003559051782234257,True,-0.003559051782234257,True
