形成日,实际执行日,三状态,state_strength,state_phase,fast_engine,slow_engine,direction_score,direction_score_continuous,direction_score_band,risk_high_count,-1转0_score,-1转0_冻结阈值,-1转0_距阈值,+1转0_score,+1转0_冻结阈值,+1转0_距阈值,0转-1_score,0转-1_冻结阈值,0转-1_距阈值,0转-1_释放阈值,0转-1_距释放阈值,0转-1_事件信号,0转+1_score,0转+1_冻结阈值,0转+1_距阈值,0转+1_释放阈值,0转+1_距释放阈值,0转+1_事件信号,大涨_score,大涨_冻结阈值,大涨_距阈值,大涨_预测,大跌_score,大跌_冻结阈值,大跌_距阈值,大跌_预测
2022-06-22,2022-06-23,0,-0.1666666666666666,entry,0.4047619047619047,0.4424603174603174,0.3813888888888889,0.439484126984127,0.2458333333333333,0.0,0.1991543949441871,0.815842643776842,-0.6166882488326549,,0.4920211306764882,,-1.5067116610785567,1.2294466376933055,-2.736158298771862,0.6645986031220402,-2.171310264200597,0,-4.707729468599034,4.671980676328502,-9.379710144927536,4.606280193236715,-9.314009661835748,0,0.7379012913641804,0.8135114753699175,-0.0756101840057371,0,0.6551312507001704,0.6832148298881413,-0.0280835791879708,0
2022-06-23,2022-06-24,0,0.4209325396825397,entry,0.6408730158730158,0.6666666666666667,0.5893055555555556,0.6615079365079366,0.4208333333333333,1.0,0.3161140464453653,0.815842643776842,-0.4997285973314767,,0.4920211306764882,,-0.3784540426491494,1.2294466376933055,-1.607900680342455,0.6645986031220402,-1.0430526457711895,0,4.7270531400966185,4.671980676328502,0.0550724637681163,4.606280193236715,0.1207729468599039,1,0.4809996254441643,0.8135114753699175,-0.3325118499257532,0,0.6811459615896486,0.6832148298881413,-0.0020688682984927,0
2022-06-24,2022-06-27,0,0.4832766439909298,continuation,0.7361111111111112,0.7311507936507937,0.6941666666666666,0.738095238095238,0.5916666666666666,0.0,0.4937952236828177,0.815842643776842,-0.3220474200940243,,0.4920211306764882,,0.6056153162987857,1.2294466376933055,-0.6238313213945198,0.6645986031220402,-0.0589832868232544,0,4.722222222222222,4.671980676328502,0.0502415458937202,4.606280193236715,0.1159420289855077,0,0.5276247856012642,0.8135114753699175,-0.2858866897686533,0,0.6040789716836352,0.6832148298881413,-0.079135858204506,0
2022-06-27,2022-06-28,0,0.5535714285714286,pending_switch,0.7232142857142857,0.7896825396825397,0.7503472222222222,0.7754960317460318,0.6916666666666667,0.0,0.7109952210961793,0.815842643776842,-0.1048474226806627,,0.4920211306764882,,-1.026482425242535,1.2294466376933055,-2.2559290629358406,0.6645986031220402,-1.6910810283645752,0,-4.688405797101449,4.671980676328502,-9.360386473429951,4.606280193236715,-9.294685990338165,0,0.5602801038973692,0.8135114753699175,-0.2532313714725483,0,0.6048784665352566,0.6832148298881413,-0.0783363633528847,0
2022-06-28,2022-06-29,1,0.675925925925926,entry,0.8660714285714286,0.8501984126984128,0.8603472222222222,0.8594246031746031,0.8625,0.0,0.2112209063573036,0.815842643776842,-0.6046217374195384,0.4670589799971635,0.4920211306764882,-0.0249621506793247,-0.8224452384192412,1.2294466376933055,-2.051891876112547,0.6645986031220402,-1.4870438415412814,0,4.741545893719807,4.671980676328502,0.0695652173913048,4.606280193236715,0.1352657004830924,0,0.4953710625701606,0.8135114753699175,-0.3181404127997569,0,0.5889645459391043,0.6832148298881413,-0.094250283949037,0
2022-06-29,2022-06-30,1,0.0,pending_switch,0.7073412698412698,0.7093253968253967,0.6600694444444444,0.7036706349206349,0.5583333333333333,0.0,0.304846165796709,0.815842643776842,-0.510996477980133,0.4867831605982475,0.4920211306764882,-0.0052379700782407,1.5523772388315833,1.2294466376933055,0.3229306011382777,0.6645986031220402,0.8877786357095431,0,-4.673913043478261,4.671980676328502,-9.345893719806764,4.606280193236715,-9.280193236714975,0,0.9182516617914628,0.8135114753699175,0.1047401864215452,1,0.5807205431669642,0.6832148298881413,-0.1024942867211771,0
2022-06-30,2022-07-01,1,0.496031746031746,continuation,0.8273809523809523,0.7589285714285714,0.7388888888888888,0.7859126984126984,0.6291666666666667,0.0,0.4574082829388294,0.815842643776842,-0.3584343608380126,0.4987447120098142,0.4920211306764882,0.0067235813333259,0.967891962279038,1.2294466376933055,-0.2615546754142676,0.6645986031220402,0.3032933591569977,0,4.794685990338165,4.671980676328502,0.1227053140096625,4.606280193236715,0.1884057971014501,0,0.6708818106617621,0.8135114753699175,-0.1426296647081554,0,0.6160271320217763,0.6832148298881413,-0.067187697866365,0
2022-07-01,2022-07-04,1,0.5982638888888889,continuation,0.7351190476190477,0.7906746031746033,0.7589583333333333,0.7717261904761905,0.7291666666666667,0.0,0.6131450059217225,0.815842643776842,-0.2026976378551195,0.4749959082042767,0.4920211306764882,-0.0170252224722115,-1.4388147561890905,1.2294466376933055,-2.668261393882396,0.6645986031220402,-2.103413359311131,0,-4.606280193236715,4.671980676328502,-9.278260869565216,4.606280193236715,-9.21256038647343,0,0.553963502063142,0.8135114753699175,-0.2595479733067755,0,0.5697522264713198,0.6832148298881413,-0.1134626034168214,0
2022-07-04,2022-07-05,1,0.367063492063492,continuation,0.8621031746031746,0.689484126984127,0.7711805555555555,0.758829365079365,0.8,0.0,0.8153297062150887,0.815842643776842,-0.0005129375617533,0.4995321098795729,0.4920211306764882,0.0075109792030846,0.3384813821048608,1.2294466376933055,-0.8909652555884447,0.6645986031220402,-0.3261172210171794,0,4.669082125603865,4.671980676328502,-0.0028985507246375,4.606280193236715,0.06280193236715,0,0.5124941194301458,0.8135114753699175,-0.3010173559397717,0,0.4796912177551502,0.6832148298881413,-0.203523612132991,0
2022-07-05,2022-07-06,1,0.7126436781609196,continuation,0.7430555555555556,0.9057539682539684,0.8872916666666666,0.8550595238095238,0.9625,0.0,0.9710664291979818,0.815842643776842,0.1552237854211398,0.4920554741879918,0.4920211306764882,3.434351150355397e-05,1.4991369529910734,1.2294466376933055,0.2696903152977679,0.6645986031220402,0.8345383498690332,0,4.678743961352657,4.671980676328502,0.0067632850241547,4.606280193236715,0.0724637681159423,0,0.5952786048986642,0.8135114753699175,-0.2182328704712532,0,0.4814636849918159,0.6832148298881413,-0.2017511448963254,0
