实际执行日,三状态,+1反转,-1反转,0转-1,0转+1,大涨,大跌,执行日O2O,阶段,仅零段反转状态,仅零段反转原因,仅零段反转日收益
2020-05-26,0,0,0,0,0,0,0,0.0159975134762686,Train,0,基础0,0.0
2020-05-27,0,0,0,0,0,0,0,-0.010925788324152,Train,0,基础0,-0.0
2020-05-28,0,0,0,0,0,0,0,-0.0032975072748393,Train,0,基础0,-0.0
2020-05-29,0,0,0,0,0,0,0,0.0180806008290987,Train,0,基础0,0.0
2020-06-01,0,0,0,0,0,0,0,0.0273704975598807,Train,0,基础0,0.0
2020-06-02,0,0,0,0,0,0,0,-0.00208349459049,Train,0,基础0,-0.0
2020-06-03,0,0,0,0,0,0,0,0.0010107095634239,Train,0,基础0,0.0
2020-06-04,0,0,0,0,0,0,0,-0.000748799792176,Train,0,基础0,-0.0
2020-06-05,0,0,0,1,0,0,0,0.0059472073777233,Train,-1,0转-1持有,-0.0059472073777233
2020-06-08,0,0,0,1,0,0,0,-0.0064487148090658,Train,-1,0转-1持有,0.0064487148090658
2020-06-09,0,0,0,0,0,0,0,0.0052871978938557,Train,0,基础0,0.0
2020-06-10,0,0,0,0,0,0,0,0.0012444094284507,Train,0,基础0,0.0
2020-06-11,1,0,0,0,0,0,0,-0.0240016398271105,Train,1,基础+1,-0.0240016398271105
2020-06-12,1,0,0,0,0,0,0,0.0222654081319206,Train,1,基础+1,0.0222654081319206
2020-06-15,1,0,0,0,0,0,0,0.0048833696713479,Train,1,基础+1,0.0048833696713479
2020-06-16,1,0,0,0,0,0,0,0.0133898162108228,Train,1,基础+1,0.0133898162108228
2020-06-17,1,0,0,0,0,0,0,0.0051402887364415,Train,1,基础+1,0.0051402887364415
2020-06-18,1,0,0,0,0,0,0,-0.0008020695041855,Train,1,基础+1,-0.0008020695041855
2020-06-19,1,0,0,0,0,0,0,0.0105275915943565,Train,1,基础+1,0.0105275915943565
2020-06-22,1,0,0,0,0,0,0,-0.0018413686257745,Train,1,基础+1,-0.0018413686257745
2020-06-23,1,0,0,0,0,0,0,0.0043953784253267,Train,1,基础+1,0.0043953784253267
2020-06-24,0,0,0,1,0,0,0,-0.0058672759489875,Train,-1,0转-1持有,0.0058672759489875
2020-06-29,0,0,0,1,1,0,0,0.0027026257094062,Train,0,零段同日冲突置0,0.0
2020-06-30,0,0,0,0,1,0,0,0.016316795216468,Train,1,0转+1持有,0.016316795216468
2020-07-01,0,0,0,0,1,0,0,-0.000621424954202,Train,1,0转+1持有,-0.000621424954202
2020-07-02,0,0,0,0,1,0,0,0.0185537777726991,Train,1,0转+1持有,0.0185537777726991
2020-07-03,0,0,0,0,1,0,0,0.0176895449576108,Train,1,0转+1持有,0.0176895449576108
2020-07-06,1,0,0,0,0,0,0,0.0446783729298838,Train,1,基础+1,0.0446783729298838
2020-07-07,1,0,0,0,0,0,0,0.0016696100152733,Train,1,基础+1,0.0016696100152733
2020-07-08,1,0,0,0,0,1,0,0.02544923525847,Train,1,基础+1,0.02544923525847
2020-07-09,1,0,0,0,0,0,0,0.0188098962934715,Train,1,基础+1,0.0188098962934715
2020-07-10,1,0,0,0,0,0,0,0.0069487744019975,Train,1,基础+1,0.0069487744019975
2020-07-13,1,0,0,0,0,0,0,0.0277720654521647,Train,1,基础+1,0.0277720654521647
2020-07-14,1,1,0,0,0,0,0,-0.0118003711582915,Train,1,基础+1,-0.0118003711582915
2020-07-15,1,1,0,0,0,0,0,-0.0254250525433049,Train,1,基础+1,-0.0254250525433049
2020-07-16,1,1,0,0,0,1,0,-0.0474686378066681,Train,1,基础+1,-0.0474686378066681
2020-07-17,0,0,0,0,0,1,0,0.0145492515322955,Train,0,基础0,0.0
2020-07-20,0,0,0,1,0,0,0,0.01986036939873,Train,-1,0转-1持有,-0.01986036939873
2020-07-21,0,0,0,1,0,0,0,0.0011613418107965,Train,-1,0转-1持有,-0.0011613418107965
2020-07-22,0,0,0,1,0,0,0,0.0012023493874073,Train,-1,0转-1持有,-0.0012023493874073
2020-07-23,0,0,0,0,0,0,0,0.0034685510172622,Train,0,基础0,0.0
2020-07-24,0,0,0,0,0,0,0,-0.0425560387906753,Train,0,基础0,-0.0
2020-07-27,0,0,0,0,0,1,0,0.0065184455651559,Train,0,基础0,0.0
2020-07-28,0,0,0,1,1,0,0,-0.0007365796142951,Train,0,零段同日冲突置0,-0.0
2020-07-29,0,0,0,1,1,0,0,0.032753909674202,Train,0,零段同日冲突置0,0.0
2020-07-30,0,0,0,0,1,0,0,-0.0075292492753562,Train,1,0转+1持有,-0.0075292492753562
2020-07-31,0,0,0,0,1,0,0,0.0209171812159283,Train,1,0转+1持有,0.0209171812159283
2020-08-03,0,0,0,0,0,0,0,0.0185598245419993,Train,0,基础0,0.0
2020-08-04,0,0,0,0,0,0,0,-0.0091450407063337,Train,0,基础0,-0.0
2020-08-05,0,0,0,0,0,0,0,0.0124896833314742,Train,0,基础0,0.0
2020-08-06,0,0,0,0,0,0,0,-0.0054622443329241,Train,0,基础0,-0.0
2020-08-07,0,0,0,0,0,0,0,-0.0113788064928003,Train,0,基础0,-0.0
2020-08-10,0,0,0,0,0,0,0,0.0091815117664655,Train,0,基础0,0.0
2020-08-11,0,0,0,1,0,0,0,-0.0219632088449169,Train,-1,0转-1持有,0.0219632088449169
2020-08-12,0,0,0,1,0,1,0,-0.0042000418905405,Train,-1,0转-1持有,0.0042000418905405
2020-08-13,0,0,0,0,0,0,0,-0.0014904989714026,Train,0,基础0,-0.0
2020-08-14,0,0,0,0,0,0,0,0.0158864288147568,Train,0,基础0,0.0
2020-08-17,0,0,0,0,0,0,0,0.0152055163483662,Train,0,基础0,0.0
2020-08-18,0,0,0,0,1,0,0,0.0051851279577546,Train,1,0转+1持有,0.0051851279577546
2020-08-19,0,0,0,0,1,0,0,-0.0236764608509392,Train,1,0转+1持有,-0.0236764608509392
2020-08-20,0,0,0,0,1,0,0,0.0010412857869503,Train,1,0转+1持有,0.0010412857869503
2020-08-21,0,0,0,0,1,0,0,0.0057921217616065,Train,1,0转+1持有,0.0057921217616065
2020-08-24,0,0,0,1,1,0,0,0.0046230885110982,Train,0,零段同日冲突置0,0.0
2020-08-25,0,0,0,1,1,0,0,-0.0071170123626935,Train,0,零段同日冲突置0,-0.0
2020-08-26,0,0,0,0,1,0,0,-0.0168880025995237,Train,1,0转+1持有,-0.0168880025995237
2020-08-27,0,0,0,0,0,0,0,0.0051638416464925,Train,0,基础0,0.0
2020-08-28,0,0,0,0,0,0,0,0.0224269758534447,Train,0,基础0,0.0
2020-08-31,0,0,0,0,0,0,0,-0.0077564641206887,Train,0,基础0,-0.0
2020-09-01,0,0,0,0,0,0,0,0.008777834906815,Train,0,基础0,0.0
2020-09-02,0,0,0,0,0,0,0,-0.0015741281494737,Train,0,基础0,-0.0
2020-09-03,0,0,0,0,1,0,0,-0.0251993409126844,Train,1,0转+1持有,-0.0251993409126844
2020-09-04,0,0,0,0,1,0,0,0.011306365156263,Train,1,0转+1持有,0.011306365156263
2020-09-07,0,0,0,0,1,0,0,-0.0190523322548977,Train,1,0转+1持有,-0.0190523322548977
2020-09-08,0,0,0,0,1,1,0,-0.005923889833118,Train,1,0转+1持有,-0.005923889833118
2020-09-09,0,0,0,0,1,0,1,-0.0078448187415706,Train,1,0转+1持有,-0.0078448187415706
2020-09-10,0,0,0,1,0,1,0,-0.0304272763947701,Train,-1,0转-1持有,0.0304272763947701
2020-09-11,-1,0,0,0,0,1,0,0.0226363601682317,Train,-1,基础-1,-0.0226363601682317
2020-09-14,-1,0,0,0,0,0,1,0.0001073168333531,Train,-1,基础-1,-0.0001073168333531
2020-09-15,-1,0,0,0,0,0,1,0.0044844962789223,Train,-1,基础-1,-0.0044844962789223
2020-09-16,-1,0,0,0,0,0,0,-0.0053054636825371,Train,-1,基础-1,0.0053054636825371
2020-09-17,-1,0,0,0,0,0,0,0.0034859667727835,Train,-1,基础-1,-0.0034859667727835
2020-09-18,-1,0,1,0,0,0,0,0.0195409325772135,Train,-1,基础-1,-0.0195409325772135
2020-09-21,0,0,0,0,1,0,0,-0.0154338307041705,Train,1,0转+1持有,-0.0154338307041705
2020-09-22,0,0,0,0,1,0,0,-0.0015243526112617,Train,1,0转+1持有,-0.0015243526112617
2020-09-23,0,0,0,0,1,0,0,-0.004479166407159,Train,1,0转+1持有,-0.004479166407159
2020-09-24,0,0,0,1,1,0,0,-0.0129048078173108,Train,0,零段同日冲突置0,-0.0
2020-09-25,0,0,0,1,0,0,0,-0.0026595337583705,Train,-1,0转-1持有,0.0026595337583705
2020-09-28,0,0,0,0,0,0,0,-0.0076786632690761,Train,0,基础0,-0.0
2020-09-29,0,0,0,0,0,0,0,0.0061422678441862,Train,0,基础0,0.0
2020-09-30,0,0,0,0,0,0,0,0.0087995966383842,Train,0,基础0,0.0
2020-10-09,0,0,0,0,0,0,0,0.0171446340844798,Train,0,基础0,0.0
2020-10-12,0,0,0,0,0,0,0,0.0204043402873062,Train,0,基础0,0.0
2020-10-13,0,0,0,0,0,0,0,0.0013767283391168,Train,0,基础0,0.0
2020-10-14,0,0,0,0,0,0,0,-0.0056151209370249,Train,0,基础0,-0.0
2020-10-15,0,0,0,0,0,0,0,-0.0083447412113033,Train,0,基础0,-0.0
2020-10-16,0,0,0,0,1,0,0,0.0015222083908474,Train,1,0转+1持有,0.0015222083908474
2020-10-19,0,0,0,0,1,0,0,-0.0180810495091212,Train,1,0转+1持有,-0.0180810495091212
2020-10-20,0,0,0,0,1,0,0,0.0120558418104625,Train,1,0转+1持有,0.0120558418104625
2020-10-21,0,0,0,1,1,0,0,-0.0146883676403171,Train,0,零段同日冲突置0,-0.0
2020-10-22,0,0,0,1,0,0,0,-0.0031264551047279,Train,-1,0转-1持有,0.0031264551047279
2020-10-23,0,0,0,0,0,0,0,-0.018481235668981,Train,0,基础0,-0.0
2020-10-26,0,0,0,0,0,0,0,-0.0012720500115417,Train,0,基础0,-0.0
2020-10-27,-1,0,0,0,0,0,0,0.0055381412486463,Train,-1,基础-1,-0.0055381412486463
2020-10-28,-1,0,0,0,0,0,0,-0.0084916113983674,Train,-1,基础-1,0.0084916113983674
2020-10-29,-1,0,0,0,0,0,0,0.0168619319245437,Train,-1,基础-1,-0.0168619319245437
2020-10-30,-1,0,0,0,0,0,0,-0.024466392269523,Train,-1,基础-1,0.024466392269523
2020-11-02,-1,0,0,0,0,0,0,0.0091034140740133,Train,-1,基础-1,-0.0091034140740133
2020-11-03,-1,0,1,0,0,0,0,0.0115750050367122,Train,-1,基础-1,-0.0115750050367122
2020-11-04,0,0,0,0,0,0,0,0.0076804209266656,Train,0,基础0,0.0
2020-11-05,0,0,0,0,0,0,0,0.0113703246216734,Train,0,基础0,0.0
2020-11-06,0,0,0,0,0,0,0,-0.0045150899940803,Train,0,基础0,-0.0
2020-11-09,0,0,0,0,0,0,0,0.0153040150350893,Train,0,基础0,0.0
2020-11-10,0,0,0,0,0,0,0,-0.0121321084270745,Train,0,基础0,-0.0
2020-11-11,0,0,0,0,0,0,0,-0.0080708214658355,Train,0,基础0,-0.0
2020-11-12,0,0,0,0,0,0,0,-9.614491713039186e-05,Train,0,基础0,-0.0
2020-11-13,0,0,0,1,0,0,0,0.0024181137944692,Train,-1,0转-1持有,-0.0024181137944692
2020-11-16,0,0,0,1,0,0,0,0.0096625250276745,Train,-1,0转-1持有,-0.0096625250276745
2020-11-17,0,0,0,0,0,0,0,-0.0074157054906474,Train,0,基础0,-0.0
2020-11-18,0,0,0,0,0,0,0,-0.0008473895730709,Train,0,基础0,-0.0
2020-11-19,0,0,0,0,0,0,0,0.0042198556886976,Train,0,基础0,0.0
2020-11-20,0,0,0,1,0,0,0,0.0127669733336315,Train,-1,0转-1持有,-0.0127669733336315
2020-11-23,0,0,0,1,0,0,0,0.0057222755160035,Train,-1,0转-1持有,-0.0057222755160035
2020-11-24,0,0,0,0,0,0,0,0.0025504628112442,Train,0,基础0,0.0
2020-11-25,0,0,0,0,0,0,0,-0.0214806928616292,Train,0,基础0,-0.0
2020-11-26,0,0,0,0,0,1,0,-0.0019650349544626,Train,0,基础0,-0.0
2020-11-27,0,0,0,0,0,0,0,0.0036415815049488,Train,0,基础0,0.0
2020-11-30,0,0,0,0,0,0,0,-0.0082710343997024,Train,0,基础0,-0.0
2020-12-01,0,0,0,0,0,0,0,0.0206253492471228,Train,0,基础0,0.0
2020-12-02,0,0,0,0,0,0,0,-8.881700824281413e-05,Train,0,基础0,-0.0
2020-12-03,0,0,0,0,0,0,0,-0.0017643812254612,Train,0,基础0,-0.0
2020-12-04,0,0,0,0,0,0,0,0.0062187109318241,Train,0,基础0,0.0
2020-12-07,0,0,0,1,0,0,0,-0.0064690810819487,Train,-1,0转-1持有,0.0064690810819487
2020-12-08,0,0,0,1,0,0,0,0.0009834439182381,Train,-1,0转-1持有,-0.0009834439182381
2020-12-09,0,0,0,0,0,0,0,-0.0210130144783823,Train,0,基础0,-0.0
2020-12-10,0,0,0,0,0,0,0,0.0053174460590215,Train,0,基础0,0.0
2020-12-11,0,0,0,0,0,0,0,-0.0191192107252966,Train,0,基础0,-0.0
2020-12-14,0,0,0,1,0,1,0,0.0068092597956193,Train,-1,0转-1持有,-0.0068092597956193
2020-12-15,0,0,0,1,0,0,0,0.0028982591581343,Train,-1,0转-1持有,-0.0028982591581343
2020-12-16,0,0,0,1,0,0,0,-0.0068810860565944,Train,-1,0转-1持有,0.0068810860565944
2020-12-17,0,0,0,0,0,0,0,0.0136674731356822,Train,0,基础0,0.0
2020-12-18,0,0,0,0,0,0,0,-0.0012523454040413,Train,0,基础0,-0.0
2020-12-21,0,0,0,0,0,0,0,0.0112056828651372,Train,0,基础0,0.0
2020-12-22,0,0,0,0,0,0,0,-0.0184416345473514,Train,0,基础0,-0.0
2020-12-23,0,0,0,1,0,1,0,0.0084931585948699,Train,-1,0转-1持有,-0.0084931585948699
2020-12-24,0,0,0,1,0,0,0,-0.0186238044881841,Train,-1,0转-1持有,0.0186238044881841
2020-12-25,0,0,0,0,0,0,0,0.014987888371108,Train,0,基础0,0.0
2020-12-28,0,0,0,0,0,0,0,-0.006850428502287,Train,0,基础0,-0.0
2020-12-29,0,0,0,0,0,0,0,-0.007096118718699,Train,0,基础0,-0.0
2020-12-30,0,0,0,1,0,0,0,0.0139607505942311,Train,-1,0转-1持有,-0.0139607505942311
2020-12-31,0,0,0,1,0,0,0,0.0179301225906729,Train,-1,0转-1持有,-0.0179301225906729
2021-01-04,0,0,0,0,0,0,0,0.0116702674167934,Train,0,基础0,0.0
2021-01-05,0,0,0,0,0,0,0,0.0122840224589146,Train,0,基础0,0.0
2021-01-06,0,0,0,0,1,0,0,-0.0039780870389944,Train,1,0转+1持有,-0.0039780870389944
2021-01-07,0,0,0,0,1,0,0,0.0027410927667832,Train,1,0转+1持有,0.0027410927667832
2021-01-08,0,0,0,0,1,0,0,0.002429880002891,Train,1,0转+1持有,0.002429880002891
2021-01-11,0,0,0,0,1,0,0,-0.020074563098647,Train,1,0转+1持有,-0.020074563098647
2021-01-12,0,0,0,0,0,1,0,0.0193313694630601,Train,0,基础0,0.0
2021-01-13,0,0,0,1,0,0,0,-0.0119457689582281,Train,-1,0转-1持有,0.0119457689582281
2021-01-14,0,0,0,1,0,0,0,-0.0069005644713964,Train,-1,0转-1持有,0.0069005644713964
2021-01-15,0,0,0,0,0,0,0,-0.0019138556765551,Train,0,基础0,-0.0
2021-01-18,0,0,0,0,0,0,0,0.0149105592793747,Train,0,基础0,0.0
2021-01-19,0,0,0,0,1,0,0,-0.0050395988559058,Train,1,0转+1持有,-0.0050395988559058
2021-01-20,0,0,0,0,1,0,0,0.0114803964259793,Train,1,0转+1持有,0.0114803964259793
2021-01-21,0,0,0,1,1,0,0,0.0103518685684576,Train,0,零段同日冲突置0,0.0
2021-01-22,0,0,0,1,1,0,0,0.0024712455034738,Train,0,零段同日冲突置0,0.0
2021-01-25,0,0,0,0,1,0,0,-0.0022710972373488,Train,1,0转+1持有,-0.0022710972373488
2021-01-26,0,0,0,0,0,0,0,-0.0141165396980019,Train,0,基础0,-0.0
2021-01-27,0,0,0,0,0,1,0,-0.0079384248040085,Train,0,基础0,-0.0
2021-01-28,0,0,0,0,0,0,0,-0.0041988548580466,Train,0,基础0,-0.0
2021-01-29,0,0,0,0,0,1,0,-0.0170616894830262,Train,0,基础0,-0.0
2021-02-01,0,0,0,0,0,0,0,0.0104452142725466,Train,0,基础0,0.0
2021-02-02,0,0,0,1,0,0,0,0.0085577451972747,Train,-1,0转-1持有,-0.0085577451972747
2021-02-03,0,0,0,1,0,0,0,-0.0130025027152727,Train,-1,0转-1持有,0.0130025027152727
2021-02-04,0,0,0,1,0,0,0,-0.0049942968367431,Train,-1,0转-1持有,0.0049942968367431
2021-02-05,-1,0,0,0,0,0,0,-0.0151188312839957,Train,-1,基础-1,0.0151188312839957
2021-02-08,-1,0,0,0,0,0,0,0.0138441775573594,Train,-1,基础-1,-0.0138441775573594
2021-02-09,-1,0,0,0,0,0,0,0.0221540854521986,Train,-1,基础-1,-0.0221540854521986
2021-02-10,-1,0,0,0,0,0,0,0.0281952220699812,Train,-1,基础-1,-0.0281952220699812
2021-02-18,-1,0,0,0,0,0,0,-0.0085711240724758,Train,-1,基础-1,0.0085711240724758
2021-02-19,0,0,0,0,0,0,0,0.0198870620865807,Train,0,基础0,0.0
2021-02-22,0,0,0,0,1,0,0,-0.0175152500063359,Train,1,0转+1持有,-0.0175152500063359
2021-02-23,0,0,0,1,1,0,0,0.002975821917541,Train,0,零段同日冲突置0,0.0
2021-02-24,0,0,0,1,1,0,0,-0.0049865057002022,Train,0,零段同日冲突置0,-0.0
2021-02-25,0,0,0,0,1,0,0,-0.0355241823231743,Train,1,0转+1持有,-0.0355241823231743
2021-02-26,0,0,0,0,1,0,0,0.0065076031634034,Train,1,0转+1持有,0.0065076031634034
2021-03-01,0,0,0,0,0,0,0,0.0166777526943979,Train,0,基础0,0.0
2021-03-02,0,0,0,0,0,0,0,-0.0135069254379012,Train,0,基础0,-0.0
2021-03-03,0,0,0,0,0,0,0,0.0088312595901838,Train,0,基础0,0.0
2021-03-04,0,0,0,0,0,0,0,-0.0242234092254367,Train,0,基础0,-0.0
2021-03-05,0,0,0,1,0,0,0,0.0202392073024302,Train,-1,0转-1持有,-0.0202392073024302
2021-03-08,-1,0,0,0,0,0,0,-0.0338508600208073,Train,-1,基础-1,0.0338508600208073
2021-03-09,-1,0,0,0,0,1,0,-0.0113138971239282,Train,-1,基础-1,0.0113138971239282
2021-03-10,-1,0,0,0,0,0,0,-0.014669440450332,Train,-1,基础-1,0.014669440450332
2021-03-11,-1,0,0,0,0,0,0,0.0258712127229741,Train,-1,基础-1,-0.0258712127229741
2021-03-12,-1,0,0,0,0,0,1,-0.006288372776126,Train,-1,基础-1,0.006288372776126
2021-03-15,0,0,0,0,0,0,0,-0.0026210782134389,Train,0,基础0,-0.0
2021-03-16,0,0,0,0,1,0,0,0.0007811279942895,Train,1,0转+1持有,0.0007811279942895
2021-03-17,-1,0,0,0,0,0,0,0.008138047629624,Train,-1,基础-1,-0.008138047629624
2021-03-18,-1,0,0,0,0,0,0,-0.0057677235878355,Train,-1,基础-1,0.0057677235878355
2021-03-19,-1,0,0,0,0,0,0,0.0022078677201484,Train,-1,基础-1,-0.0022078677201484
2021-03-22,-1,0,0,0,0,0,0,0.0159525993819515,Train,-1,基础-1,-0.0159525993819515
2021-03-23,-1,0,0,0,0,0,0,-0.0202391088634186,Train,-1,基础-1,0.0202391088634186
2021-03-24,0,0,0,1,0,0,0,-0.0099416819123899,Train,-1,0转-1持有,0.0099416819123899
2021-03-25,0,0,0,1,0,0,0,0.007510210586769,Train,-1,0转-1持有,-0.007510210586769
2021-03-26,0,0,0,1,0,0,0,0.0170605203195024,Train,-1,0转-1持有,-0.0170605203195024
2021-03-29,0,0,0,1,0,0,0,-0.0048691077899408,Train,-1,0转-1持有,0.0048691077899408
2021-03-30,0,0,0,0,0,0,0,0.0061265625226631,Train,0,基础0,0.0
2021-03-31,0,0,0,0,0,0,0,-0.0029122945743151,Train,0,基础0,-0.0
2021-04-01,0,0,0,0,0,0,0,0.0091290661657039,Train,0,基础0,0.0
2021-04-02,0,0,0,0,1,0,0,0.0046441762782729,Train,1,0转+1持有,0.0046441762782729
2021-04-06,0,0,0,0,1,0,0,0.0007070716764405,Train,1,0转+1持有,0.0007070716764405
2021-04-07,0,0,0,1,1,0,0,-0.0027481827342474,Train,0,零段同日冲突置0,-0.0
2021-04-08,0,0,0,1,1,0,0,0.0019522254664483,Train,0,零段同日冲突置0,0.0
2021-04-09,0,0,0,0,0,0,0,-0.0031559316063367,Train,0,基础0,-0.0
2021-04-12,1,0,0,0,0,0,0,-0.0181876036389498,Train,1,基础+1,-0.0181876036389498
2021-04-13,1,0,0,0,0,0,0,-0.0005773705803698,Train,1,基础+1,-0.0005773705803698
2021-04-14,1,0,0,0,0,0,0,0.0091822346377481,Train,1,基础+1,0.0091822346377481
2021-04-15,1,0,0,0,0,0,0,0.0032303163082112,Train,1,基础+1,0.0032303163082112
2021-04-16,1,0,0,0,0,0,0,0.0076144420494557,Train,1,基础+1,0.0076144420494557
2021-04-19,1,0,0,0,0,0,0,0.0139016954614958,Train,1,基础+1,0.0139016954614958
2021-04-20,1,0,0,0,0,0,0,-0.0036542184196123,Train,1,基础+1,-0.0036542184196123
2021-04-21,1,0,0,0,0,0,0,0.0075062472717506,Train,1,基础+1,0.0075062472717506
2021-04-22,1,0,0,0,0,0,0,0.0001911926881064,Train,1,基础+1,0.0001911926881064
2021-04-23,1,0,0,0,0,0,0,0.0053965887169751,Train,1,基础+1,0.0053965887169751
2021-04-26,1,0,0,0,0,0,0,-0.0070500902735984,Train,1,基础+1,-0.0070500902735984
2021-04-27,1,0,0,0,0,0,0,-0.0002353521384105,Train,1,基础+1,-0.0002353521384105
2021-04-28,1,0,0,0,0,0,0,0.0097226548157063,Train,1,基础+1,0.0097226548157063
2021-04-29,1,0,0,0,0,0,0,-0.0038938238272447,Train,1,基础+1,-0.0038938238272447
2021-04-30,1,0,0,0,0,0,0,0.0051385296950114,Train,1,基础+1,0.0051385296950114
2021-05-06,1,0,0,0,0,0,0,0.0003035702882689,Train,1,基础+1,0.0003035702882689
2021-05-07,1,0,0,0,0,0,0,-0.0067875320233021,Train,1,基础+1,-0.0067875320233021
2021-05-10,0,0,0,1,0,0,0,-0.0038887127321765,Train,-1,0转-1持有,0.0038887127321765
2021-05-11,0,0,0,1,1,0,0,-0.0002140828978575,Train,0,零段同日冲突置0,-0.0
2021-05-12,0,0,0,1,1,0,0,0.0021827642480189,Train,0,零段同日冲突置0,0.0
2021-05-13,0,0,0,1,1,0,0,0.0008868562027632,Train,0,零段同日冲突置0,0.0
2021-05-14,0,0,0,0,1,0,0,0.0104120435669683,Train,1,0转+1持有,0.0104120435669683
2021-05-17,0,0,0,0,1,0,0,0.0087529135554433,Train,1,0转+1持有,0.0087529135554433
2021-05-18,0,0,0,0,1,0,0,0.0004762446893291,Train,1,0转+1持有,0.0004762446893291
2021-05-19,0,0,0,1,1,0,0,-0.0062307734356438,Train,0,零段同日冲突置0,-0.0
2021-05-20,0,0,0,1,0,0,0,0.0025065842975531,Train,-1,0转-1持有,-0.0025065842975531
2021-05-21,0,0,0,1,0,0,0,-0.0063524168796089,Train,-1,0转-1持有,0.0063524168796089
2021-05-24,0,0,0,0,0,0,0,0.0051430266201593,Train,0,基础0,0.0
2021-05-25,0,0,0,0,0,0,0,0.0125237130633977,Train,0,基础0,0.0
2021-05-26,0,0,0,0,0,0,0,-0.0003209595272358,Train,0,基础0,-0.0
2021-05-27,0,0,0,0,0,0,0,0.0105663286483952,Train,0,基础0,0.0
2021-05-28,0,0,0,0,0,0,0,-0.0026472082688238,Train,0,基础0,-0.0
2021-05-31,1,0,0,0,0,0,0,0.0055516612493604,Train,1,基础+1,0.0055516612493604
2021-06-01,1,0,0,0,0,0,0,0.0032536181821112,Train,1,基础+1,0.0032536181821112
2021-06-02,1,0,0,0,0,0,0,-0.0089605179625165,Train,1,基础+1,-0.0089605179625165
2021-06-03,1,0,0,0,0,0,0,-0.0056952100511956,Train,1,基础+1,-0.0056952100511956
2021-06-04,1,0,0,0,0,0,0,0.0095868146452511,Train,1,基础+1,0.0095868146452511
2021-06-07,1,0,0,0,0,0,0,0.0030347748235377,Train,1,基础+1,0.0030347748235377
2021-06-08,1,0,0,0,0,0,0,-0.0072775153600456,Train,1,基础+1,-0.0072775153600456
2021-06-09,1,0,0,0,0,0,0,0.0017494921776062,Train,1,基础+1,0.0017494921776062
2021-06-10,0,0,0,1,0,0,0,0.0126813115235646,Train,-1,0转-1持有,-0.0126813115235646
2021-06-11,0,0,0,1,1,0,0,-0.0058383656579912,Train,0,零段同日冲突置0,-0.0
2021-06-15,0,0,0,1,1,0,0,-0.0110782069133801,Train,0,零段同日冲突置0,-0.0
2021-06-16,0,0,0,0,1,0,0,-0.0157958409299445,Train,1,0转+1持有,-0.0157958409299445
2021-06-17,0,0,0,0,1,0,0,0.0085386524500887,Train,1,0转+1持有,0.0085386524500887
2021-06-18,0,0,0,0,1,0,0,0.0064122380791902,Train,1,0转+1持有,0.0064122380791902
2021-06-21,0,0,0,0,1,0,0,0.0106191324251754,Train,1,0转+1持有,0.0106191324251754
2021-06-22,0,0,0,0,1,0,0,0.0027187400778794,Train,1,0转+1持有,0.0027187400778794
2021-06-23,0,0,0,0,1,0,0,0.0074588334450529,Train,1,0转+1持有,0.0074588334450529
2021-06-24,0,0,0,0,1,0,0,-0.0063304443510942,Train,1,0转+1持有,-0.0063304443510942
2021-06-25,0,0,0,0,0,0,0,0.0096981036428374,Train,0,基础0,0.0
2021-06-28,0,0,0,0,0,0,0,0.0027500188206681,Train,0,基础0,0.0
2021-06-29,0,0,0,0,0,0,0,-0.0095586213870761,Train,0,基础0,-0.0
2021-06-30,0,0,0,0,0,0,0,0.008858922353407,Train,0,基础0,0.0
2021-07-01,0,0,0,1,0,0,0,-0.0185468985676107,Train,-1,0转-1持有,0.0185468985676107
2021-07-02,0,0,0,1,0,1,0,-0.0046168786145938,Train,-1,0转-1持有,0.0046168786145938
2021-07-05,0,0,0,0,0,0,0,0.0086716800050949,Train,0,基础0,0.0
2021-07-06,0,0,0,0,0,0,0,-0.009826727162798,Train,0,基础0,-0.0
2021-07-07,0,0,0,0,0,0,0,0.0169609403749271,Train,0,基础0,0.0
2021-07-08,0,0,0,0,1,0,0,-0.0078578774232583,Train,1,0转+1持有,-0.0078578774232583
2021-07-09,0,0,0,1,1,0,0,0.0194695201620551,Train,0,零段同日冲突置0,0.0
2021-07-12,0,0,0,1,1,0,0,0.0071997631687958,Train,0,零段同日冲突置0,0.0
2021-07-13,0,0,0,0,1,0,0,0.0075358185668237,Train,1,0转+1持有,0.0075358185668237
2021-07-14,0,0,0,0,1,0,0,-0.011363203638908,Train,1,0转+1持有,-0.011363203638908
2021-07-15,0,0,0,0,1,0,0,0.0081815705979255,Train,1,0转+1持有,0.0081815705979255
2021-07-16,0,0,0,0,1,0,0,-0.0027345634747421,Train,1,0转+1持有,-0.0027345634747421
2021-07-19,0,0,0,1,0,0,0,-0.0117253401210457,Train,-1,0转-1持有,0.0117253401210457
2021-07-20,0,0,0,1,0,0,0,0.013549978756564,Train,-1,0转-1持有,-0.013549978756564
2021-07-21,0,0,0,1,0,0,0,0.0104921103391135,Train,-1,0转-1持有,-0.0104921103391135
2021-07-22,0,0,0,0,0,0,0,0.0057234475952221,Train,0,基础0,0.0
2021-07-23,0,0,0,0,0,0,0,-0.008838269908953,Train,0,基础0,-0.0
2021-07-26,1,0,0,0,0,0,0,-0.0138608239744798,Train,1,基础+1,-0.0138608239744798
