实际执行日,三状态,+1反转,-1反转,0转-1,0转+1,大涨,大跌,执行日O2O,阶段,仅零段反转状态,仅零段反转原因,仅零段反转日收益
2019-03-12,0,0,0,1,0,0,0,0.0102200245598207,Train,-1,0转-1持有,-0.0102200245598207
2019-03-13,0,0,0,1,0,0,0,-0.0316790841703263,Train,-1,0转-1持有,0.0316790841703263
2019-03-14,0,0,0,0,0,1,0,-0.0097194630847537,Train,0,基础0,-0.0
2019-03-15,0,0,0,0,0,1,0,0.0109906557910648,Train,0,基础0,0.0
2019-03-18,0,0,0,0,0,0,0,0.0219629943752204,Train,0,基础0,0.0
2019-03-19,0,0,0,0,0,0,0,0.0022903905835016,Train,0,基础0,0.0
2019-03-20,0,0,0,0,0,0,0,0.0013923650193763,Train,0,基础0,0.0
2019-03-21,0,0,0,0,0,0,0,0.0117717321425101,Train,0,基础0,0.0
2019-03-22,0,0,0,0,0,0,0,-0.012482769984926,Train,0,基础0,-0.0
2019-03-25,0,0,0,0,0,0,0,0.0091055632138441,Train,0,基础0,0.0
2019-03-26,0,0,0,0,0,0,1,-0.025046499386676,Train,0,基础0,-0.0
2019-03-27,0,0,0,0,0,1,1,0.0001778173655677,Train,0,基础0,0.0
2019-03-28,0,0,0,1,0,0,1,-0.0115081072622176,Train,-1,0转-1持有,0.0115081072622176
2019-03-29,0,0,0,1,0,0,0,0.0411968082427207,Train,-1,0转-1持有,-0.0411968082427207
2019-04-01,0,0,0,0,1,0,0,0.0363259773908848,Train,1,0转+1持有,0.0363259773908848
2019-04-02,0,0,0,0,1,0,0,-0.0087261694034768,Train,1,0转+1持有,-0.0087261694034768
2019-04-03,0,0,0,0,1,0,0,0.0216165758928341,Train,1,0转+1持有,0.0216165758928341
2019-04-04,0,0,0,0,1,0,1,0.0090005236357852,Train,1,0转+1持有,0.0090005236357852
2019-04-08,0,0,0,0,1,0,1,-0.0146795152781682,Train,1,0转+1持有,-0.0146795152781682
2019-04-09,0,0,0,1,1,0,1,-0.0014164876960177,Train,0,零段同日冲突置0,-0.0
2019-04-10,0,0,0,1,1,0,1,0.0045674703328639,Train,0,零段同日冲突置0,0.0
2019-04-11,0,0,0,0,0,0,1,-0.0226543902610721,Train,0,基础0,-0.0
2019-04-12,0,0,0,0,0,1,0,0.013190972991993,Train,0,基础0,0.0
2019-04-15,0,0,0,0,0,0,1,-0.0293984932553978,Train,0,基础0,-0.0
2019-04-16,0,0,0,0,0,0,0,0.0269350775514722,Train,0,基础0,0.0
2019-04-17,0,0,0,0,0,0,1,0.004789327877239,Train,0,基础0,0.0
2019-04-18,0,0,0,0,0,0,1,-0.007201641872009,Train,0,基础0,-0.0
2019-04-19,0,0,0,0,0,0,0,0.0101556600190726,Train,0,基础0,0.0
2019-04-22,0,0,0,0,0,0,0,-0.0189467559043616,Train,0,基础0,-0.0
2019-04-23,0,0,0,0,0,0,0,-0.0130161565588055,Train,0,基础0,-0.0
2019-04-24,0,0,0,0,0,0,1,0.0027684329661676,Train,0,基础0,0.0
2019-04-25,0,0,0,1,0,0,1,-0.0396996775799373,Train,-1,0转-1持有,0.0396996775799373
2019-04-26,0,0,0,1,0,1,0,-0.0041378520261209,Train,-1,0转-1持有,0.0041378520261209
2019-04-29,-1,0,0,0,0,0,0,-0.0298084196925676,Train,-1,基础-1,0.0298084196925676
2019-04-30,-1,0,0,0,0,1,0,-0.0231834598968998,Train,-1,基础-1,0.0231834598968998
2019-05-06,-1,0,0,0,0,0,0,-0.0369796435687974,Train,-1,基础-1,0.0369796435687974
2019-05-07,-1,0,0,0,0,1,0,-0.0136335131919093,Train,-1,基础-1,0.0136335131919093
2019-05-08,-1,0,1,0,0,0,0,0.0066156399175485,Train,-1,基础-1,-0.0066156399175485
2019-05-09,-1,0,1,0,0,0,0,0.0086777235692416,Train,-1,基础-1,-0.0086777235692416
2019-05-10,-1,0,1,0,0,0,0,0.0139649144312132,Train,-1,基础-1,-0.0139649144312132
2019-05-13,-1,0,1,0,0,0,0,-0.0133908448845775,Train,-1,基础-1,0.0133908448845775
2019-05-14,0,0,0,0,1,0,0,0.0121826393555009,Train,1,0转+1持有,0.0121826393555009
2019-05-15,0,0,0,0,1,0,1,0.0136935453889814,Train,1,0转+1持有,0.0136935453889814
2019-05-16,0,0,0,0,1,0,0,0.0081111654384835,Train,1,0转+1持有,0.0081111654384835
2019-05-17,0,0,0,0,1,0,0,-0.034244159572208,Train,1,0转+1持有,-0.034244159572208
2019-05-20,0,0,0,1,1,1,0,-0.004017336466811,Train,0,零段同日冲突置0,-0.0
2019-05-21,0,0,0,1,0,0,0,0.0172487073505396,Train,-1,0转-1持有,-0.0172487073505396
2019-05-22,0,0,0,0,0,0,0,-0.0093775485239357,Train,0,基础0,-0.0
2019-05-23,0,0,0,0,0,0,0,-0.0215279658218,Train,0,基础0,-0.0
2019-05-24,0,0,0,0,0,0,0,1.3612244931904272e-05,Train,0,基础0,0.0
2019-05-27,0,0,0,0,0,0,0,0.0241199715788444,Train,0,基础0,0.0
2019-05-28,0,0,0,0,0,0,0,-0.0044351217985985,Train,0,基础0,-0.0
2019-05-29,0,0,0,0,0,0,0,-0.0020364239770311,Train,0,基础0,-0.0
2019-05-30,0,0,0,0,0,0,0,-0.0019419679405735,Train,0,基础0,-0.0
2019-05-31,0,0,0,0,0,0,0,-0.0004491340324198,Train,0,基础0,-0.0
2019-06-03,0,0,0,0,0,0,0,-0.0150445727341343,Train,0,基础0,-0.0
2019-06-04,0,0,0,1,0,0,0,-0.0020150739013768,Train,-1,0转-1持有,0.0020150739013768
2019-06-05,0,0,0,1,0,0,0,-0.0126925863417871,Train,-1,0转-1持有,0.0126925863417871
2019-06-06,0,0,0,0,1,0,0,-0.0173194766298664,Train,1,0转+1持有,-0.0173194766298664
2019-06-10,0,0,0,0,1,0,0,0.0078926008049873,Train,1,0转+1持有,0.0078926008049873
2019-06-11,0,0,0,0,1,0,0,0.0335146250769398,Train,1,0转+1持有,0.0335146250769398
2019-06-12,0,0,0,0,1,0,0,-0.0069172234913498,Train,1,0转+1持有,-0.0069172234913498
2019-06-13,0,0,0,0,0,0,0,0.0050842132938546,Train,0,基础0,0.0
2019-06-14,0,0,0,0,0,0,0,-0.017234057010142,Train,0,基础0,-0.0
2019-06-17,0,0,0,0,0,0,0,0.0017058579619031,Train,0,基础0,0.0
2019-06-18,0,0,0,1,0,0,0,0.0205353460517403,Train,-1,0转-1持有,-0.0205353460517403
2019-06-19,0,0,0,1,0,0,0,-0.0101471360217962,Train,-1,0转-1持有,0.0101471360217962
2019-06-20,0,0,0,0,1,0,0,0.0248034867158404,Train,1,0转+1持有,0.0248034867158404
2019-06-21,0,0,0,0,1,0,0,0.0118203059672064,Train,1,0转+1持有,0.0118203059672064
2019-06-24,0,0,0,0,1,0,0,-0.0024190766720745,Train,1,0转+1持有,-0.0024190766720745
2019-06-25,0,0,0,0,1,0,0,-0.0152236536987991,Train,1,0转+1持有,-0.0152236536987991
2019-06-26,0,0,0,0,0,0,0,0.0063131512596517,Train,0,基础0,0.0
2019-06-27,0,0,0,0,0,0,0,0.0060716151979447,Train,0,基础0,0.0
2019-06-28,0,0,0,0,0,0,0,0.0078861508632206,Train,0,基础0,0.0
2019-07-01,0,0,0,0,0,0,0,0.0095502895554704,Train,0,基础0,0.0
2019-07-02,0,0,0,0,0,0,0,-0.0035603108661258,Train,0,基础0,-0.0
2019-07-03,0,0,0,0,0,0,0,-0.005483407257759,Train,0,基础0,-0.0
2019-07-04,0,0,0,0,0,0,0,-0.0040720975699256,Train,0,基础0,-0.0
2019-07-05,0,0,0,0,0,0,0,0.0004582467261013,Train,0,基础0,0.0
2019-07-08,0,0,0,1,0,0,0,-0.0318495781031944,Train,-1,0转-1持有,0.0318495781031944
2019-07-09,0,0,0,1,0,1,0,0.0048138482789785,Train,-1,0转-1持有,-0.0048138482789785
2019-07-10,0,0,0,1,0,0,0,-0.0049527882875877,Train,-1,0转-1持有,0.0049527882875877
2019-07-11,0,0,0,0,0,0,0,-0.0039978983838818,Train,0,基础0,-0.0
2019-07-12,0,0,0,0,0,0,0,0.0005503873378736,Train,0,基础0,0.0
2019-07-15,0,0,0,0,0,0,0,0.0137918391229783,Train,0,基础0,0.0
2019-07-16,0,0,0,0,0,0,0,0.0026136723808083,Train,0,基础0,0.0
2019-07-17,0,0,0,0,0,0,0,-0.0042447576753928,Train,0,基础0,-0.0
2019-07-18,0,0,0,0,0,0,0,-0.0098793266544966,Train,0,基础0,-0.0
2019-07-19,0,0,0,0,0,0,0,0.0049816378115541,Train,0,基础0,0.0
2019-07-22,0,0,0,0,0,0,0,-0.0219789077696815,Train,0,基础0,-0.0
2019-07-23,0,0,0,0,0,0,0,0.0124975594137939,Train,0,基础0,0.0
2019-07-24,0,0,0,1,0,0,0,0.0073189346927815,Train,-1,0转-1持有,-0.0073189346927815
2019-07-25,0,0,0,1,0,0,0,0.0015483132123614,Train,-1,0转-1持有,-0.0015483132123614
2019-07-26,0,0,0,0,0,0,0,0.0034692631582138,Train,0,基础0,0.0
2019-07-29,0,0,0,0,0,0,0,0.0010595281383718,Train,0,基础0,0.0
2019-07-30,0,0,0,0,0,0,0,0.0022849812530127,Train,0,基础0,0.0
2019-07-31,0,0,0,0,0,0,0,-0.007424984391674,Train,0,基础0,-0.0
2019-08-01,0,0,0,0,0,0,0,-0.0213482064065142,Train,0,基础0,-0.0
2019-08-02,0,0,0,0,0,0,0,0.0047094644853087,Train,0,基础0,0.0
2019-08-05,0,0,0,1,0,0,0,-0.0271210440645212,Train,-1,0转-1持有,0.0271210440645212
2019-08-06,0,0,0,1,0,0,0,0.0026978848226355,Train,-1,0转-1持有,-0.0026978848226355
2019-08-07,0,0,0,1,0,0,0,-0.0078149749564399,Train,-1,0转-1持有,0.0078149749564399
2019-08-08,0,0,0,0,0,0,0,0.0076221924951955,Train,0,基础0,0.0
2019-08-09,0,0,0,0,0,0,0,-0.0147802948302266,Train,0,基础0,-0.0
2019-08-12,0,0,0,0,0,0,0,0.0089477770592869,Train,0,基础0,0.0
2019-08-13,0,0,0,0,0,0,0,0.0137984048949648,Train,0,基础0,0.0
2019-08-14,0,0,0,0,0,0,0,-0.0272426284436545,Train,0,基础0,-0.0
2019-08-15,0,0,0,0,0,0,0,0.0255277404975564,Train,0,基础0,0.0
2019-08-16,0,0,0,0,0,0,0,0.0133804140092339,Train,0,基础0,0.0
2019-08-19,0,0,0,0,0,0,0,0.0238436547080087,Train,0,基础0,0.0
2019-08-20,0,0,0,0,0,0,0,-0.0026558648255791,Train,0,基础0,-0.0
2019-08-21,1,0,0,0,0,0,0,0.0058871277645511,Train,1,基础+1,0.0058871277645511
2019-08-22,1,0,0,0,0,0,0,-0.0011910846407473,Train,1,基础+1,-0.0011910846407473
2019-08-23,1,0,0,0,0,0,0,-0.0182160582370223,Train,1,基础+1,-0.0182160582370223
2019-08-26,1,0,0,0,0,0,0,0.0164196848614801,Train,1,基础+1,0.0164196848614801
2019-08-27,1,0,0,0,0,0,0,0.0105784628467386,Train,1,基础+1,0.0105784628467386
2019-08-28,1,0,0,0,0,0,0,0.0015612912075044,Train,1,基础+1,0.0015612912075044
2019-08-29,1,0,0,0,0,0,0,0.0052024561208585,Train,1,基础+1,0.0052024561208585
2019-08-30,1,0,0,0,0,0,0,-0.0139482199114959,Train,1,基础+1,-0.0139482199114959
2019-09-02,1,0,0,0,0,1,0,0.0256138188709815,Train,1,基础+1,0.0256138188709815
2019-09-03,1,0,0,0,0,0,0,0.003410543747925,Train,1,基础+1,0.003410543747925
2019-09-04,1,0,0,0,0,0,0,0.0164895676656984,Train,1,基础+1,0.0164895676656984
2019-09-05,1,0,0,0,0,0,0,0.0063698855875486,Train,1,基础+1,0.0063698855875486
2019-09-06,1,0,0,0,0,1,0,0.0098057037936329,Train,1,基础+1,0.0098057037936329
2019-09-09,1,0,0,0,0,0,0,0.0118441830787356,Train,1,基础+1,0.0118441830787356
2019-09-10,1,0,0,0,0,0,0,-0.0003481926162801,Train,1,基础+1,-0.0003481926162801
2019-09-11,1,0,0,0,0,0,0,-0.0061188091290393,Train,1,基础+1,-0.0061188091290393
2019-09-12,1,0,0,0,0,0,0,0.006310600795244,Train,1,基础+1,0.006310600795244
2019-09-16,0,0,0,1,0,0,0,-0.0048907522992178,Train,-1,0转-1持有,0.0048907522992178
2019-09-17,0,0,0,1,0,0,0,-0.0170873677189175,Train,-1,0转-1持有,0.0170873677189175
2019-09-18,0,0,0,0,0,1,0,0.0004730322749928,Train,0,基础0,0.0
2019-09-19,0,0,0,0,0,0,0,0.0093640648323287,Train,0,基础0,0.0
2019-09-20,0,0,0,0,0,0,0,-0.0011241403882669,Train,0,基础0,-0.0
2019-09-23,0,0,0,0,0,0,0,-0.0047683716704771,Train,0,基础0,-0.0
2019-09-24,0,0,0,0,0,0,0,-0.0011553325886913,Train,0,基础0,-0.0
2019-09-25,0,0,0,0,0,0,0,-0.0121332360018197,Train,0,基础0,-0.0
2019-09-26,0,0,0,0,0,0,0,-0.0246072878617521,Train,0,基础0,-0.0
2019-09-27,0,0,0,0,0,1,0,0.0070578752160923,Train,0,基础0,0.0
2019-09-30,0,0,0,1,0,0,0,-0.0107923747766206,Train,-1,0转-1持有,0.0107923747766206
2019-10-08,0,0,0,1,0,0,0,-0.0058262453184391,Train,-1,0转-1持有,0.0058262453184391
2019-10-09,0,0,0,1,0,0,0,0.0125720013677863,Train,-1,0转-1持有,-0.0125720013677863
2019-10-10,0,0,0,0,0,0,0,0.0139671277923831,Train,0,基础0,0.0
2019-10-11,0,0,0,0,0,0,0,0.007395610765037,Train,0,基础0,0.0
2019-10-14,0,0,0,0,0,0,0,0.0039314130014183,Train,0,基础0,0.0
2019-10-15,0,0,0,0,0,0,0,-0.0099536331358178,Train,0,基础0,-0.0
2019-10-16,0,0,0,0,0,0,0,-0.0049485889798902,Train,0,基础0,-0.0
2019-10-17,0,0,0,0,0,0,0,-0.0010823985817631,Train,0,基础0,-0.0
2019-10-18,0,0,0,0,0,0,0,-0.0153012722930495,Train,0,基础0,-0.0
2019-10-21,0,0,0,0,0,0,0,-0.0005417615894341,Train,0,基础0,-0.0
2019-10-22,0,0,0,0,0,0,0,0.0111523013983851,Train,0,基础0,0.0
2019-10-23,0,0,0,0,0,0,0,-0.0095165703096598,Train,0,基础0,-0.0
2019-10-24,0,0,0,0,0,0,0,-0.001684548594809,Train,0,基础0,-0.0
2019-10-25,0,0,0,0,0,0,0,0.0146844532031813,Train,0,基础0,0.0
2019-10-28,0,0,0,0,0,0,0,0.0109161960532138,Train,0,基础0,0.0
2019-10-29,0,0,0,0,0,0,0,-0.020715953645883,Train,0,基础0,-0.0
2019-10-30,0,0,0,0,0,0,0,-0.005154538686343,Train,0,基础0,-0.0
2019-10-31,0,0,0,0,0,0,0,-0.0083591885852555,Train,0,基础0,-0.0
2019-11-01,0,0,0,0,0,0,0,0.0133876994268704,Train,0,基础0,0.0
2019-11-04,0,0,0,0,0,0,0,0.0042414273248081,Train,0,基础0,0.0
2019-11-05,0,0,0,0,0,0,0,0.0053334810941196,Train,0,基础0,0.0
2019-11-06,0,0,0,0,0,0,0,-0.0102697578115055,Train,0,基础0,-0.0
2019-11-07,0,0,0,0,0,0,0,0.0133039360599243,Train,0,基础0,0.0
2019-11-08,0,0,0,1,0,0,0,-0.0149826176356752,Train,-1,0转-1持有,0.0149826176356752
2019-11-11,0,0,0,1,0,0,0,-0.0165730457281223,Train,-1,0转-1持有,0.0165730457281223
2019-11-12,0,0,0,0,0,0,0,-9.018292828066876e-07,Train,0,基础0,-0.0
2019-11-13,0,0,0,0,0,0,0,-0.0007621489119071,Train,0,基础0,-0.0
2019-11-14,0,0,0,0,0,0,0,0.0071700743590692,Train,0,基础0,0.0
2019-11-15,0,0,0,0,0,0,0,-0.009760264194254,Train,0,基础0,-0.0
2019-11-18,0,0,0,0,0,0,0,0.0061821610736838,Train,0,基础0,0.0
2019-11-19,0,0,0,0,0,0,0,0.0170504104610722,Train,0,基础0,0.0
2019-11-20,0,0,0,0,0,0,0,-0.0092256933574375,Train,0,基础0,-0.0
2019-11-21,0,0,0,1,0,0,0,0.0049613869692173,Train,-1,0转-1持有,-0.0049613869692173
2019-11-22,0,0,0,1,0,0,0,-0.0099540194314033,Train,-1,0转-1持有,0.0099540194314033
2019-11-25,0,0,0,1,0,0,0,0.000292355044039,Train,-1,0转-1持有,-0.000292355044039
2019-11-26,0,0,0,1,0,0,0,-0.0051008382084166,Train,-1,0转-1持有,0.0051008382084166
2019-11-27,0,0,0,0,0,0,0,0.0033290640680689,Train,0,基础0,0.0
2019-11-28,0,0,0,0,0,0,0,-0.0018997060326351,Train,0,基础0,-0.0
2019-11-29,0,0,0,0,0,0,0,0.0018988417437677,Train,0,基础0,0.0
2019-12-02,0,0,0,0,0,0,0,-0.0016791180617011,Train,0,基础0,-0.0
2019-12-03,0,0,0,0,0,0,0,0.0026748438547834,Train,0,基础0,0.0
2019-12-04,0,0,0,0,0,0,0,0.0051586896140207,Train,0,基础0,0.0
2019-12-05,0,0,0,0,0,0,0,0.0081710902547775,Train,0,基础0,0.0
2019-12-06,0,0,0,0,0,0,0,0.0105032547034131,Train,0,基础0,0.0
2019-12-09,1,0,0,0,0,0,0,-0.0015437565544915,Train,1,基础+1,-0.0015437565544915
2019-12-10,1,0,0,0,0,0,0,0.0064768646270236,Train,1,基础+1,0.0064768646270236
2019-12-11,1,0,0,0,0,0,0,-0.0038545577786932,Train,1,基础+1,-0.0038545577786932
2019-12-12,1,0,0,0,0,0,0,0.0044585894865947,Train,1,基础+1,0.0044585894865947
2019-12-13,1,0,0,0,0,0,0,0.0094001120030711,Train,1,基础+1,0.0094001120030711
2019-12-16,1,0,0,0,0,0,0,0.0141071814112168,Train,1,基础+1,0.0141071814112168
2019-12-17,1,0,0,0,0,0,0,0.0132076590139964,Train,1,基础+1,0.0132076590139964
2019-12-18,1,0,0,0,0,0,0,0.000274855614373,Train,1,基础+1,0.000274855614373
2019-12-19,1,0,0,0,0,0,0,0.0013936258008075,Train,1,基础+1,0.0013936258008075
2019-12-20,1,0,0,0,0,0,0,-0.0158138301542037,Train,1,基础+1,-0.0158138301542037
2019-12-23,1,0,0,0,0,0,0,-0.0121049956907025,Train,1,基础+1,-0.0121049956907025
2019-12-24,1,0,0,0,0,0,0,0.0114853774560901,Train,1,基础+1,0.0114853774560901
2019-12-25,1,0,0,0,0,0,0,0.0046563879198275,Train,1,基础+1,0.0046563879198275
2019-12-26,1,0,0,0,0,0,0,0.0081230654049129,Train,1,基础+1,0.0081230654049129
2019-12-27,1,0,0,0,0,0,0,-0.0120915595936884,Train,1,基础+1,-0.0120915595936884
2019-12-30,1,0,0,0,0,0,0,0.0154260106301362,Train,1,基础+1,0.0154260106301362
2019-12-31,1,0,0,0,0,0,0,0.0127396194272837,Train,1,基础+1,0.0127396194272837
2020-01-02,1,0,0,0,0,0,0,0.0130713102687776,Train,1,基础+1,0.0130713102687776
2020-01-03,1,0,0,0,0,0,0,-0.0020118366837345,Train,1,基础+1,-0.0020118366837345
2020-01-06,1,0,0,0,0,0,0,0.0142931960758867,Train,1,基础+1,0.0142931960758867
2020-01-07,1,0,0,0,0,0,0,0.0073652908783825,Train,1,基础+1,0.0073652908783825
2020-01-08,1,0,0,0,0,0,0,-0.0029418179300182,Train,1,基础+1,-0.0029418179300182
2020-01-09,1,0,0,0,0,0,0,0.0083823079614187,Train,1,基础+1,0.0083823079614187
2020-01-10,1,0,0,0,0,0,0,-0.0060522448543264,Train,1,基础+1,-0.0060522448543264
2020-01-13,1,1,0,0,0,0,0,0.0179458800468224,Train,1,基础+1,0.0179458800468224
2020-01-14,0,0,0,0,0,0,0,-0.0078305010458737,Train,0,基础0,-0.0
2020-01-15,0,0,0,0,0,0,0,0.0011675122325542,Train,0,基础0,0.0
2020-01-16,0,0,0,0,0,0,0,5.450027982178973e-05,Train,0,基础0,0.0
2020-01-17,0,0,0,0,0,0,0,-0.0030169739533908,Train,0,基础0,-0.0
2020-01-20,0,0,0,0,0,0,0,0.0105015928090512,Train,0,基础0,0.0
2020-01-21,0,0,0,0,0,0,0,-0.0140517929890182,Train,0,基础0,-0.0
2020-01-22,0,0,0,1,1,0,0,0.0034901947029641,Train,0,零段同日冲突置0,0.0
2020-01-23,0,0,0,1,1,0,0,-0.1131693458723299,Train,0,零段同日冲突置0,-0.0
2020-02-03,0,0,0,1,1,1,0,-0.0328313791526446,Train,0,零段同日冲突置0,-0.0
2020-02-04,0,0,0,0,1,0,1,0.0631922395084909,Train,1,0转+1持有,0.0631922395084909
2020-02-05,0,0,0,0,1,0,1,0.0184249982161328,Train,1,0转+1持有,0.0184249982161328
2020-02-06,0,0,0,0,1,0,1,0.031021240394484,Train,1,0转+1持有,0.031021240394484
2020-02-07,0,0,0,0,1,0,1,0.0065704809042248,Train,1,0转+1持有,0.0065704809042248
2020-02-10,0,0,0,0,1,0,1,0.0128741986883937,Train,1,0转+1持有,0.0128741986883937
2020-02-11,0,0,0,0,0,0,1,-0.0083486294610793,Train,0,基础0,-0.0
2020-02-12,0,0,0,0,0,0,1,0.0207906917229037,Train,0,基础0,0.0
2020-02-13,0,0,0,0,0,0,1,-0.0090138121327755,Train,0,基础0,-0.0
2020-02-14,0,0,0,0,0,1,1,0.0086896028973826,Train,0,基础0,0.0
2020-02-17,0,0,0,1,0,0,1,0.0281196354705961,Train,-1,0转-1持有,-0.0281196354705961
2020-02-18,0,0,0,1,1,0,0,0.0082630209088878,Train,0,零段同日冲突置0,0.0
2020-02-19,1,0,0,0,0,0,0,-0.006129538409634,Train,1,基础+1,-0.006129538409634
2020-02-20,1,0,0,0,0,0,0,0.0151820254123826,Train,1,基础+1,0.0151820254123826
2020-02-21,1,0,0,0,0,0,0,0.0139774570206749,Train,1,基础+1,0.0139774570206749
2020-02-24,1,0,0,0,0,0,0,-0.0067348248274967,Train,1,基础+1,-0.0067348248274967
2020-02-25,1,1,0,0,0,0,0,0.0136506488337109,Train,1,基础+1,0.0136506488337109
2020-02-26,1,1,0,0,0,0,0,-0.0092427288207287,Train,1,基础+1,-0.0092427288207287
2020-02-27,1,1,0,0,0,1,0,-0.0367061502681796,Train,1,基础+1,-0.0367061502681796
2020-02-28,1,0,0,0,0,0,0,-0.0075520078940476,Train,1,基础+1,-0.0075520078940476
2020-03-02,0,0,0,0,0,1,0,0.0435702846398036,Train,0,基础0,0.0
2020-03-03,0,0,0,0,1,0,0,-0.0149895478234628,Train,1,0转+1持有,-0.0149895478234628
2020-03-04,0,0,0,0,1,0,0,0.0219998777180077,Train,1,0转+1持有,0.0219998777180077
2020-03-05,0,0,0,1,1,0,0,-0.0100348043656443,Train,0,零段同日冲突置0,-0.0
2020-03-06,0,0,0,1,1,0,0,-0.0119327273565834,Train,0,零段同日冲突置0,-0.0
2020-03-09,0,0,0,0,0,0,0,-0.0369512838413383,Train,0,基础0,-0.0
2020-03-10,0,0,0,0,0,1,0,0.0427801228215292,Train,0,基础0,0.0
2020-03-11,0,0,0,0,0,0,1,-0.0325672240917357,Train,0,基础0,-0.0
2020-03-12,0,0,0,0,0,0,1,-0.0511709748984501,Train,0,基础0,-0.0
2020-03-13,0,0,0,0,0,0,1,0.0519342403242342,Train,0,基础0,0.0
2020-03-16,-1,0,0,0,0,0,1,-0.0457287567567763,Train,-1,基础-1,0.0457287567567763
2020-03-17,-1,0,0,0,0,1,1,0.0023678668005484,Train,-1,基础-1,-0.0023678668005484
2020-03-18,-1,0,0,0,0,0,1,-0.0262460203549532,Train,-1,基础-1,0.0262460203549532
2020-03-19,-1,0,0,0,0,1,1,0.0190518305894653,Train,-1,基础-1,-0.0190518305894653
2020-03-20,-1,0,1,0,0,0,1,-0.0264750201629596,Train,-1,基础-1,0.0264750201629596
2020-03-23,-1,0,1,0,0,0,1,0.0019287291777938,Train,-1,基础-1,-0.0019287291777938
2020-03-24,-1,0,1,0,0,0,1,0.0219336362469531,Train,-1,基础-1,-0.0219336362469531
2020-03-25,-1,0,1,0,0,0,1,-0.0039050909179847,Train,-1,基础-1,0.0039050909179847
2020-03-26,0,0,0,0,1,0,1,0.0081817740825886,Train,1,0转+1持有,0.0081817740825886
2020-03-27,0,0,0,0,1,0,1,-0.0285565100640146,Train,1,0转+1持有,-0.0285565100640146
2020-03-30,0,0,0,0,1,0,0,-3.577267711318832e-05,Train,1,0转+1持有,-3.577267711318832e-05
2020-03-31,0,0,0,0,1,0,0,-0.0086605497339599,Train,1,0转+1持有,-0.0086605497339599
2020-04-01,0,0,0,1,1,0,0,-0.0061551416273279,Train,0,零段同日冲突置0,-0.0
2020-04-02,0,0,0,1,0,0,0,0.0289864860661006,Train,-1,0转-1持有,-0.0289864860661006
2020-04-03,0,0,0,0,0,0,0,0.0114761908604004,Train,0,基础0,0.0
2020-04-07,0,0,0,0,0,0,0,0.0078069076364815,Train,0,基础0,0.0
2020-04-08,0,0,0,0,0,0,0,0.0110818617993191,Train,0,基础0,0.0
2020-04-09,0,0,0,0,0,0,0,0.0038708110173601,Train,0,基础0,0.0
2020-04-10,0,0,0,0,0,0,0,-0.0273110167046347,Train,0,基础0,-0.0
2020-04-13,0,0,0,0,0,0,0,0.0040043905824056,Train,0,基础0,0.0
2020-04-14,0,0,0,0,0,0,0,0.0182396902191954,Train,0,基础0,0.0
2020-04-15,0,0,0,0,0,0,0,-0.0087003008938228,Train,0,基础0,-0.0
2020-04-16,0,0,0,0,0,0,0,0.0207891089248766,Train,0,基础0,0.0
2020-04-17,0,0,0,0,0,0,0,-0.0046898376592356,Train,0,基础0,-0.0
2020-04-20,0,0,0,0,0,0,0,0.0053906955458264,Train,0,基础0,0.0
2020-04-21,0,0,0,0,0,0,0,-0.0100529046716582,Train,0,基础0,-0.0
2020-04-22,0,0,0,0,0,0,0,0.0184583911983473,Train,0,基础0,0.0
2020-04-23,0,0,0,0,0,0,0,-0.009644382149064,Train,0,基础0,-0.0
2020-04-24,0,0,0,1,0,0,0,-0.0133750733990979,Train,-1,0转-1持有,0.0133750733990979
2020-04-27,0,0,0,1,0,0,0,-0.0020559279771292,Train,-1,0转-1持有,0.0020559279771292
2020-04-28,0,0,0,0,0,0,0,-0.0122273472794071,Train,0,基础0,-0.0
2020-04-29,0,0,0,0,0,0,0,0.0110183689510925,Train,0,基础0,0.0
2020-04-30,0,0,0,0,0,0,0,0.0113842935475176,Train,0,基础0,0.0
2020-05-06,0,0,0,0,0,0,0,0.0250541257747691,Train,0,基础0,0.0
2020-05-07,0,0,0,0,0,0,0,0.0037809770964905,Train,0,基础0,0.0
2020-05-08,1,0,0,0,0,0,0,0.0099055614778635,Train,1,基础+1,0.0099055614778635
2020-05-11,1,0,0,0,0,0,0,-0.0063367029922524,Train,1,基础+1,-0.0063367029922524
2020-05-12,1,0,0,0,0,0,0,0.0003326496081874,Train,1,基础+1,0.0003326496081874
2020-05-13,1,0,0,0,0,0,0,0.0031268417717225,Train,1,基础+1,0.0031268417717225
2020-05-14,1,0,0,0,0,0,0,-0.0005326059289125,Train,1,基础+1,-0.0005326059289125
2020-05-15,1,0,0,0,0,0,0,0.0022826802356248,Train,1,基础+1,0.0022826802356248
2020-05-18,1,0,0,0,0,0,0,-0.001393225693563,Train,1,基础+1,-0.001393225693563
2020-05-19,1,0,0,0,0,0,0,0.0054424374820591,Train,1,基础+1,0.0054424374820591
2020-05-20,1,0,0,0,0,0,0,-0.0066437704255589,Train,1,基础+1,-0.0066437704255589
2020-05-21,1,0,0,0,0,0,0,-0.015699472719248,Train,1,基础+1,-0.015699472719248
2020-05-22,0,0,0,0,0,0,0,-0.0180316305786039,Train,0,基础0,-0.0
2020-05-25,0,0,0,0,0,0,0,0.0032204753539353,Train,0,基础0,0.0
