问题图区间,实际执行日,推定形成日,原始状态,调整后三状态,调整原因,+1反转,-1反转,0转-1,0转+1,原始策略日收益,调整策略日收益,指数日收益,局部原始三状态_NAV,局部加入四反转_NAV,局部普通指数_NAV
红色区间3,2025-03-26,2025-03-25,0,0,基础0,0,0,0,0,-0.0,-0.0,-0.0005622106218688971,1.0166417606052693,1.0166417606052693,1.010457107561726
红色区间3,2025-03-27,2025-03-26,0,-1,0转-1持有,0,0,1,0,0.0,-0.0037443132269416868,0.0037443132269416868,1.0166417606052693,1.0128974473783279,1.0142014207886676
红色区间3,2025-03-28,2025-03-27,0,-1,0转-1持有,0,0,1,0,-0.0,0.01138149058218374,-0.01138149058218374,1.0166417606052693,1.0242789379605115,1.002819930206484
红色区间3,2025-03-31,2025-03-28,0,0,基础0,0,0,0,0,-0.0,-0.0,-0.002720183402084242,1.0166417606052693,1.0242789379605115,1.0000997468043997
红色区间3,2025-04-01,2025-03-31,0,0,基础0,0,0,0,0,0.0,0.0,0.0023761261905754782,1.0166417606052693,1.0242789379605115,1.002475872994975
红色区间3,2025-04-02,2025-04-01,0,0,基础0,0,0,0,0,-0.0,-0.0,-0.007183784580601982,1.0166417606052693,1.0242789379605115,0.9952920884143731
红色区间3,2025-04-03,2025-04-02,0,-1,0转-1持有,0,0,1,0,-0.0,0.05453944976400715,-0.05453944976400715,1.0166417606052693,1.0788183877245188,0.940752638650366
红色区间3,2025-04-07,2025-04-03,0,-1,0转-1持有,0,0,1,0,-0.0,0.044208654814452464,-0.044208654814452464,1.0166417606052693,1.123027042538971,0.8965439838359135
红色区间3,2025-04-08,2025-04-07,0,-1,0转-1持有,0,0,1,0,-0.0,0.005695811810718543,-0.005695811810718543,1.0166417606052693,1.1287228543496897,0.890848172025195
红色区间3,2025-04-09,2025-04-08,0,0,基础0,0,0,0,0,0.0,0.0,0.05426515092593842,1.0166417606052693,1.1287228543496897,0.9451133229511334
红色区间3,2025-04-10,2025-04-09,0,0,基础0,0,0,0,0,-0.0,-0.0,-0.003680690728927072,1.0166417606052693,1.1287228543496897,0.9414326322222063
红色区间3,2025-04-11,2025-04-10,0,0,基础0,0,0,0,0,0.0,0.0,0.02168790763028028,1.0166417606052693,1.1287228543496897,0.9631205398524866
红色区间3,2025-04-14,2025-04-11,0,-1,0转-1持有,0,0,1,0,-0.0,0.001558225782082423,-0.001558225782082423,1.0166417606052693,1.130281080131772,0.9615623140704042
红色区间3,2025-04-15,2025-04-14,0,-1,0转-1持有,0,0,1,0,-0.0,0.006261972776713587,-0.006261972776713587,1.0166417606052693,1.1365430529084857,0.9553003412936906
红色区间3,2025-04-16,2025-04-15,0,0,基础0,0,0,0,0,-0.0,-0.0,-0.011125023612301832,1.0166417606052693,1.1365430529084857,0.9441753176813887
红色区间3,2025-04-17,2025-04-16,0,0,基础0,0,0,0,0,0.0,0.0,0.0035053428795059904,1.0166417606052693,1.1365430529084857,0.9476806605608947
红色区间3,2025-04-18,2025-04-17,0,0,基础0,0,0,0,0,0.0,0.0,0.0017209405948108714,1.0166417606052693,1.1365430529084857,0.9494016011557056
红色区间3,2025-04-21,2025-04-18,0,0,基础0,0,0,0,0,0.0,0.0,0.014106149961758518,1.0166417606052693,1.1365430529084857,0.9635077511174641
红色区间3,2025-04-22,2025-04-21,0,0,基础0,0,0,0,0,0.0,0.0,0.00231081559374946,1.0166417606052693,1.1365430529084857,0.9658185667112136
红色区间3,2025-04-23,2025-04-22,0,0,基础0,0,0,0,0,-0.0,-0.0,-0.0026365128595776666,1.0166417606052693,1.1365430529084857,0.9631820538516359
红色区间3,2025-04-24,2025-04-23,0,0,基础0,0,0,0,0,-0.0,-0.0,-0.0035297737059172274,1.0166417606052693,1.1365430529084857,0.9596522801457187
红色区间3,2025-04-25,2025-04-24,0,0,基础0,0,0,0,0,0.0,0.0,0.002008839721405753,1.0166417606052693,1.1365430529084857,0.9616611198671244
红色区间3,2025-04-28,2025-04-25,0,0,基础0,0,0,0,0,-0.0,-0.0,-0.007235950480623976,1.0166417606052693,1.1365430529084857,0.9544251693865005
红色区间3,2025-04-29,2025-04-28,0,0,基础0,0,0,0,0,0.0,0.0,0.0037493114355726664,1.0166417606052693,1.1365430529084857,0.9581744808220731
红色区间3,2025-04-30,2025-04-29,0,0,基础0,0,0,0,0,0.0,0.0,0.011458781119696893,1.0166417606052693,1.1365430529084857,0.96963326194177
红色区间3,2025-05-06,2025-04-30,0,0,基础0,0,0,0,0,0.0,0.0,0.024128203752270982,1.0166417606052693,1.1365430529084857,0.993761465694041
