date,close_generated,score_generated,predicted_generated,actual_extreme_generated,correct_generated,direction_correct_generated,o2o_bp_generated,signed_o2o_bp_generated,phase_generated,close_local,score_local,predicted_local,actual_extreme_local,correct_local,direction_correct_local,o2o_bp_local,signed_o2o_bp_local,phase_local,_merge,match_close,match_score,match_predicted,match_actual_extreme,match_correct,match_direction_correct,match_o2o_bp,match_signed_o2o_bp,match_phase,all_columns_match,row_status
2020-09-18,6469.4692,0.551827202263177,0,0,0,0,-154.33830704170592,154.33830704170592,development,6469.4692,0.551827202263177,0,0,0,0,-154.33830704170592,154.33830704170592,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2020-09-21,6445.9649,0.5583317654348267,0,0,0,0,-15.243526112617143,15.243526112617143,development,6445.9649,0.5583317654348267,0,0,0,0,-15.243526112617143,15.243526112617143,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2020-09-22,6358.652,0.5332017514893653,0,0,0,0,-44.79166407159063,44.79166407159063,development,6358.652,0.5332017514893653,0,0,0,0,-44.79166407159063,44.79166407159063,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2020-09-23,6392.0329,0.5082926181891434,0,0,0,0,-129.04807817310848,129.04807817310848,development,6392.0329,0.5082926181891434,0,0,0,0,-129.04807817310848,129.04807817310848,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2020-09-24,6244.6389,0.4825840704697838,0,0,0,0,-26.595337583705803,26.595337583705803,development,6244.6389,0.4825840704697838,0,0,0,0,-26.595337583705803,26.595337583705803,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2020-09-25,6236.8904,0.3207991341258704,0,0,0,0,-76.7866326907618,76.7866326907618,development,6236.8904,0.3207991341258704,0,0,0,0,-76.7866326907618,76.7866326907618,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2020-09-28,6178.4693,0.3475891772191288,0,0,0,0,61.42267844186256,-61.42267844186256,development,6178.4693,0.3475891772191288,0,0,0,0,61.42267844186256,-61.42267844186256,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2020-09-29,6228.7708,0.3753805085361422,0,0,0,0,87.99596638384256,-87.99596638384256,development,6228.7708,0.3753805085361422,0,0,0,0,87.99596638384256,-87.99596638384256,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2020-09-30,6192.5045,0.4025203087271518,0,0,0,0,171.44634084479858,-171.44634084479858,development,6192.5045,0.4025203087271518,0,0,0,0,171.44634084479858,-171.44634084479858,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
2020-10-09,6357.9711,0.3553115732100828,0,0,0,0,204.043402873062,-204.043402873062,development,6357.9711,0.3553115732100828,0,0,0,0,204.043402873062,-204.043402873062,development,both,True,True,True,True,True,True,True,True,True,True,MATCH
